time_period,country,sex_tag,sex,obs_value
2017,Iceland,F,Females,0.8
2019,Iceland,F,Females,0.6
2006,Italy,F,Females,54.1
2007,Italy,F,Females,53.3
2008,Italy,F,Females,52.3
2009,Italy,F,Females,39.9
2010,Italy,F,Females,36.6
2011,Italy,F,Females,41.8
2012,Italy,F,Females,38.8
2013,Italy,F,Females,31.2
2015,Italy,F,Females,27.1
2016,Italy,F,Females,23.5
2017,Italy,F,Females,30.0
2019,Italy,F,Females,23.6
2020,Italy,F,Females,24.4
2022,Italy,F,Females,23.0
2023,Italy,F,Females,20.2
2020,Lithuania,F,Females,5.8
2022,Lithuania,F,Females,4.2
2023,Lithuania,F,Females,4.5
2019,Luxembourg,F,Females,1.7
2022,Luxembourg,F,Females,1.6
2007,Latvia,F,Females,1.6
2008,Latvia,F,Females,2.0
2017,Latvia,F,Females,2.5
2019,Latvia,F,Females,3.6
2013,North Macedonia,F,Females,1.3
2016,North Macedonia,F,Females,2.5
2017,North Macedonia,F,Females,1.9
2018,North Macedonia,F,Females,1.9
2019,North Macedonia,F,Females,2.9
2020,North Macedonia,F,Females,3.5
2015,Malta,F,Females,1.0
2016,Malta,F,Females,1.1
2017,Malta,F,Females,1.8
2018,Malta,F,Females,1.9
2019,Malta,F,Females,1.3
2020,Malta,F,Females,1.2
2004,Netherlands,F,Females,6.2
2007,Netherlands,F,Females,10.6
2008,Netherlands,F,Females,9.8
2009,Netherlands,F,Females,7.7
2010,Netherlands,F,Females,8.0
2011,Netherlands,F,Females,7.8
2012,Netherlands,F,Females,10.8
2015,Netherlands,F,Females,21.6
2016,Netherlands,F,Females,12.2
2017,Netherlands,F,Females,12.9
2018,Netherlands,F,Females,14.9
2020,Netherlands,F,Females,18.3
2022,Netherlands,F,Females,24.1
2023,Netherlands,F,Females,19.0
2016,Norway,F,Females,5.9
2006,Poland,F,Females,28.1
2007,Poland,F,Females,34.4
2008,Poland,F,Females,35.9
2009,Poland,F,Females,48.2
2011,Poland,F,Females,37.1
2012,Poland,F,Females,41.9
2013,Poland,F,Females,34.7
2015,Poland,F,Females,33.3
2016,Poland,F,Females,35.5
2017,Poland,F,Females,32.7
2018,Poland,F,Females,30.9
2020,Poland,F,Females,40.3
2022,Poland,F,Females,36.1
2023,Poland,F,Females,52.9
2006,Portugal,F,Females,12.4
2007,Portugal,F,Females,16.3
2008,Portugal,F,Females,13.7
2009,Portugal,F,Females,10.6
2010,Portugal,F,Females,12.8
2012,Portugal,F,Females,9.0
2013,Portugal,F,Females,7.5
2015,Portugal,F,Females,11.9
2016,Portugal,F,Females,11.7
2017,Portugal,F,Females,7.8
2018,Portugal,F,Females,8.3
2019,Portugal,F,Females,8.9
2020,Portugal,F,Females,13.0
2023,Portugal,F,Females,10.2
2004,Romania,F,Females,26.1
2006,Romania,F,Females,31.8
2007,Romania,F,Females,27.9
2008,Romania,F,Females,35.1
2009,Romania,F,Females,32.8
2011,Romania,F,Females,19.3
2012,Romania,F,Females,22.3
2013,Romania,F,Females,23.9
2015,Romania,F,Females,17.3
2016,Romania,F,Females,17.6
2017,Romania,F,Females,16.0
2018,Romania,F,Females,18.3
2019,Romania,F,Females,17.8
2020,Romania,F,Females,21.7
2022,Romania,F,Females,29.0
2023,Romania,F,Females,25.6
2016,Serbia,F,Females,4.8
2017,Serbia,F,Females,5.4
2018,Serbia,F,Females,5.9
2019,Serbia,F,Females,7.5
2020,Serbia,F,Females,9.1
2022,Serbia,F,Females,6.8
2023,Serbia,F,Females,8.3
2004,Sweden,F,Females,7.4
2007,Sweden,F,Females,11.7
2008,Sweden,F,Females,10.4
2009,Sweden,F,Females,9.6
2010,Sweden,F,Females,9.6
2011,Sweden,F,Females,10.8
2012,Sweden,F,Females,11.4
2013,Sweden,F,Females,11.3
2015,Sweden,F,Females,12.9
2016,Sweden,F,Females,13.1
2017,Sweden,F,Females,12.4
2019,Sweden,F,Females,13.7
2020,Sweden,F,Females,14.4
2022,Sweden,F,Females,15.3
2023,Sweden,F,Females,21.2
2017,Slovakia,F,Females,4.3
2018,Slovakia,F,Females,4.7
2020,Slovakia,F,Females,4.1
2009,Türkiye,F,Females,24.4
2010,Türkiye,F,Females,27.8
2011,Türkiye,F,Females,32.8
2012,Türkiye,F,Females,39.2
2013,Türkiye,F,Females,46.6
2015,Türkiye,F,Females,45.0
2016,Türkiye,F,Females,44.1
2017,Türkiye,F,Females,56.0
2018,Türkiye,F,Females,48.5
2019,Türkiye,F,Females,46.8
2020,Türkiye,F,Females,40.3
2022,Türkiye,F,Females,47.2
2023,Türkiye,F,Females,56.7
2006,United Kingdom,F,Females,113.1
2009,United Kingdom,F,Females,97.1
2012,United Kingdom,F,Females,65.4
2013,United Kingdom,F,Females,62.2
2015,United Kingdom,F,Females,75.6
2016,United Kingdom,F,Females,59.8
2017,United Kingdom,F,Females,69.3
2018,United Kingdom,F,Females,48.6
2019,United Kingdom,F,Females,63.6
2008,Austria,M,Males,16.6
2009,Austria,M,Males,16.7
2010,Austria,M,Males,14.7
2011,Austria,M,Males,15.8
2012,Austria,M,Males,17.2
2013,Austria,M,Males,20.9
2015,Austria,M,Males,27.2
2016,Austria,M,Males,26.4
2017,Austria,M,Males,31.5
2018,Austria,M,Males,31.4
2019,Austria,M,Males,29.7
2020,Austria,M,Males,30.8
2022,Austria,M,Males,33.8
2023,Austria,M,Males,38.4
2022,Bosnia and Herzegovina,M,Males,5.5
2023,Bosnia and Herzegovina,M,Males,7.5
2004,Belgium,M,Males,36.9
2006,Belgium,M,Males,36.1
2007,Belgium,M,Males,39.7
2009,Belgium,M,Males,41.9
2010,Belgium,M,Males,46.5
2012,Belgium,M,Males,40.7
2013,Belgium,M,Males,42.2
2015,Belgium,M,Males,44.2
2016,Belgium,M,Males,48.8
2018,Belgium,M,Males,51.5
2019,Belgium,M,Males,41.2
2020,Belgium,M,Males,52.1
2022,Belgium,M,Males,54.7
2023,Belgium,M,Males,50.0
2015,Bulgaria,M,Males,18.2
2016,Bulgaria,M,Males,19.9
2017,Bulgaria,M,Males,22.9
2018,Bulgaria,M,Males,28.1
2020,Bulgaria,M,Males,27.6
2022,Bulgaria,M,Males,27.9
2023,Bulgaria,M,Males,30.7
2004,Switzerland,M,Males,27.4
2006,Switzerland,M,Males,40.7
2007,Switzerland,M,Males,44.8
2008,Switzerland,M,Males,43.2
2009,Switzerland,M,Males,45.6
2011,Switzerland,M,Males,52.4
2012,Switzerland,M,Males,58.5
2013,Switzerland,M,Males,62.4
2015,Switzerland,M,Males,61.6
2016,Switzerland,M,Males,60.9
2017,Switzerland,M,Males,58.5
2018,Switzerland,M,Males,68.0
2019,Switzerland,M,Males,73.5
2020,Switzerland,M,Males,66.4
2022,Switzerland,M,Males,53.5
2023,Switzerland,M,Males,53.5
2004,Cyprus,M,Males,2.7
2006,Cyprus,M,Males,2.8
2007,Cyprus,M,Males,3.7
2008,Cyprus,M,Males,3.5
2010,Cyprus,M,Males,3.2
2011,Cyprus,M,Males,3.1
2012,Cyprus,M,Males,3.8
2013,Cyprus,M,Males,3.9
2015,Cyprus,M,Males,4.0
2016,Cyprus,M,Males,3.6
2017,Cyprus,M,Males,4.5
2018,Cyprus,M,Males,4.7
2019,Cyprus,M,Males,4.3
2020,Cyprus,M,Males,4.3
2022,Cyprus,M,Males,5.6
2006,Czechia,M,Males,13.1
2007,Czechia,M,Males,12.0
2008,Czechia,M,Males,15.8
2009,Czechia,M,Males,18.2
2010,Czechia,M,Males,22.6
2012,Czechia,M,Males,29.5
2013,Czechia,M,Males,34.1
2015,Czechia,M,Males,50.6
2016,Czechia,M,Males,56.9
2017,Czechia,M,Males,50.9
2018,Czechia,M,Males,60.3
2019,Czechia,M,Males,59.9
2020,Czechia,M,Males,63.4
2022,Czechia,M,Males,56.9
2023,Czechia,M,Males,60.2
2004,Germany,M,Males,148.2
2007,Germany,M,Males,275.4
2008,Germany,M,Males,269.1
2009,Germany,M,Males,283.5
2013,Germany,M,Males,342.8
2015,Germany,M,Males,393.7
2016,Germany,M,Males,416.1
2017,Germany,M,Males,433.9
2018,Germany,M,Males,429.6
2019,Germany,M,Males,448.1
2022,Germany,M,Males,487.6
2023,Germany,M,Males,510.6
2004,Denmark,M,Males,14.3
2006,Denmark,M,Males,20.6
2009,Denmark,M,Males,15.2
2010,Denmark,M,Males,12.8
2011,Denmark,M,Males,14.6
2012,Denmark,M,Males,16.3
2013,Denmark,M,Males,16.0
2015,Denmark,M,Males,18.8
2018,Denmark,M,Males,20.2
2019,Denmark,M,Males,18.8
2020,Denmark,M,Males,38.0
2022,Denmark,M,Males,23.1
2007,Estonia,M,Males,3.7
2008,Estonia,M,Males,5.2
2009,Estonia,M,Males,4.7
2010,Estonia,M,Males,4.3
2011,Estonia,M,Males,4.2
2012,Estonia,M,Males,5.3
2013,Estonia,M,Males,6.5
2015,Estonia,M,Males,8.8
2016,Estonia,M,Males,9.3
2017,Estonia,M,Males,9.7
2018,Estonia,M,Males,9.1
2019,Estonia,M,Males,11.0
2020,Estonia,M,Males,11.5
2022,Estonia,M,Males,12.5
2023,Estonia,M,Males,10.7
2006,Greece,M,Males,31.8
2007,Greece,M,Males,35.5
2008,Greece,M,Males,37.0
2010,Greece,M,Males,36.5
2011,Greece,M,Males,33.8
2012,Greece,M,Males,28.0
2013,Greece,M,Males,30.1
2015,Greece,M,Males,33.0
2016,Greece,M,Males,38.4
2017,Greece,M,Males,44.1
2018,Greece,M,Males,46.7
2019,Greece,M,Males,47.4
2020,Greece,M,Males,41.1
2022,Greece,M,Males,43.7
2023,Greece,M,Males,51.7
2007,Spain,M,Males,227.0
2008,Spain,M,Males,214.4
2009,Spain,M,Males,213.9
2010,Spain,M,Males,205.9
2011,Spain,M,Males,201.8
2012,Spain,M,Males,202.6
2013,Spain,M,Males,208.4
2015,Spain,M,Males,179.1
2016,Spain,M,Males,267.6
2017,Spain,M,Males,260.2
2018,Spain,M,Males,286.4
2019,Spain,M,Males,293.1
2020,Spain,M,Males,263.9
2004,European Union - 15 countries (1995-2004),M,Males,905.0
2006,European Union - 15 countries (1995-2004),M,Males,1240.6
2007,European Union - 15 countries (1995-2004),M,Males,1348.3
2008,European Union - 15 countries (1995-2004),M,Males,1360.5
2009,European Union - 15 countries (1995-2004),M,Males,1418.3
2010,European Union - 15 countries (1995-2004),M,Males,1404.3
2011,European Union - 15 countries (1995-2004),M,Males,1393.5
2012,European Union - 15 countries (1995-2004),M,Males,1348.6
2013,European Union - 15 countries (1995-2004),M,Males,1418.2
2015,European Union - 15 countries (1995-2004),M,Males,1510.9
2016,European Union - 15 countries (1995-2004),M,Males,1695.4
2017,European Union - 15 countries (1995-2004),M,Males,1687.6
2018,European Union - 15 countries (1995-2004),M,Males,1804.1
2019,European Union - 15 countries (1995-2004),M,Males,1816.9
2004,European Union - 27 countries (from 2020),M,Males,707.9
2006,European Union - 27 countries (from 2020),M,Males,1217.5
2007,European Union - 27 countries (from 2020),M,Males,1374.8
2008,European Union - 27 countries (from 2020),M,Males,1422.1
2009,European Union - 27 countries (from 2020),M,Males,1471.8
2010,European Union - 27 countries (from 2020),M,Males,1459.1
2011,European Union - 27 countries (from 2020),M,Males,1545.0
2012,European Union - 27 countries (from 2020),M,Males,1526.6
2013,European Union - 27 countries (from 2020),M,Males,1631.8
2015,European Union - 27 countries (from 2020),M,Males,1800.7
2016,European Union - 27 countries (from 2020),M,Males,1962.7
2017,European Union - 27 countries (from 2020),M,Males,2001.2
2018,European Union - 27 countries (from 2020),M,Males,2135.6
2019,European Union - 27 countries (from 2020),M,Males,2173.2
2020,European Union - 27 countries (from 2020),M,Males,2244.7
2022,European Union - 27 countries (from 2020),M,Males,2534.3
2023,European Union - 27 countries (from 2020),M,Males,2556.8
2004,European Union - 28 countries (2013-2020),M,Males,995.8
2006,European Union - 28 countries (2013-2020),M,Males,1508.5
2007,European Union - 28 countries (2013-2020),M,Males,1656.5
2008,European Union - 28 countries (2013-2020),M,Males,1707.0
2009,European Union - 28 countries (2013-2020),M,Males,1764.1
2010,European Union - 28 countries (2013-2020),M,Males,1768.0
2011,European Union - 28 countries (2013-2020),M,Males,1782.0
2012,European Union - 28 countries (2013-2020),M,Males,1754.1
2013,European Union - 28 countries (2013-2020),M,Males,1860.4
2015,European Union - 28 countries (2013-2020),M,Males,2043.7
2016,European Union - 28 countries (2013-2020),M,Males,2255.9
2017,European Union - 28 countries (2013-2020),M,Males,2248.3
2018,European Union - 28 countries (2013-2020),M,Males,2404.1
2019,European Union - 28 countries (2013-2020),M,Males,2429.1
2004,Finland,M,Males,11.1
2006,Finland,M,Males,13.5
2009,Finland,M,Males,20.4
2010,Finland,M,Males,19.7
2011,Finland,M,Males,19.2
2012,Finland,M,Males,17.6
2013,Finland,M,Males,20.8
2015,Finland,M,Males,22.1
2016,Finland,M,Males,46.5
2017,Finland,M,Males,47.6
2018,Finland,M,Males,49.9
2019,Finland,M,Males,47.9
2020,Finland,M,Males,53.3
2022,Finland,M,Males,55.2
2023,Finland,M,Males,51.8
2004,France,M,Males,130.6
2007,France,M,Males,170.2
2008,France,M,Males,174.7
2009,France,M,Males,189.9
2010,France,M,Males,187.4
2011,France,M,Males,205.7
2012,France,M,Males,185.6
2015,France,M,Males,230.9
2016,France,M,Males,240.1
2017,France,M,Males,244.8
2018,France,M,Males,259.2
2019,France,M,Males,246.8
2020,France,M,Males,302.7
2015,Croatia,M,Males,12.6
2016,Croatia,M,Males,17.0
2017,Croatia,M,Males,15.7
2018,Croatia,M,Males,18.7
2020,Croatia,M,Males,21.0
2022,Croatia,M,Males,21.2
2023,Croatia,M,Males,19.7
2004,Hungary,M,Males,27.8
2006,Hungary,M,Males,34.4
2007,Hungary,M,Males,39.7
2008,Hungary,M,Males,44.5
2009,Hungary,M,Males,43.1
2010,Hungary,M,Males,46.9
2011,Hungary,M,Males,49.0
2012,Hungary,M,Males,54.8
2013,Hungary,M,Males,55.5
2015,Hungary,M,Males,65.8
2016,Hungary,M,Males,69.8
2017,Hungary,M,Males,61.9
2018,Hungary,M,Males,70.3
2019,Hungary,M,Males,62.5
2020,Hungary,M,Males,62.2
2022,Hungary,M,Males,65.9
2023,Hungary,M,Males,59.6
2004,Ireland,M,Males,20.7
2006,Ireland,M,Males,5.0
2008,Ireland,M,Males,21.9
2009,Ireland,M,Males,21.3
2010,Ireland,M,Males,19.8
2011,Ireland,M,Males,20.4
2012,Ireland,M,Males,20.3
2013,Ireland,M,Males,22.8
2015,Ireland,M,Males,21.7
2016,Ireland,M,Males,14.4
2018,Ireland,M,Males,42.1
2019,Ireland,M,Males,44.6
2020,Ireland,M,Males,52.5
2022,Ireland,M,Males,56.1
2023,Ireland,M,Males,61.5
2008,Iceland,M,Males,1.0
2009,Iceland,M,Males,1.4
2010,Iceland,M,Males,1.4
2011,Iceland,M,Males,1.5
2012,Iceland,M,Males,1.3
2013,Iceland,M,Males,1.6
2015,Iceland,M,Males,1.3
2016,Iceland,M,Males,1.6
2017,Iceland,M,Males,2.3
2018,Iceland,M,Males,2.1
2019,Iceland,M,Males,2.0
2006,Italy,M,Males,119.0
2007,Italy,M,Males,122.3
2008,Italy,M,Males,127.0
2009,Italy,M,Males,135.0
2010,Italy,M,Males,118.3
2011,Italy,M,Males,109.7
2012,Italy,M,Males,116.6
2013,Italy,M,Males,116.0
2015,Italy,M,Males,116.0
2016,Italy,M,Males,105.5
2017,Italy,M,Males,108.6
2019,Italy,M,Males,123.5
2020,Italy,M,Males,122.1
2022,Italy,M,Males,136.2
2023,Italy,M,Males,159.8
2009,Lithuania,M,Males,8.6
2010,Lithuania,M,Males,9.7
2011,Lithuania,M,Males,10.2
2013,Lithuania,M,Males,9.7
2015,Lithuania,M,Males,15.2
2016,Lithuania,M,Males,13.3
2017,Lithuania,M,Males,14.3
2018,Lithuania,M,Males,15.8
2019,Lithuania,M,Males,20.0
2020,Lithuania,M,Males,22.0
2022,Lithuania,M,Males,23.1
2023,Lithuania,M,Males,21.7
2004,Luxembourg,M,Males,1.5
2006,Luxembourg,M,Males,1.5
2008,Luxembourg,M,Males,2.1
2010,Luxembourg,M,Males,2.9
2011,Luxembourg,M,Males,2.3
2012,Luxembourg,M,Males,3.2
2013,Luxembourg,M,Males,3.1
2016,Luxembourg,M,Males,2.5
2017,Luxembourg,M,Males,4.5
2018,Luxembourg,M,Males,4.4
2019,Luxembourg,M,Males,5.6
2020,Luxembourg,M,Males,6.2
2022,Luxembourg,M,Males,7.2
2023,Luxembourg,M,Males,7.9
2006,Latvia,M,Males,4.9
2007,Latvia,M,Males,5.1
2008,Latvia,M,Males,4.8
2010,Latvia,M,Males,3.9
2011,Latvia,M,Males,5.0
2012,Latvia,M,Males,3.7
2013,Latvia,M,Males,3.7
2015,Latvia,M,Males,6.4
2016,Latvia,M,Males,8.2
2017,Latvia,M,Males,11.3
2018,Latvia,M,Males,8.1
2019,Latvia,M,Males,10.8
2020,Latvia,M,Males,11.4
2022,Latvia,M,Males,13.5
2023,Latvia,M,Males,12.2
2012,Montenegro,M,Males,1.9
2015,Montenegro,M,Males,2.7
2017,Montenegro,M,Males,2.0
2018,Montenegro,M,Males,2.0
2020,Montenegro,M,Males,2.2
2006,North Macedonia,M,Males,1.7
2007,North Macedonia,M,Males,1.3
2008,North Macedonia,M,Males,1.6
2009,North Macedonia,M,Males,1.9
2010,North Macedonia,M,Males,2.4
2011,North Macedonia,M,Males,1.5
2012,North Macedonia,M,Males,1.8
2013,North Macedonia,M,Males,2.9
2015,North Macedonia,M,Males,4.1
2016,North Macedonia,M,Males,6.4
2017,North Macedonia,M,Males,6.4
2018,North Macedonia,M,Males,7.7
2019,North Macedonia,M,Males,9.4
2020,North Macedonia,M,Males,11.4
2006,Malta,M,Males,1.4
2007,Malta,M,Males,2.2
2008,Malta,M,Males,2.5
2009,Malta,M,Males,1.6
2010,Malta,M,Males,1.9
2012,Malta,M,Males,3.8
2013,Malta,M,Males,4.0
2015,Malta,M,Males,4.3
2016,Malta,M,Males,5.5
2017,Malta,M,Males,6.1
2018,Malta,M,Males,6.2
2019,Malta,M,Males,6.1
2020,Malta,M,Males,7.1
2022,Malta,M,Males,6.6
2023,Malta,M,Males,9.4
2004,Netherlands,M,Males,53.3
2007,Netherlands,M,Males,62.9
2008,Netherlands,M,Males,75.7
2009,Netherlands,M,Males,77.7
2010,Netherlands,M,Males,84.1
2011,Netherlands,M,Males,84.5
2012,Netherlands,M,Males,78.5
2015,Netherlands,M,Males,104.7
2016,Netherlands,M,Males,98.2
2017,Netherlands,M,Males,92.0
2018,Netherlands,M,Males,103.5
2020,Netherlands,M,Males,113.5
2022,Netherlands,M,Males,134.6
2023,Netherlands,M,Males,128.5
2015,Norway,M,Males,18.6
2016,Norway,M,Males,22.4
2017,Norway,M,Males,23.1
2018,Norway,M,Males,26.0
2019,Norway,M,Males,27.5
2020,Norway,M,Males,26.3
2022,Norway,M,Males,28.2
2023,Norway,M,Males,34.1
2006,Poland,M,Males,136.6
2007,Poland,M,Males,153.1
2008,Poland,M,Males,175.5
2009,Poland,M,Males,191.8
2011,Poland,M,Males,199.3
2012,Poland,M,Males,214.9
2013,Poland,M,Males,233.7
2015,Poland,M,Males,275.3
2016,Poland,M,Males,281.9
2017,Poland,M,Males,281.6
2018,Poland,M,Males,292.1
2020,Poland,M,Males,298.5
2022,Poland,M,Males,334.4
2023,Poland,M,Males,308.9
2006,Portugal,M,Males,35.1
2007,Portugal,M,Males,39.4
2008,Portugal,M,Males,36.7
2009,Portugal,M,Males,43.1
2010,Portugal,M,Males,37.0
2012,Portugal,M,Males,28.1
2013,Portugal,M,Males,32.2
2015,Portugal,M,Males,37.0
2016,Portugal,M,Males,37.8
2017,Portugal,M,Males,39.5
2018,Portugal,M,Males,49.1
2019,Portugal,M,Males,48.0
2020,Portugal,M,Males,53.0
2022,Portugal,M,Males,51.6
2023,Portugal,M,Males,61.7
2004,Romania,M,Males,35.4
2006,Romania,M,Males,52.7
2007,Romania,M,Males,64.0
2008,Romania,M,Males,69.1
2009,Romania,M,Males,50.7
2011,Romania,M,Males,51.5
2012,Romania,M,Males,50.1
2013,Romania,M,Males,53.6
2015,Romania,M,Males,46.8
2016,Romania,M,Males,45.9
2017,Romania,M,Males,48.1
2018,Romania,M,Males,50.6
2019,Romania,M,Males,50.3
2020,Romania,M,Males,58.6
2022,Romania,M,Males,68.0
2023,Romania,M,Males,60.0
2012,Serbia,M,Males,8.4
2013,Serbia,M,Males,7.2
2015,Serbia,M,Males,13.2
2016,Serbia,M,Males,20.7
2017,Serbia,M,Males,16.8
2018,Serbia,M,Males,15.4
2019,Serbia,M,Males,19.2
2020,Serbia,M,Males,18.3
2022,Serbia,M,Males,20.4
2023,Serbia,M,Males,27.4
2004,Sweden,M,Males,11.6
2007,Sweden,M,Males,25.9
2008,Sweden,M,Males,25.4
2009,Sweden,M,Males,26.4
2010,Sweden,M,Males,29.3
2011,Sweden,M,Males,30.9
2012,Sweden,M,Males,31.3
2013,Sweden,M,Males,33.3
2015,Sweden,M,Males,36.2
2016,Sweden,M,Males,39.4
2017,Sweden,M,Males,44.0
2019,Sweden,M,Males,40.6
2020,Sweden,M,Males,44.4
2022,Sweden,M,Males,48.3
2023,Sweden,M,Males,52.7
2012,Slovenia,M,Males,4.4
2015,Slovenia,M,Males,7.2
2016,Slovenia,M,Males,6.9
2017,Slovenia,M,Males,10.3
2018,Slovenia,M,Males,11.4
2019,Slovenia,M,Males,10.3
2020,Slovenia,M,Males,11.6
2022,Slovenia,M,Males,15.0
2006,Slovakia,M,Males,3.6
2007,Slovakia,M,Males,5.0
2008,Slovakia,M,Males,5.1
2009,Slovakia,M,Males,9.1
2010,Slovakia,M,Males,12.0
2012,Slovakia,M,Males,8.6
2013,Slovakia,M,Males,12.8
2015,Slovakia,M,Males,17.5
2016,Slovakia,M,Males,22.4
2017,Slovakia,M,Males,23.4
2018,Slovakia,M,Males,24.2
2019,Slovakia,M,Males,24.7
2020,Slovakia,M,Males,26.7
2022,Slovakia,M,Males,33.5
2023,Slovakia,M,Males,29.1
2009,Türkiye,M,Males,68.4
2010,Türkiye,M,Males,74.7
2011,Türkiye,M,Males,86.7
2012,Türkiye,M,Males,113.0
2013,Türkiye,M,Males,130.5
2015,Türkiye,M,Males,125.2
2016,Türkiye,M,Males,140.7
2017,Türkiye,M,Males,140.0
2018,Türkiye,M,Males,133.2
2019,Türkiye,M,Males,138.4
2020,Türkiye,M,Males,142.2
2022,Türkiye,M,Males,177.8
2023,Türkiye,M,Males,189.3
2006,United Kingdom,M,Males,290.9
2009,United Kingdom,M,Males,292.3
2012,United Kingdom,M,Males,227.6
2013,United Kingdom,M,Males,228.6
2015,United Kingdom,M,Males,243.0
2016,United Kingdom,M,Males,293.1
2017,United Kingdom,M,Males,247.6
2018,United Kingdom,M,Males,266.8
2019,United Kingdom,M,Males,261.5
2008,Austria,T,Total,18.7
2009,Austria,T,Total,18.9
2010,Austria,T,Total,17.2
2011,Austria,T,Total,19.0
2012,Austria,T,Total,20.5
2013,Austria,T,Total,23.6
2015,Austria,T,Total,31.5
2016,Austria,T,Total,30.8
2017,Austria,T,Total,35.3
2018,Austria,T,Total,38.7
2019,Austria,T,Total,39.6
2020,Austria,T,Total,36.0
2022,Austria,T,Total,39.6
2023,Austria,T,Total,47.0
2022,Bosnia and Herzegovina,T,Total,7.7
2023,Bosnia and Herzegovina,T,Total,9.1
2004,Belgium,T,Total,43.4
2006,Belgium,T,Total,42.4
2007,Belgium,T,Total,46.4
2009,Belgium,T,Total,47.9
2010,Belgium,T,Total,53.7
2012,Belgium,T,Total,46.3
2013,Belgium,T,Total,47.3
2015,Belgium,T,Total,48.8
2016,Belgium,T,Total,55.9
2018,Belgium,T,Total,55.6
2019,Belgium,T,Total,47.5
2020,Belgium,T,Total,58.5
2022,Belgium,T,Total,61.7
2023,Belgium,T,Total,59.0
2013,Bulgaria,T,Total,16.0
2015,Bulgaria,T,Total,23.7
2016,Bulgaria,T,Total,28.1
2017,Bulgaria,T,Total,34.5
2018,Bulgaria,T,Total,37.2
2020,Bulgaria,T,Total,38.1
2022,Bulgaria,T,Total,40.7
2023,Bulgaria,T,Total,46.1
2004,Switzerland,T,Total,30.2
2006,Switzerland,T,Total,44.9
2007,Switzerland,T,Total,50.1
2008,Switzerland,T,Total,48.5
2009,Switzerland,T,Total,51.2
2011,Switzerland,T,Total,60.1
2012,Switzerland,T,Total,66.9
2013,Switzerland,T,Total,72.8
2015,Switzerland,T,Total,73.8
2016,Switzerland,T,Total,71.3
2017,Switzerland,T,Total,69.0
2018,Switzerland,T,Total,79.1
2019,Switzerland,T,Total,85.5
2020,Switzerland,T,Total,77.2
2022,Switzerland,T,Total,60.2
2023,Switzerland,T,Total,59.8
2004,Cyprus,T,Total,3.6
2006,Cyprus,T,Total,4.4
2007,Cyprus,T,Total,5.1
2008,Cyprus,T,Total,5.2
2010,Cyprus,T,Total,5.2
2011,Cyprus,T,Total,5.3
2012,Cyprus,T,Total,6.3
2013,Cyprus,T,Total,6.0
2015,Cyprus,T,Total,5.9
2016,Cyprus,T,Total,5.3
2017,Cyprus,T,Total,5.8
2018,Cyprus,T,Total,6.3
2019,Cyprus,T,Total,5.9
2020,Cyprus,T,Total,5.9
2022,Cyprus,T,Total,8.0
2006,Czechia,T,Total,14.5
2007,Czechia,T,Total,12.7
2008,Czechia,T,Total,17.0
2009,Czechia,T,Total,19.3
2010,Czechia,T,Total,23.8
2012,Czechia,T,Total,30.6
2013,Czechia,T,Total,39.2
2015,Czechia,T,Total,56.8
2016,Czechia,T,Total,64.6
2017,Czechia,T,Total,54.8
2018,Czechia,T,Total,67.1
2019,Czechia,T,Total,65.1
2020,Czechia,T,Total,71.3
2022,Czechia,T,Total,63.3
2023,Czechia,T,Total,69.3
2004,Germany,T,Total,177.1
2007,Germany,T,Total,340.6
2008,Germany,T,Total,312.0
2009,Germany,T,Total,319.2
2013,Germany,T,Total,398.0
2015,Germany,T,Total,453.9
2016,Germany,T,Total,480.7
2017,Germany,T,Total,503.6
2018,Germany,T,Total,496.5
2019,Germany,T,Total,519.9
2022,Germany,T,Total,574.4
2023,Germany,T,Total,602.4
2004,Denmark,T,Total,20.3
2006,Denmark,T,Total,25.1
2009,Denmark,T,Total,18.9
2010,Denmark,T,Total,16.3
2011,Denmark,T,Total,17.9
2012,Denmark,T,Total,19.6
2013,Denmark,T,Total,19.3
2015,Denmark,T,Total,22.7
2018,Denmark,T,Total,24.0
2019,Denmark,T,Total,23.1
2020,Denmark,T,Total,56.6
2022,Denmark,T,Total,33.7
2006,Estonia,T,Total,4.0
2007,Estonia,T,Total,4.9
2008,Estonia,T,Total,7.4
2009,Estonia,T,Total,6.8
2010,Estonia,T,Total,5.5
2011,Estonia,T,Total,6.6
2012,Estonia,T,Total,8.0
2013,Estonia,T,Total,8.3
2015,Estonia,T,Total,10.9
2016,Estonia,T,Total,11.2
2017,Estonia,T,Total,11.8
2018,Estonia,T,Total,11.1
2019,Estonia,T,Total,13.6
2020,Estonia,T,Total,14.3
2022,Estonia,T,Total,15.0
2023,Estonia,T,Total,14.9
2006,Greece,T,Total,53.0
2007,Greece,T,Total,60.0
2008,Greece,T,Total,62.3
2010,Greece,T,Total,59.9
2011,Greece,T,Total,52.7
2012,Greece,T,Total,44.7
2013,Greece,T,Total,45.0
2015,Greece,T,Total,50.2
2016,Greece,T,Total,52.5
2017,Greece,T,Total,56.3
2018,Greece,T,Total,59.5
2019,Greece,T,Total,65.3
2020,Greece,T,Total,59.2
2022,Greece,T,Total,56.7
2023,Greece,T,Total,75.9
2007,Spain,T,Total,296.6
2008,Spain,T,Total,287.2
2009,Spain,T,Total,286.4
2010,Spain,T,Total,269.9
2011,Spain,T,Total,272.5
