time_period,geo,age,obs_value
2012,European Union - 15 countries (1995-2004),From 35 to 74 years,30.2
2012,European Union - 27 countries (from 2020),From 15 to 34 years,72.8
2012,European Union - 27 countries (from 2020),From 15 to 74 years,100.0
2012,European Union - 27 countries (from 2020),From 35 to 74 years,27.2
2012,European Union - 28 countries (2013-2020),From 15 to 34 years,72.7
2012,European Union - 28 countries (2013-2020),From 15 to 74 years,100.0
2012,European Union - 28 countries (2013-2020),From 35 to 74 years,27.3
2012,Finland,From 15 to 34 years,57.7
2012,Finland,From 15 to 74 years,100.0
2012,Finland,From 35 to 74 years,42.3
2012,France,From 15 to 34 years,67.6
2012,France,From 15 to 74 years,100.0
2012,France,From 35 to 74 years,32.4
2012,Germany,From 15 to 34 years,68.3
2012,Germany,From 15 to 74 years,100.0
2012,Germany,From 35 to 74 years,31.7
2012,Greece,From 15 to 34 years,80.6
2012,Greece,From 15 to 74 years,100.0
2012,Greece,From 35 to 74 years,19.4
2012,Hungary,From 15 to 34 years,82.3
2012,Hungary,From 15 to 74 years,100.0
2012,Hungary,From 35 to 74 years,17.7
2012,Iceland,From 15 to 34 years,30.4
2012,Iceland,From 15 to 74 years,100.0
2012,Iceland,From 35 to 74 years,69.6
2012,Ireland,From 15 to 34 years,58.6
2012,Ireland,From 15 to 74 years,100.0
2012,Ireland,From 35 to 74 years,41.4
2012,Italy,From 15 to 34 years,73.1
2012,Italy,From 15 to 74 years,100.0
2012,Italy,From 35 to 74 years,26.9
2012,Latvia,From 15 to 34 years,72.7
2012,Latvia,From 15 to 74 years,100.0
2012,Latvia,From 35 to 74 years,
2012,Lithuania,From 15 to 34 years,77.8
2012,Lithuania,From 15 to 74 years,100.0
2012,Lithuania,From 35 to 74 years,
2012,Luxembourg,From 15 to 34 years,61.6
2012,Luxembourg,From 15 to 74 years,100.0
2012,Luxembourg,From 35 to 74 years,38.4
2012,Malta,From 15 to 34 years,82.7
2012,Malta,From 15 to 74 years,100.0
2012,Malta,From 35 to 74 years,17.3
2012,Montenegro,From 15 to 34 years,89.1
2012,Montenegro,From 15 to 74 years,100.0
2012,Montenegro,From 35 to 74 years,
2012,Netherlands,From 15 to 34 years,72.4
2012,Netherlands,From 15 to 74 years,100.0
2012,Netherlands,From 35 to 74 years,27.6
2012,North Macedonia,From 15 to 34 years,94.5
2012,North Macedonia,From 15 to 74 years,100.0
2012,North Macedonia,From 35 to 74 years,
2012,Norway,From 15 to 34 years,
2012,Norway,From 15 to 74 years,
2012,Norway,From 35 to 74 years,
2012,Poland,From 15 to 34 years,79.9
2012,Poland,From 15 to 74 years,100.0
2012,Poland,From 35 to 74 years,20.1
2012,Portugal,From 15 to 34 years,82.7
2012,Portugal,From 15 to 74 years,100.0
2012,Portugal,From 35 to 74 years,17.3
2012,Romania,From 15 to 34 years,89.7
2012,Romania,From 15 to 74 years,100.0
2012,Romania,From 35 to 74 years,10.3
2012,Serbia,From 15 to 34 years,64.8
2012,Serbia,From 15 to 74 years,100.0
2012,Serbia,From 35 to 74 years,35.2
2012,Slovakia,From 15 to 34 years,84.5
2012,Slovakia,From 15 to 74 years,100.0
2012,Slovakia,From 35 to 74 years,
2012,Slovenia,From 15 to 34 years,60.9
2012,Slovenia,From 15 to 74 years,100.0
2012,Slovenia,From 35 to 74 years,39.1
2012,Spain,From 15 to 34 years,70.3
2012,Spain,From 15 to 74 years,100.0
2012,Spain,From 35 to 74 years,29.7
2012,Sweden,From 15 to 34 years,51.5
2012,Sweden,From 15 to 74 years,100.0
2012,Sweden,From 35 to 74 years,48.5
2012,Switzerland,From 15 to 34 years,56.2
2012,Switzerland,From 15 to 74 years,100.0
2012,Switzerland,From 35 to 74 years,43.8
2012,Türkiye,From 15 to 34 years,95.2
2012,Türkiye,From 15 to 74 years,100.0
2012,Türkiye,From 35 to 74 years,4.8
2012,United Kingdom,From 15 to 34 years,71.8
2012,United Kingdom,From 15 to 74 years,100.0
2012,United Kingdom,From 35 to 74 years,28.2
2011,Austria,From 15 to 34 years,70.0
2011,Austria,From 15 to 74 years,100.0
2011,Austria,From 35 to 74 years,30.0
2011,Belgium,From 15 to 34 years,76.2
2011,Belgium,From 15 to 74 years,100.0
2011,Belgium,From 35 to 74 years,23.8
2011,Bulgaria,From 15 to 34 years,85.3
2011,Bulgaria,From 15 to 74 years,100.0
2011,Bulgaria,From 35 to 74 years,
2011,Croatia,From 15 to 34 years,78.2
2011,Croatia,From 15 to 74 years,100.0
2011,Croatia,From 35 to 74 years,21.8
2011,Cyprus,From 15 to 34 years,76.8
2011,Cyprus,From 15 to 74 years,100.0
2011,Cyprus,From 35 to 74 years,23.2
2011,Czechia,From 15 to 34 years,87.2
2011,Czechia,From 15 to 74 years,100.0
2011,Czechia,From 35 to 74 years,12.8
2011,Denmark,From 15 to 34 years,50.6
2011,Denmark,From 15 to 74 years,100.0
2011,Denmark,From 35 to 74 years,49.4
2011,Estonia,From 15 to 34 years,86.7
2011,Estonia,From 15 to 74 years,100.0
2011,Estonia,From 35 to 74 years,
2011,European Union - 15 countries (1995-2004),From 15 to 34 years,69.7
2011,European Union - 15 countries (1995-2004),From 15 to 74 years,100.0
2011,European Union - 15 countries (1995-2004),From 35 to 74 years,30.3
2011,European Union - 27 countries (from 2020),From 15 to 34 years,73.5
2011,European Union - 27 countries (from 2020),From 15 to 74 years,100.0
2011,European Union - 27 countries (from 2020),From 35 to 74 years,26.5
2011,European Union - 28 countries (2013-2020),From 15 to 34 years,72.4
2011,European Union - 28 countries (2013-2020),From 15 to 74 years,100.0
2011,European Union - 28 countries (2013-2020),From 35 to 74 years,27.6
2011,Finland,From 15 to 34 years,53.1
2011,Finland,From 15 to 74 years,100.0
2011,Finland,From 35 to 74 years,46.9
2011,France,From 15 to 34 years,72.1
2011,France,From 15 to 74 years,100.0
2011,France,From 35 to 74 years,27.9
2011,Germany,From 15 to 34 years,68.6
2011,Germany,From 15 to 74 years,100.0
2011,Germany,From 35 to 74 years,31.4
2011,Greece,From 15 to 34 years,82.6
2011,Greece,From 15 to 74 years,100.0
2011,Greece,From 35 to 74 years,17.4
2011,Hungary,From 15 to 34 years,79.5
2011,Hungary,From 15 to 74 years,100.0
2011,Hungary,From 35 to 74 years,20.5
2011,Iceland,From 15 to 34 years,35.5
2011,Iceland,From 15 to 74 years,100.0
2011,Iceland,From 35 to 74 years,64.5
2011,Ireland,From 15 to 34 years,62.8
2011,Ireland,From 15 to 74 years,100.0
2011,Ireland,From 35 to 74 years,37.2
2011,Italy,From 15 to 34 years,74.6
2011,Italy,From 15 to 74 years,100.0
2011,Italy,From 35 to 74 years,25.4
2011,Latvia,From 15 to 34 years,84.2
2011,Latvia,From 15 to 74 years,100.0
2011,Latvia,From 35 to 74 years,
2011,Lithuania,From 15 to 34 years,86.2
2011,Lithuania,From 15 to 74 years,100.0
2011,Lithuania,From 35 to 74 years,
2011,Luxembourg,From 15 to 34 years,67.7
2011,Luxembourg,From 15 to 74 years,100.0
2011,Luxembourg,From 35 to 74 years,32.3
2011,Malta,From 15 to 34 years,88.8
2011,Malta,From 15 to 74 years,100.0
2011,Malta,From 35 to 74 years,11.2
2011,Montenegro,From 15 to 34 years,83.9
2011,Montenegro,From 15 to 74 years,100.0
2011,Montenegro,From 35 to 74 years,
2011,Netherlands,From 15 to 34 years,68.0
2011,Netherlands,From 15 to 74 years,100.0
2011,Netherlands,From 35 to 74 years,32.0
2011,North Macedonia,From 15 to 34 years,82.5
2011,North Macedonia,From 15 to 74 years,100.0
2011,North Macedonia,From 35 to 74 years,
2011,Norway,From 15 to 34 years,
2011,Norway,From 15 to 74 years,
2011,Norway,From 35 to 74 years,
2011,Poland,From 15 to 34 years,80.7
2011,Poland,From 15 to 74 years,100.0
2011,Poland,From 35 to 74 years,19.3
2011,Portugal,From 15 to 34 years,85.5
2011,Portugal,From 15 to 74 years,100.0
2011,Portugal,From 35 to 74 years,14.5
2011,Romania,From 15 to 34 years,88.8
2011,Romania,From 15 to 74 years,100.0
2011,Romania,From 35 to 74 years,11.2
2011,Serbia,From 15 to 34 years,75.6
2011,Serbia,From 15 to 74 years,100.0
2011,Serbia,From 35 to 74 years,
2011,Slovakia,From 15 to 34 years,87.5
2011,Slovakia,From 15 to 74 years,100.0
2011,Slovakia,From 35 to 74 years,
2011,Slovenia,From 15 to 34 years,61.4
2011,Slovenia,From 15 to 74 years,100.0
2011,Slovenia,From 35 to 74 years,38.6
2011,Spain,From 15 to 34 years,71.4
2011,Spain,From 15 to 74 years,100.0
2011,Spain,From 35 to 74 years,28.6
2011,Sweden,From 15 to 34 years,54.1
2011,Sweden,From 15 to 74 years,100.0
2011,Sweden,From 35 to 74 years,45.9
2011,Switzerland,From 15 to 34 years,54.6
2011,Switzerland,From 15 to 74 years,100.0
2011,Switzerland,From 35 to 74 years,45.4
2011,Türkiye,From 15 to 34 years,95.2
2011,Türkiye,From 15 to 74 years,100.0
2011,Türkiye,From 35 to 74 years,4.8
2011,United Kingdom,From 15 to 34 years,66.1
2011,United Kingdom,From 15 to 74 years,100.0
2011,United Kingdom,From 35 to 74 years,33.9
2010,Austria,From 15 to 34 years,61.8
2010,Austria,From 15 to 74 years,100.0
2010,Austria,From 35 to 74 years,38.2
2010,Belgium,From 15 to 34 years,74.2
2010,Belgium,From 15 to 74 years,100.0
2010,Belgium,From 35 to 74 years,25.8
2010,Bulgaria,From 15 to 34 years,72.3
2010,Bulgaria,From 15 to 74 years,100.0
2010,Bulgaria,From 35 to 74 years,
2010,Croatia,From 15 to 34 years,69.6
2010,Croatia,From 15 to 74 years,100.0
2010,Croatia,From 35 to 74 years,30.4
2010,Cyprus,From 15 to 34 years,80.0
2010,Cyprus,From 15 to 74 years,100.0
2010,Cyprus,From 35 to 74 years,20.0
2010,Czechia,From 15 to 34 years,86.1
2010,Czechia,From 15 to 74 years,100.0
2010,Czechia,From 35 to 74 years,13.9
2010,Denmark,From 15 to 34 years,53.7
2010,Denmark,From 15 to 74 years,100.0
2010,Denmark,From 35 to 74 years,46.3
2010,Estonia,From 15 to 34 years,87.6
2010,Estonia,From 15 to 74 years,100.0
2010,Estonia,From 35 to 74 years,
2010,European Union - 15 countries (1995-2004),From 15 to 34 years,71.7
2010,European Union - 15 countries (1995-2004),From 15 to 74 years,100.0
2010,European Union - 15 countries (1995-2004),From 35 to 74 years,28.3
2010,European Union - 27 countries (from 2020),From 15 to 34 years,74.8
2010,European Union - 27 countries (from 2020),From 15 to 74 years,100.0
2010,European Union - 27 countries (from 2020),From 35 to 74 years,25.2
2010,European Union - 28 countries (2013-2020),From 15 to 34 years,74.0
2010,European Union - 28 countries (2013-2020),From 15 to 74 years,100.0
2010,European Union - 28 countries (2013-2020),From 35 to 74 years,26.0
2010,Finland,From 15 to 34 years,55.6
2010,Finland,From 15 to 74 years,100.0
2010,Finland,From 35 to 74 years,44.4
2010,France,From 15 to 34 years,71.8
2010,France,From 15 to 74 years,100.0
2010,France,From 35 to 74 years,28.2
2010,Germany,From 15 to 34 years,65.2
2010,Germany,From 15 to 74 years,100.0
2010,Germany,From 35 to 74 years,34.8
2010,Greece,From 15 to 34 years,83.0
2010,Greece,From 15 to 74 years,100.0
2010,Greece,From 35 to 74 years,17.0
2010,Hungary,From 15 to 34 years,76.6
2010,Hungary,From 15 to 74 years,100.0
2010,Hungary,From 35 to 74 years,23.4
2010,Iceland,From 15 to 34 years,36.6
2010,Iceland,From 15 to 74 years,100.0
2010,Iceland,From 35 to 74 years,63.4
2010,Ireland,From 15 to 34 years,66.1
2010,Ireland,From 15 to 74 years,100.0
2010,Ireland,From 35 to 74 years,33.9
2010,Italy,From 15 to 34 years,79.0
2010,Italy,From 15 to 74 years,100.0
2010,Italy,From 35 to 74 years,21.0
2010,Latvia,From 15 to 34 years,89.8
2010,Latvia,From 15 to 74 years,100.0
2010,Latvia,From 35 to 74 years,
2010,Lithuania,From 15 to 34 years,84.3
2010,Lithuania,From 15 to 74 years,100.0
2010,Lithuania,From 35 to 74 years,
2010,Luxembourg,From 15 to 34 years,66.5
2010,Luxembourg,From 15 to 74 years,100.0
2010,Luxembourg,From 35 to 74 years,33.5
2010,Malta,From 15 to 34 years,91.5
2010,Malta,From 15 to 74 years,100.0
2010,Malta,From 35 to 74 years,
2010,Netherlands,From 15 to 34 years,64.7
2010,Netherlands,From 15 to 74 years,100.0
2010,Netherlands,From 35 to 74 years,35.3
2010,North Macedonia,From 15 to 34 years,90.4
2010,North Macedonia,From 15 to 74 years,100.0
2010,North Macedonia,From 35 to 74 years,
2010,Norway,From 15 to 34 years,
2010,Norway,From 15 to 74 years,
2010,Norway,From 35 to 74 years,
2010,Poland,From 15 to 34 years,83.1
2010,Poland,From 15 to 74 years,100.0
2010,Poland,From 35 to 74 years,16.9
2010,Portugal,From 15 to 34 years,87.9
2010,Portugal,From 15 to 74 years,100.0
2010,Portugal,From 35 to 74 years,12.1
2010,Romania,From 15 to 34 years,87.9
2010,Romania,From 15 to 74 years,100.0
2010,Romania,From 35 to 74 years,12.1
2010,Serbia,From 15 to 34 years,80.2
2010,Serbia,From 15 to 74 years,100.0
2010,Serbia,From 35 to 74 years,
2010,Slovakia,From 15 to 34 years,86.8
2010,Slovakia,From 15 to 74 years,100.0
2010,Slovakia,From 35 to 74 years,
2010,Slovenia,From 15 to 34 years,70.1
2010,Slovenia,From 15 to 74 years,100.0
2010,Slovenia,From 35 to 74 years,29.9
2010,Spain,From 15 to 34 years,80.6
2010,Spain,From 15 to 74 years,100.0
2010,Spain,From 35 to 74 years,19.4
2010,Sweden,From 15 to 34 years,54.8
2010,Sweden,From 15 to 74 years,100.0
2010,Sweden,From 35 to 74 years,45.2
2010,Switzerland,From 15 to 34 years,52.3
2010,Switzerland,From 15 to 74 years,100.0
2010,Switzerland,From 35 to 74 years,47.7
2010,Türkiye,From 15 to 34 years,95.8
2010,Türkiye,From 15 to 74 years,100.0
2010,Türkiye,From 35 to 74 years,4.2
2010,United Kingdom,From 15 to 34 years,69.7
2010,United Kingdom,From 15 to 74 years,100.0
2010,United Kingdom,From 35 to 74 years,30.3
2009,Austria,From 15 to 34 years,62.3
2009,Austria,From 15 to 74 years,100.0
2009,Austria,From 35 to 74 years,37.7
2009,Belgium,From 15 to 34 years,77.8
2009,Belgium,From 15 to 74 years,100.0
2009,Belgium,From 35 to 74 years,22.2
2009,Bulgaria,From 15 to 34 years,
2009,Bulgaria,From 15 to 74 years,100.0
2009,Bulgaria,From 35 to 74 years,
2009,Croatia,From 15 to 34 years,58.2
2009,Croatia,From 15 to 74 years,100.0
2009,Croatia,From 35 to 74 years,41.8
2009,Cyprus,From 15 to 34 years,79.7
2009,Cyprus,From 15 to 74 years,100.0
2009,Cyprus,From 35 to 74 years,20.3
2009,Czechia,From 15 to 34 years,88.8
2009,Czechia,From 15 to 74 years,100.0
2009,Czechia,From 35 to 74 years,11.2
2009,Denmark,From 15 to 34 years,52.1
2009,Denmark,From 15 to 74 years,100.0
2009,Denmark,From 35 to 74 years,47.9
2009,Estonia,From 15 to 34 years,94.4
2009,Estonia,From 15 to 74 years,100.0
2009,Estonia,From 35 to 74 years,
2009,European Union - 15 countries (1995-2004),From 15 to 34 years,71.3
2009,European Union - 15 countries (1995-2004),From 15 to 74 years,100.0
2009,European Union - 15 countries (1995-2004),From 35 to 74 years,28.7
2009,European Union - 27 countries (from 2020),From 15 to 34 years,76.1
2009,European Union - 27 countries (from 2020),From 15 to 74 years,100.0
2009,European Union - 27 countries (from 2020),From 35 to 74 years,23.9
2009,European Union - 28 countries (2013-2020),From 15 to 34 years,74.0
2009,European Union - 28 countries (2013-2020),From 15 to 74 years,100.0
2009,European Union - 28 countries (2013-2020),From 35 to 74 years,26.0
2009,Finland,From 15 to 34 years,59.4
2009,Finland,From 15 to 74 years,100.0
2009,Finland,From 35 to 74 years,40.6
2009,France,From 15 to 34 years,74.8
2009,France,From 15 to 74 years,100.0
2009,France,From 35 to 74 years,25.2
2009,Germany,From 15 to 34 years,65.9
2009,Germany,From 15 to 74 years,100.0
2009,Germany,From 35 to 74 years,34.1
2009,Greece,From 15 to 34 years,86.7
2009,Greece,From 15 to 74 years,100.0
2009,Greece,From 35 to 74 years,13.3
2009,Hungary,From 15 to 34 years,82.4
2009,Hungary,From 15 to 74 years,100.0
2009,Hungary,From 35 to 74 years,17.6
2009,Iceland,From 15 to 34 years,40.0
2009,Iceland,From 15 to 74 years,100.0
2009,Iceland,From 35 to 74 years,60.0
2009,Ireland,From 15 to 34 years,68.3
2009,Ireland,From 15 to 74 years,100.0
2009,Ireland,From 35 to 74 years,31.7
2009,Italy,From 15 to 34 years,79.0
2009,Italy,From 15 to 74 years,100.0
2009,Italy,From 35 to 74 years,21.0
2009,Latvia,From 15 to 34 years,90.3
2009,Latvia,From 15 to 74 years,100.0
2009,Latvia,From 35 to 74 years,
2009,Lithuania,From 15 to 34 years,81.8
2009,Lithuania,From 15 to 74 years,100.0
2009,Lithuania,From 35 to 74 years,
2009,Luxembourg,From 15 to 34 years,70.2
2009,Luxembourg,From 15 to 74 years,100.0
2009,Luxembourg,From 35 to 74 years,29.8
2009,Malta,From 15 to 34 years,86.4
2009,Malta,From 15 to 74 years,100.0
2009,Malta,From 35 to 74 years,
2009,Netherlands,From 15 to 34 years,68.9
2009,Netherlands,From 15 to 74 years,100.0
2009,Netherlands,From 35 to 74 years,31.1
2009,North Macedonia,From 15 to 34 years,77.7
2009,North Macedonia,From 15 to 74 years,100.0
2009,North Macedonia,From 35 to 74 years,22.3
2009,Norway,From 15 to 34 years,
2009,Norway,From 15 to 74 years,
2009,Norway,From 35 to 74 years,
2009,Poland,From 15 to 34 years,85.7
2009,Poland,From 15 to 74 years,100.0
2009,Poland,From 35 to 74 years,14.3
2009,Portugal,From 15 to 34 years,85.2
2009,Portugal,From 15 to 74 years,100.0
2009,Portugal,From 35 to 74 years,14.8
2009,Romania,From 15 to 34 years,87.8
2009,Romania,From 15 to 74 years,100.0
2009,Romania,From 35 to 74 years,12.2
2009,Slovakia,From 15 to 34 years,85.6
2009,Slovakia,From 15 to 74 years,100.0
2009,Slovakia,From 35 to 74 years,
2009,Slovenia,From 15 to 34 years,71.6
2009,Slovenia,From 15 to 74 years,100.0
2009,Slovenia,From 35 to 74 years,28.4
2009,Spain,From 15 to 34 years,78.7
2009,Spain,From 15 to 74 years,100.0
2009,Spain,From 35 to 74 years,21.3
2009,Sweden,From 15 to 34 years,53.0
2009,Sweden,From 15 to 74 years,100.0
2009,Sweden,From 35 to 74 years,47.0
2009,Switzerland,From 15 to 34 years,58.6
2009,Switzerland,From 15 to 74 years,100.0
2009,Switzerland,From 35 to 74 years,41.4
2009,Türkiye,From 15 to 34 years,95.6
2009,Türkiye,From 15 to 74 years,100.0
2009,Türkiye,From 35 to 74 years,4.4
2009,United Kingdom,From 15 to 34 years,64.3
2009,United Kingdom,From 15 to 74 years,100.0
2009,United Kingdom,From 35 to 74 years,35.7
2008,Austria,From 15 to 34 years,63.0
2008,Austria,From 15 to 74 years,100.0
2008,Austria,From 35 to 74 years,37.0
2008,Belgium,From 15 to 34 years,77.1
2008,Belgium,From 15 to 74 years,100.0
2008,Belgium,From 35 to 74 years,22.9
2008,Bulgaria,From 15 to 34 years,85.3
2008,Bulgaria,From 15 to 74 years,100.0
2008,Bulgaria,From 35 to 74 years,
2008,Croatia,From 15 to 34 years,64.6
2008,Croatia,From 15 to 74 years,100.0
2008,Croatia,From 35 to 74 years,35.4
2008,Cyprus,From 15 to 34 years,80.1
2008,Cyprus,From 15 to 74 years,100.0
2008,Cyprus,From 35 to 74 years,19.9
2008,Czechia,From 15 to 34 years,91.6
2008,Czechia,From 15 to 74 years,100.0
2008,Czechia,From 35 to 74 years,8.4
2008,Denmark,From 15 to 34 years,60.4
2008,Denmark,From 15 to 74 years,100.0
2008,Denmark,From 35 to 74 years,39.6
2008,Estonia,From 15 to 34 years,85.0
2008,Estonia,From 15 to 74 years,100.0
2008,Estonia,From 35 to 74 years,
2008,European Union - 15 countries (1995-2004),From 15 to 34 years,72.3
2008,European Union - 15 countries (1995-2004),From 15 to 74 years,100.0
2008,European Union - 15 countries (1995-2004),From 35 to 74 years,27.7
2008,European Union - 27 countries (from 2020),From 15 to 34 years,75.8
2008,European Union - 27 countries (from 2020),From 15 to 74 years,100.0
2008,European Union - 27 countries (from 2020),From 35 to 74 years,24.2
2008,European Union - 28 countries (2013-2020),From 15 to 34 years,74.9
2008,European Union - 28 countries (2013-2020),From 15 to 74 years,100.0
2008,European Union - 28 countries (2013-2020),From 35 to 74 years,25.1
2008,Finland,From 15 to 34 years,60.9
2008,Finland,From 15 to 74 years,100.0
2008,Finland,From 35 to 74 years,39.1
2008,France,From 15 to 34 years,71.0
2008,France,From 15 to 74 years,100.0
2008,France,From 35 to 74 years,29.0
2008,Germany,From 15 to 34 years,69.9
2008,Germany,From 15 to 74 years,100.0
2008,Germany,From 35 to 74 years,30.1
2008,Greece,From 15 to 34 years,89.3
2008,Greece,From 15 to 74 years,100.0
2008,Greece,From 35 to 74 years,10.7
2008,Hungary,From 15 to 34 years,87.1
2008,Hungary,From 15 to 74 years,100.0
2008,Hungary,From 35 to 74 years,12.9
2008,Iceland,From 15 to 34 years,57.8
2008,Iceland,From 15 to 74 years,100.0
2008,Iceland,From 35 to 74 years,42.2
2008,Ireland,From 15 to 34 years,71.3
2008,Ireland,From 15 to 74 years,100.0
2008,Ireland,From 35 to 74 years,28.7
2008,Italy,From 15 to 34 years,75.8
2008,Italy,From 15 to 74 years,100.0
2008,Italy,From 35 to 74 years,24.2
2008,Latvia,From 15 to 34 years,88.7
2008,Latvia,From 15 to 74 years,100.0
2008,Latvia,From 35 to 74 years,
2008,Lithuania,From 15 to 34 years,83.4
2008,Lithuania,From 15 to 74 years,100.0
2008,Lithuania,From 35 to 74 years,
2008,Luxembourg,From 15 to 34 years,57.3
2008,Luxembourg,From 15 to 74 years,100.0
2008,Luxembourg,From 35 to 74 years,42.7
2008,Malta,From 15 to 34 years,82.7
2008,Malta,From 15 to 74 years,100.0
2008,Malta,From 35 to 74 years,17.3
2008,Netherlands,From 15 to 34 years,71.0
2008,Netherlands,From 15 to 74 years,100.0
2008,Netherlands,From 35 to 74 years,29.0
2008,North Macedonia,From 15 to 34 years,85.9
2008,North Macedonia,From 15 to 74 years,100.0
2008,North Macedonia,From 35 to 74 years,
2008,Norway,From 15 to 34 years,
2008,Norway,From 15 to 74 years,
2008,Norway,From 35 to 74 years,
2008,Poland,From 15 to 34 years,86.7
2008,Poland,From 15 to 74 years,100.0
2008,Poland,From 35 to 74 years,13.3
2008,Portugal,From 15 to 34 years,82.3
2008,Portugal,From 15 to 74 years,100.0
2008,Portugal,From 35 to 74 years,17.7
2008,Romania,From 15 to 34 years,82.0
2008,Romania,From 15 to 74 years,100.0
2008,Romania,From 35 to 74 years,18.0
2008,Slovakia,From 15 to 34 years,77.7
2008,Slovakia,From 15 to 74 years,100.0
2008,Slovakia,From 35 to 74 years,
2008,Slovenia,From 15 to 34 years,62.0
2008,Slovenia,From 15 to 74 years,100.0
2008,Slovenia,From 35 to 74 years,38.0
2008,Spain,From 15 to 34 years,74.8
2008,Spain,From 15 to 74 years,100.0
2008,Spain,From 35 to 74 years,25.2
2008,Sweden,From 15 to 34 years,56.3
2008,Sweden,From 15 to 74 years,100.0
2008,Sweden,From 35 to 74 years,43.7
2008,Switzerland,From 15 to 34 years,56.1
2008,Switzerland,From 15 to 74 years,100.0
2008,Switzerland,From 35 to 74 years,43.9
2008,Türkiye,From 15 to 34 years,
2008,Türkiye,From 15 to 74 years,
2008,Türkiye,From 35 to 74 years,
2008,United Kingdom,From 15 to 34 years,70.4
2008,United Kingdom,From 15 to 74 years,100.0
2008,United Kingdom,From 35 to 74 years,29.6
2007,Austria,From 15 to 34 years,79.8
2007,Austria,From 15 to 74 years,100.0
2007,Austria,From 35 to 74 years,20.2
2007,Belgium,From 15 to 34 years,77.4
2007,Belgium,From 15 to 74 years,100.0
2007,Belgium,From 35 to 74 years,22.6
2007,Bulgaria,From 15 to 34 years,83.1
2007,Bulgaria,From 15 to 74 years,100.0
2007,Bulgaria,From 35 to 74 years,
2007,Croatia,From 15 to 34 years,82.2
2007,Croatia,From 15 to 74 years,100.0
2007,Croatia,From 35 to 74 years,17.8
2007,Cyprus,From 15 to 34 years,81.8
2007,Cyprus,From 15 to 74 years,100.0
2007,Cyprus,From 35 to 74 years,18.2
2007,Czechia,From 15 to 34 years,90.7
2007,Czechia,From 15 to 74 years,100.0
2007,Czechia,From 35 to 74 years,9.3
2007,Denmark,From 15 to 34 years,59.0
2007,Denmark,From 15 to 74 years,100.0
2007,Denmark,From 35 to 74 years,41.0
2007,Estonia,From 15 to 34 years,79.9
2007,Estonia,From 15 to 74 years,100.0
2007,Estonia,From 35 to 74 years,
2007,European Union - 15 countries (1995-2004),From 15 to 34 years,69.9
2007,European Union - 15 countries (1995-2004),From 15 to 74 years,100.0
2007,European Union - 15 countries (1995-2004),From 35 to 74 years,30.1
2007,European Union - 27 countries (from 2020),From 15 to 34 years,74.7
2007,European Union - 27 countries (from 2020),From 15 to 74 years,100.0
2007,European Union - 27 countries (from 2020),From 35 to 74 years,25.3
2007,European Union - 28 countries (2013-2020),From 15 to 34 years,72.5
2007,European Union - 28 countries (2013-2020),From 15 to 74 years,100.0
2007,European Union - 28 countries (2013-2020),From 35 to 74 years,27.5
2007,Finland,From 15 to 34 years,50.4
2007,Finland,From 15 to 74 years,100.0
2007,Finland,From 35 to 74 years,49.6
2007,France,From 15 to 34 years,73.2
2007,France,From 15 to 74 years,100.0
2007,France,From 35 to 74 years,26.8
2007,Germany,From 15 to 34 years,61.4
2007,Germany,From 15 to 74 years,100.0
2007,Germany,From 35 to 74 years,38.6
2007,Greece,From 15 to 34 years,85.5
2007,Greece,From 15 to 74 years,100.0
2007,Greece,From 35 to 74 years,14.5
2007,Hungary,From 15 to 34 years,82.7
2007,Hungary,From 15 to 74 years,100.0
2007,Hungary,From 35 to 74 years,17.3
2007,Iceland,From 15 to 34 years,
2007,Iceland,From 15 to 74 years,
2007,Iceland,From 35 to 74 years,
2007,Ireland,From 15 to 34 years,72.9
2007,Ireland,From 15 to 74 years,100.0
2007,Ireland,From 35 to 74 years,27.1
2007,Italy,From 15 to 34 years,76.8
2007,Italy,From 15 to 74 years,100.0
2007,Italy,From 35 to 74 years,23.2
2007,Latvia,From 15 to 34 years,91.7
2007,Latvia,From 15 to 74 years,100.0
2007,Latvia,From 35 to 74 years,
2007,Lithuania,From 15 to 34 years,79.2
2007,Lithuania,From 15 to 74 years,100.0
2007,Lithuania,From 35 to 74 years,
2007,Luxembourg,From 15 to 34 years,69.2
2007,Luxembourg,From 15 to 74 years,100.0
2007,Luxembourg,From 35 to 74 years,30.8
2007,Malta,From 15 to 34 years,91.3
2007,Malta,From 15 to 74 years,100.0
2007,Malta,From 35 to 74 years,
2007,Netherlands,From 15 to 34 years,62.5
2007,Netherlands,From 15 to 74 years,100.0
2007,Netherlands,From 35 to 74 years,37.5
2007,North Macedonia,From 15 to 34 years,82.8
2007,North Macedonia,From 15 to 74 years,100.0
2007,North Macedonia,From 35 to 74 years,
2007,Norway,From 15 to 34 years,
2007,Norway,From 15 to 74 years,
2007,Norway,From 35 to 74 years,
2007,Poland,From 15 to 34 years,85.8
2007,Poland,From 15 to 74 years,100.0
2007,Poland,From 35 to 74 years,14.2
2007,Portugal,From 15 to 34 years,86.3
2007,Portugal,From 15 to 74 years,100.0
2007,Portugal,From 35 to 74 years,13.7
2007,Romania,From 15 to 34 years,84.1
2007,Romania,From 15 to 74 years,100.0
2007,Romania,From 35 to 74 years,15.9
2007,Slovakia,From 15 to 34 years,82.2
2007,Slovakia,From 15 to 74 years,100.0
