freq,indic_is,unit,ind_type,geo,TIME_PERIOD,OBS_VALUE
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,TR:Türkiye,2015,40.06
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,TR:Türkiye,2016,48.69
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,TR:Türkiye,2017,56.85
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,TR:Türkiye,2018,62.97
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,TR:Türkiye,2019,67.18
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,TR:Türkiye,2020,70.84
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,TR:Türkiye,2021,76.51
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,TR:Türkiye,2022,80.02
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,TR:Türkiye,2023,82.31
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,TR:Türkiye,2024,84.24
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,UK:United Kingdom,2013,77.96
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,UK:United Kingdom,2014,81.47
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,UK:United Kingdom,2015,82.53
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,UK:United Kingdom,2016,87.73
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,UK:United Kingdom,2017,85.12
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,UK:United Kingdom,2018,90.54
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,UK:United Kingdom,2019,91.46
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,UK:United Kingdom,2020,93.53
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,XK:Kosovo*,2017,75.7
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,XK:Kosovo*,2018,82.23
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,XK:Kosovo*,2019,87.46
A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,XK:Kosovo*,2020,92.88
