Last internet use,Age and education,Country,Year,Value
more than a year ago,Individuals aged 25 to 54 with medium formal education,Romania,2017,4.13
more than a year ago,Individuals aged 55 to 74 with high formal education,Romania,2017,3.0
more than a year ago,Individuals aged 55 to 74 with low formal education,Romania,2017,5.77
more than a year ago,Individuals aged 55 to 74 with medium formal education,Romania,2017,7.22
Internet use: never,Individuals aged 16-24 with high formal education,Romania,2017,0.0
Internet use: never,Individuals aged 16-24 with low education,Romania,2017,9.8
Internet use: never,Individuals aged 16-24 with medium formal education,Romania,2017,1.92
Internet use: never,Individuals aged 25 to 54 with high formal education,Romania,2017,0.61
Internet use: never,Individuals aged 25 to 54 with low formal education,Romania,2017,44.08
Internet use: never,Individuals aged 25 to 54 with medium formal education,Romania,2017,14.13
Internet use: never,Individuals aged 55 to 74 with high formal education,Romania,2017,11.09
Internet use: never,Individuals aged 55 to 74 with low formal education,Romania,2017,81.49
Internet use: never,Individuals aged 55 to 74 with medium formal education,Romania,2017,46.18
between 3 and 12 months ago,Individuals aged 16-24 with high formal education,Slovakia,2017,0.0
between 3 and 12 months ago,Individuals aged 16-24 with low education,Slovakia,2017,1.67
between 3 and 12 months ago,Individuals aged 16-24 with medium formal education,Slovakia,2017,0.0
between 3 and 12 months ago,Individuals aged 25 to 54 with high formal education,Slovakia,2017,0.21
between 3 and 12 months ago,Individuals aged 25 to 54 with low formal education,Slovakia,2017,1.75
between 3 and 12 months ago,Individuals aged 25 to 54 with medium formal education,Slovakia,2017,2.07
between 3 and 12 months ago,Individuals aged 55 to 74 with high formal education,Slovakia,2017,2.36
between 3 and 12 months ago,Individuals aged 55 to 74 with low formal education,Slovakia,2017,5.51
between 3 and 12 months ago,Individuals aged 55 to 74 with medium formal education,Slovakia,2017,2.67
in last 3 months,Individuals aged 16-24 with high formal education,Slovakia,2017,100.0
in last 3 months,Individuals aged 16-24 with low education,Slovakia,2017,92.72
in last 3 months,Individuals aged 16-24 with medium formal education,Slovakia,2017,98.25
in last 3 months,Individuals aged 25 to 54 with high formal education,Slovakia,2017,99.24
in last 3 months,Individuals aged 25 to 54 with low formal education,Slovakia,2017,54.24
in last 3 months,Individuals aged 25 to 54 with medium formal education,Slovakia,2017,92.36
in last 3 months,Individuals aged 55 to 74 with high formal education,Slovakia,2017,88.03
in last 3 months,Individuals aged 55 to 74 with low formal education,Slovakia,2017,13.17
in last 3 months,Individuals aged 55 to 74 with medium formal education,Slovakia,2017,51.0
more than a year ago,Individuals aged 16-24 with high formal education,Slovakia,2017,0.0
more than a year ago,Individuals aged 16-24 with low education,Slovakia,2017,3.01
more than a year ago,Individuals aged 16-24 with medium formal education,Slovakia,2017,1.37
more than a year ago,Individuals aged 25 to 54 with high formal education,Slovakia,2017,0.0
more than a year ago,Individuals aged 25 to 54 with low formal education,Slovakia,2017,4.54
more than a year ago,Individuals aged 25 to 54 with medium formal education,Slovakia,2017,1.58
more than a year ago,Individuals aged 55 to 74 with high formal education,Slovakia,2017,3.87
more than a year ago,Individuals aged 55 to 74 with low formal education,Slovakia,2017,4.03
more than a year ago,Individuals aged 55 to 74 with medium formal education,Slovakia,2017,5.84
Internet use: never,Individuals aged 16-24 with high formal education,Slovakia,2017,0.0
Internet use: never,Individuals aged 16-24 with low education,Slovakia,2017,2.61
Internet use: never,Individuals aged 16-24 with medium formal education,Slovakia,2017,0.39
Internet use: never,Individuals aged 25 to 54 with high formal education,Slovakia,2017,0.55
Internet use: never,Individuals aged 25 to 54 with low formal education,Slovakia,2017,39.47
Internet use: never,Individuals aged 25 to 54 with medium formal education,Slovakia,2017,3.99
Internet use: never,Individuals aged 55 to 74 with high formal education,Slovakia,2017,5.74
Internet use: never,Individuals aged 55 to 74 with low formal education,Slovakia,2017,77.29
Internet use: never,Individuals aged 55 to 74 with medium formal education,Slovakia,2017,40.49
between 3 and 12 months ago,Individuals aged 16-24 with low education,Slovenia,2017,1.05
between 3 and 12 months ago,Individuals aged 16-24 with medium formal education,Slovenia,2017,0.0
between 3 and 12 months ago,Individuals aged 25 to 54 with high formal education,Slovenia,2017,0.23
between 3 and 12 months ago,Individuals aged 25 to 54 with low formal education,Slovenia,2017,1.13
between 3 and 12 months ago,Individuals aged 25 to 54 with medium formal education,Slovenia,2017,2.08
between 3 and 12 months ago,Individuals aged 55 to 74 with high formal education,Slovenia,2017,0.0
between 3 and 12 months ago,Individuals aged 55 to 74 with low formal education,Slovenia,2017,1.09
between 3 and 12 months ago,Individuals aged 55 to 74 with medium formal education,Slovenia,2017,1.98
in last 3 months,Individuals aged 16-24 with low education,Slovenia,2017,95.69
in last 3 months,Individuals aged 16-24 with medium formal education,Slovenia,2017,100.0
in last 3 months,Individuals aged 25 to 54 with high formal education,Slovenia,2017,99.12
in last 3 months,Individuals aged 25 to 54 with low formal education,Slovenia,2017,73.71
in last 3 months,Individuals aged 25 to 54 with medium formal education,Slovenia,2017,91.96
in last 3 months,Individuals aged 55 to 74 with high formal education,Slovenia,2017,88.52
in last 3 months,Individuals aged 55 to 74 with low formal education,Slovenia,2017,22.1
in last 3 months,Individuals aged 55 to 74 with medium formal education,Slovenia,2017,53.17
more than a year ago,Individuals aged 16-24 with low education,Slovenia,2017,1.79
more than a year ago,Individuals aged 16-24 with medium formal education,Slovenia,2017,0.0
more than a year ago,Individuals aged 25 to 54 with high formal education,Slovenia,2017,0.36
more than a year ago,Individuals aged 25 to 54 with low formal education,Slovenia,2017,2.91
more than a year ago,Individuals aged 25 to 54 with medium formal education,Slovenia,2017,1.21
more than a year ago,Individuals aged 55 to 74 with high formal education,Slovenia,2017,2.0
more than a year ago,Individuals aged 55 to 74 with low formal education,Slovenia,2017,5.02
more than a year ago,Individuals aged 55 to 74 with medium formal education,Slovenia,2017,4.91
Internet use: never,Individuals aged 16-24 with low education,Slovenia,2017,1.47
Internet use: never,Individuals aged 16-24 with medium formal education,Slovenia,2017,0.0
Internet use: never,Individuals aged 25 to 54 with high formal education,Slovenia,2017,0.29
Internet use: never,Individuals aged 25 to 54 with low formal education,Slovenia,2017,22.25
Internet use: never,Individuals aged 25 to 54 with medium formal education,Slovenia,2017,4.75
Internet use: never,Individuals aged 55 to 74 with high formal education,Slovenia,2017,9.47
Internet use: never,Individuals aged 55 to 74 with low formal education,Slovenia,2017,71.79
Internet use: never,Individuals aged 55 to 74 with medium formal education,Slovenia,2017,39.94
between 3 and 12 months ago,Individuals aged 16-24 with high formal education,Spain,2017,0.0
between 3 and 12 months ago,Individuals aged 16-24 with low education,Spain,2017,0.0
between 3 and 12 months ago,Individuals aged 16-24 with medium formal education,Spain,2017,0.0
between 3 and 12 months ago,Individuals aged 25 to 54 with high formal education,Spain,2017,0.04
between 3 and 12 months ago,Individuals aged 25 to 54 with low formal education,Spain,2017,0.9
between 3 and 12 months ago,Individuals aged 25 to 54 with medium formal education,Spain,2017,0.27
between 3 and 12 months ago,Individuals aged 55 to 74 with high formal education,Spain,2017,0.56
between 3 and 12 months ago,Individuals aged 55 to 74 with low formal education,Spain,2017,1.16
between 3 and 12 months ago,Individuals aged 55 to 74 with medium formal education,Spain,2017,0.85
in last 3 months,Individuals aged 16-24 with high formal education,Spain,2017,100.0
in last 3 months,Individuals aged 16-24 with low education,Spain,2017,96.64
in last 3 months,Individuals aged 16-24 with medium formal education,Spain,2017,98.52
in last 3 months,Individuals aged 25 to 54 with high formal education,Spain,2017,99.56
in last 3 months,Individuals aged 25 to 54 with low formal education,Spain,2017,84.25
in last 3 months,Individuals aged 25 to 54 with medium formal education,Spain,2017,97.59
in last 3 months,Individuals aged 55 to 74 with high formal education,Spain,2017,93.68
in last 3 months,Individuals aged 55 to 74 with low formal education,Spain,2017,42.03
in last 3 months,Individuals aged 55 to 74 with medium formal education,Spain,2017,83.98
more than a year ago,Individuals aged 16-24 with high formal education,Spain,2017,0.0
more than a year ago,Individuals aged 16-24 with low education,Spain,2017,0.06
more than a year ago,Individuals aged 16-24 with medium formal education,Spain,2017,0.0
more than a year ago,Individuals aged 25 to 54 with high formal education,Spain,2017,0.09
more than a year ago,Individuals aged 25 to 54 with low formal education,Spain,2017,1.95
more than a year ago,Individuals aged 25 to 54 with medium formal education,Spain,2017,0.11
more than a year ago,Individuals aged 55 to 74 with high formal education,Spain,2017,0.53
more than a year ago,Individuals aged 55 to 74 with low formal education,Spain,2017,1.69
more than a year ago,Individuals aged 55 to 74 with medium formal education,Spain,2017,2.34
Internet use: never,Individuals aged 16-24 with high formal education,Spain,2017,0.0
Internet use: never,Individuals aged 16-24 with low education,Spain,2017,3.3
Internet use: never,Individuals aged 16-24 with medium formal education,Spain,2017,1.48
Internet use: never,Individuals aged 25 to 54 with high formal education,Spain,2017,0.31
Internet use: never,Individuals aged 25 to 54 with low formal education,Spain,2017,12.89
Internet use: never,Individuals aged 25 to 54 with medium formal education,Spain,2017,2.04
Internet use: never,Individuals aged 55 to 74 with high formal education,Spain,2017,5.23
Internet use: never,Individuals aged 55 to 74 with low formal education,Spain,2017,55.11
Internet use: never,Individuals aged 55 to 74 with medium formal education,Spain,2017,12.83
between 3 and 12 months ago,Individuals aged 16-24 with low education,Sweden,2017,0.0
between 3 and 12 months ago,Individuals aged 16-24 with medium formal education,Sweden,2017,0.0
between 3 and 12 months ago,Individuals aged 25 to 54 with high formal education,Sweden,2017,0.0
between 3 and 12 months ago,Individuals aged 25 to 54 with low formal education,Sweden,2017,4.64
between 3 and 12 months ago,Individuals aged 25 to 54 with medium formal education,Sweden,2017,0.0
between 3 and 12 months ago,Individuals aged 55 to 74 with high formal education,Sweden,2017,0.0
between 3 and 12 months ago,Individuals aged 55 to 74 with low formal education,Sweden,2017,0.0
between 3 and 12 months ago,Individuals aged 55 to 74 with medium formal education,Sweden,2017,0.72
in last 3 months,Individuals aged 16-24 with low education,Sweden,2017,98.32
in last 3 months,Individuals aged 16-24 with medium formal education,Sweden,2017,100.0
in last 3 months,Individuals aged 25 to 54 with high formal education,Sweden,2017,100.0
in last 3 months,Individuals aged 25 to 54 with low formal education,Sweden,2017,92.9
in last 3 months,Individuals aged 25 to 54 with medium formal education,Sweden,2017,98.88
in last 3 months,Individuals aged 55 to 74 with high formal education,Sweden,2017,97.01
in last 3 months,Individuals aged 55 to 74 with low formal education,Sweden,2017,83.66
in last 3 months,Individuals aged 55 to 74 with medium formal education,Sweden,2017,91.42
more than a year ago,Individuals aged 16-24 with low education,Sweden,2017,0.0
more than a year ago,Individuals aged 16-24 with medium formal education,Sweden,2017,0.0
more than a year ago,Individuals aged 25 to 54 with high formal education,Sweden,2017,0.0
more than a year ago,Individuals aged 25 to 54 with low formal education,Sweden,2017,0.0
more than a year ago,Individuals aged 25 to 54 with medium formal education,Sweden,2017,1.12
more than a year ago,Individuals aged 55 to 74 with high formal education,Sweden,2017,0.59
more than a year ago,Individuals aged 55 to 74 with low formal education,Sweden,2017,2.85
more than a year ago,Individuals aged 55 to 74 with medium formal education,Sweden,2017,2.19
Internet use: never,Individuals aged 16-24 with low education,Sweden,2017,1.68
Internet use: never,Individuals aged 16-24 with medium formal education,Sweden,2017,0.0
Internet use: never,Individuals aged 25 to 54 with high formal education,Sweden,2017,0.0
Internet use: never,Individuals aged 25 to 54 with low formal education,Sweden,2017,2.46
Internet use: never,Individuals aged 25 to 54 with medium formal education,Sweden,2017,0.0
Internet use: never,Individuals aged 55 to 74 with high formal education,Sweden,2017,1.97
Internet use: never,Individuals aged 55 to 74 with low formal education,Sweden,2017,12.41
Internet use: never,Individuals aged 55 to 74 with medium formal education,Sweden,2017,5.66
between 3 and 12 months ago,Individuals aged 16-24 with high formal education,United Kingdom,2017,0.0
between 3 and 12 months ago,Individuals aged 16-24 with medium formal education,United Kingdom,2017,0.0
between 3 and 12 months ago,Individuals aged 25 to 54 with high formal education,United Kingdom,2017,0.0
between 3 and 12 months ago,Individuals aged 25 to 54 with low formal education,United Kingdom,2017,2.25
between 3 and 12 months ago,Individuals aged 25 to 54 with medium formal education,United Kingdom,2017,0.0
between 3 and 12 months ago,Individuals aged 55 to 74 with high formal education,United Kingdom,2017,0.59
between 3 and 12 months ago,Individuals aged 55 to 74 with low formal education,United Kingdom,2017,3.21
between 3 and 12 months ago,Individuals aged 55 to 74 with medium formal education,United Kingdom,2017,0.67
in last 3 months,Individuals aged 16-24 with high formal education,United Kingdom,2017,100.0
in last 3 months,Individuals aged 16-24 with medium formal education,United Kingdom,2017,99.44
in last 3 months,Individuals aged 25 to 54 with high formal education,United Kingdom,2017,99.18
in last 3 months,Individuals aged 25 to 54 with low formal education,United Kingdom,2017,90.02
in last 3 months,Individuals aged 25 to 54 with medium formal education,United Kingdom,2017,98.19
in last 3 months,Individuals aged 55 to 74 with high formal education,United Kingdom,2017,97.52
in last 3 months,Individuals aged 55 to 74 with low formal education,United Kingdom,2017,60.66
in last 3 months,Individuals aged 55 to 74 with medium formal education,United Kingdom,2017,89.64
more than a year ago,Individuals aged 16-24 with high formal education,United Kingdom,2017,0.0
more than a year ago,Individuals aged 16-24 with medium formal education,United Kingdom,2017,0.0
more than a year ago,Individuals aged 25 to 54 with high formal education,United Kingdom,2017,0.26
more than a year ago,Individuals aged 25 to 54 with low formal education,United Kingdom,2017,2.74
more than a year ago,Individuals aged 25 to 54 with medium formal education,United Kingdom,2017,1.05
more than a year ago,Individuals aged 55 to 74 with high formal education,United Kingdom,2017,0.87
more than a year ago,Individuals aged 55 to 74 with low formal education,United Kingdom,2017,4.26
more than a year ago,Individuals aged 55 to 74 with medium formal education,United Kingdom,2017,1.56
Internet use: never,Individuals aged 16-24 with high formal education,United Kingdom,2017,0.0
Internet use: never,Individuals aged 16-24 with medium formal education,United Kingdom,2017,0.56
Internet use: never,Individuals aged 25 to 54 with high formal education,United Kingdom,2017,0.56
Internet use: never,Individuals aged 25 to 54 with low formal education,United Kingdom,2017,4.99
Internet use: never,Individuals aged 25 to 54 with medium formal education,United Kingdom,2017,0.76
Internet use: never,Individuals aged 55 to 74 with high formal education,United Kingdom,2017,1.01
Internet use: never,Individuals aged 55 to 74 with low formal education,United Kingdom,2017,31.87
Internet use: never,Individuals aged 55 to 74 with medium formal education,United Kingdom,2017,8.12
between 3 and 12 months ago,Individuals aged 16-24 with high formal education,Austria,2018,0.0
between 3 and 12 months ago,Individuals aged 16-24 with low education,Austria,2018,0.0
between 3 and 12 months ago,Individuals aged 16-24 with medium formal education,Austria,2018,0.0
between 3 and 12 months ago,Individuals aged 25 to 54 with high formal education,Austria,2018,0.0
between 3 and 12 months ago,Individuals aged 25 to 54 with low formal education,Austria,2018,0.37
between 3 and 12 months ago,Individuals aged 25 to 54 with medium formal education,Austria,2018,0.37
between 3 and 12 months ago,Individuals aged 55 to 74 with high formal education,Austria,2018,0.54
between 3 and 12 months ago,Individuals aged 55 to 74 with low formal education,Austria,2018,0.66
between 3 and 12 months ago,Individuals aged 55 to 74 with medium formal education,Austria,2018,0.81
in last 3 months,Individuals aged 16-24 with high formal education,Austria,2018,100.0
in last 3 months,Individuals aged 16-24 with low education,Austria,2018,98.33
in last 3 months,Individuals aged 16-24 with medium formal education,Austria,2018,99.12
in last 3 months,Individuals aged 25 to 54 with high formal education,Austria,2018,98.84
in last 3 months,Individuals aged 25 to 54 with low formal education,Austria,2018,92.06
in last 3 months,Individuals aged 25 to 54 with medium formal education,Austria,2018,93.51
in last 3 months,Individuals aged 55 to 74 with high formal education,Austria,2018,86.69
in last 3 months,Individuals aged 55 to 74 with low formal education,Austria,2018,39.97
in last 3 months,Individuals aged 55 to 74 with medium formal education,Austria,2018,69.02
more than a year ago,Individuals aged 16-24 with high formal education,Austria,2018,0.0
more than a year ago,Individuals aged 16-24 with low education,Austria,2018,1.67
more than a year ago,Individuals aged 16-24 with medium formal education,Austria,2018,0.88
more than a year ago,Individuals aged 25 to 54 with high formal education,Austria,2018,0.34
more than a year ago,Individuals aged 25 to 54 with low formal education,Austria,2018,1.22
more than a year ago,Individuals aged 25 to 54 with medium formal education,Austria,2018,1.88
more than a year ago,Individuals aged 55 to 74 with high formal education,Austria,2018,2.82
more than a year ago,Individuals aged 55 to 74 with low formal education,Austria,2018,7.12
more than a year ago,Individuals aged 55 to 74 with medium formal education,Austria,2018,5.02
Internet use: never,Individuals aged 16-24 with high formal education,Austria,2018,0.0
Internet use: never,Individuals aged 16-24 with low education,Austria,2018,0.0
Internet use: never,Individuals aged 16-24 with medium formal education,Austria,2018,0.0
Internet use: never,Individuals aged 25 to 54 with high formal education,Austria,2018,0.82
Internet use: never,Individuals aged 25 to 54 with low formal education,Austria,2018,6.36
Internet use: never,Individuals aged 25 to 54 with medium formal education,Austria,2018,4.24
Internet use: never,Individuals aged 55 to 74 with high formal education,Austria,2018,9.95
Internet use: never,Individuals aged 55 to 74 with low formal education,Austria,2018,52.25
Internet use: never,Individuals aged 55 to 74 with medium formal education,Austria,2018,25.15
between 3 and 12 months ago,Individuals aged 16-24 with high formal education,Belgium,2018,0.0
between 3 and 12 months ago,Individuals aged 16-24 with low education,Belgium,2018,0.0
between 3 and 12 months ago,Individuals aged 16-24 with medium formal education,Belgium,2018,0.0
between 3 and 12 months ago,Individuals aged 25 to 54 with high formal education,Belgium,2018,0.28
between 3 and 12 months ago,Individuals aged 25 to 54 with low formal education,Belgium,2018,4.05
between 3 and 12 months ago,Individuals aged 25 to 54 with medium formal education,Belgium,2018,0.9
between 3 and 12 months ago,Individuals aged 55 to 74 with high formal education,Belgium,2018,0.91
between 3 and 12 months ago,Individuals aged 55 to 74 with low formal education,Belgium,2018,3.69
between 3 and 12 months ago,Individuals aged 55 to 74 with medium formal education,Belgium,2018,0.67
in last 3 months,Individuals aged 16-24 with high formal education,Belgium,2018,100.0
in last 3 months,Individuals aged 16-24 with low education,Belgium,2018,96.56
in last 3 months,Individuals aged 16-24 with medium formal education,Belgium,2018,99.38
in last 3 months,Individuals aged 25 to 54 with high formal education,Belgium,2018,99.19
in last 3 months,Individuals aged 25 to 54 with low formal education,Belgium,2018,81.23
in last 3 months,Individuals aged 25 to 54 with medium formal education,Belgium,2018,94.92
in last 3 months,Individuals aged 55 to 74 with high formal education,Belgium,2018,94.7
in last 3 months,Individuals aged 55 to 74 with low formal education,Belgium,2018,56.63
in last 3 months,Individuals aged 55 to 74 with medium formal education,Belgium,2018,81.51
more than a year ago,Individuals aged 16-24 with high formal education,Belgium,2018,0.0
more than a year ago,Individuals aged 16-24 with low education,Belgium,2018,0.34
more than a year ago,Individuals aged 16-24 with medium formal education,Belgium,2018,0.24
more than a year ago,Individuals aged 25 to 54 with high formal education,Belgium,2018,0.4
more than a year ago,Individuals aged 25 to 54 with low formal education,Belgium,2018,2.32
more than a year ago,Individuals aged 25 to 54 with medium formal education,Belgium,2018,1.02
more than a year ago,Individuals aged 55 to 74 with high formal education,Belgium,2018,0.51
more than a year ago,Individuals aged 55 to 74 with low formal education,Belgium,2018,3.13
more than a year ago,Individuals aged 55 to 74 with medium formal education,Belgium,2018,3.27
Internet use: never,Individuals aged 16-24 with high formal education,Belgium,2018,0.0
Internet use: never,Individuals aged 16-24 with low education,Belgium,2018,3.11
Internet use: never,Individuals aged 16-24 with medium formal education,Belgium,2018,0.39
Internet use: never,Individuals aged 25 to 54 with high formal education,Belgium,2018,0.13
Internet use: never,Individuals aged 25 to 54 with low formal education,Belgium,2018,12.14
Internet use: never,Individuals aged 25 to 54 with medium formal education,Belgium,2018,3.06
Internet use: never,Individuals aged 55 to 74 with high formal education,Belgium,2018,3.78
Internet use: never,Individuals aged 55 to 74 with low formal education,Belgium,2018,36.33
Internet use: never,Individuals aged 55 to 74 with medium formal education,Belgium,2018,14.56
between 3 and 12 months ago,Individuals aged 16-24 with high formal education,Bulgaria,2018,0.0
between 3 and 12 months ago,Individuals aged 16-24 with low education,Bulgaria,2018,1.21
between 3 and 12 months ago,Individuals aged 16-24 with medium formal education,Bulgaria,2018,0.31
between 3 and 12 months ago,Individuals aged 25 to 54 with high formal education,Bulgaria,2018,0.81
between 3 and 12 months ago,Individuals aged 25 to 54 with low formal education,Bulgaria,2018,2.53
between 3 and 12 months ago,Individuals aged 25 to 54 with medium formal education,Bulgaria,2018,4.62
between 3 and 12 months ago,Individuals aged 55 to 74 with high formal education,Bulgaria,2018,3.06
between 3 and 12 months ago,Individuals aged 55 to 74 with low formal education,Bulgaria,2018,0.84
between 3 and 12 months ago,Individuals aged 55 to 74 with medium formal education,Bulgaria,2018,2.77
in last 3 months,Individuals aged 16-24 with high formal education,Bulgaria,2018,100.0
in last 3 months,Individuals aged 16-24 with low education,Bulgaria,2018,84.56
in last 3 months,Individuals aged 16-24 with medium formal education,Bulgaria,2018,98.75
in last 3 months,Individuals aged 25 to 54 with high formal education,Bulgaria,2018,97.94
in last 3 months,Individuals aged 25 to 54 with low formal education,Bulgaria,2018,40.82
in last 3 months,Individuals aged 25 to 54 with medium formal education,Bulgaria,2018,82.23
in last 3 months,Individuals aged 55 to 74 with high formal education,Bulgaria,2018,69.51
in last 3 months,Individuals aged 55 to 74 with low formal education,Bulgaria,2018,8.51
in last 3 months,Individuals aged 55 to 74 with medium formal education,Bulgaria,2018,33.28
more than a year ago,Individuals aged 16-24 with high formal education,Bulgaria,2018,0.0
more than a year ago,Individuals aged 16-24 with low education,Bulgaria,2018,1.63
more than a year ago,Individuals aged 16-24 with medium formal education,Bulgaria,2018,0.38
more than a year ago,Individuals aged 25 to 54 with high formal education,Bulgaria,2018,0.96
more than a year ago,Individuals aged 25 to 54 with low formal education,Bulgaria,2018,8.1
more than a year ago,Individuals aged 25 to 54 with medium formal education,Bulgaria,2018,4.59
more than a year ago,Individuals aged 55 to 74 with high formal education,Bulgaria,2018,11.4
more than a year ago,Individuals aged 55 to 74 with low formal education,Bulgaria,2018,3.37
more than a year ago,Individuals aged 55 to 74 with medium formal education,Bulgaria,2018,12.55
Internet use: never,Individuals aged 16-24 with high formal education,Bulgaria,2018,0.0
Internet use: never,Individuals aged 16-24 with low education,Bulgaria,2018,12.6
Internet use: never,Individuals aged 16-24 with medium formal education,Bulgaria,2018,0.56
Internet use: never,Individuals aged 25 to 54 with high formal education,Bulgaria,2018,0.28
Internet use: never,Individuals aged 25 to 54 with low formal education,Bulgaria,2018,48.55
Internet use: never,Individuals aged 25 to 54 with medium formal education,Bulgaria,2018,8.56
Internet use: never,Individuals aged 55 to 74 with high formal education,Bulgaria,2018,16.03
Internet use: never,Individuals aged 55 to 74 with low formal education,Bulgaria,2018,87.27
Internet use: never,Individuals aged 55 to 74 with medium formal education,Bulgaria,2018,51.4
between 3 and 12 months ago,Individuals aged 16-24 with low education,Croatia,2018,0.0
between 3 and 12 months ago,Individuals aged 16-24 with medium formal education,Croatia,2018,0.0
between 3 and 12 months ago,Individuals aged 25 to 54 with high formal education,Croatia,2018,0.25
between 3 and 12 months ago,Individuals aged 25 to 54 with low formal education,Croatia,2018,0.27
between 3 and 12 months ago,Individuals aged 25 to 54 with medium formal education,Croatia,2018,0.28
between 3 and 12 months ago,Individuals aged 55 to 74 with high formal education,Croatia,2018,0.25
between 3 and 12 months ago,Individuals aged 55 to 74 with low formal education,Croatia,2018,0.08
between 3 and 12 months ago,Individuals aged 55 to 74 with medium formal education,Croatia,2018,0.63
in last 3 months,Individuals aged 16-24 with low education,Croatia,2018,100.0
in last 3 months,Individuals aged 16-24 with medium formal education,Croatia,2018,99.72
in last 3 months,Individuals aged 25 to 54 with high formal education,Croatia,2018,99.05
in last 3 months,Individuals aged 25 to 54 with low formal education,Croatia,2018,45.47
in last 3 months,Individuals aged 25 to 54 with medium formal education,Croatia,2018,95.29
in last 3 months,Individuals aged 55 to 74 with high formal education,Croatia,2018,77.52
in last 3 months,Individuals aged 55 to 74 with low formal education,Croatia,2018,18.48
in last 3 months,Individuals aged 55 to 74 with medium formal education,Croatia,2018,57.28
more than a year ago,Individuals aged 16-24 with low education,Croatia,2018,0.0
more than a year ago,Individuals aged 16-24 with medium formal education,Croatia,2018,0.0
more than a year ago,Individuals aged 25 to 54 with high formal education,Croatia,2018,0.11
more than a year ago,Individuals aged 25 to 54 with low formal education,Croatia,2018,5.76
more than a year ago,Individuals aged 25 to 54 with medium formal education,Croatia,2018,1.1
more than a year ago,Individuals aged 55 to 74 with high formal education,Croatia,2018,4.71
more than a year ago,Individuals aged 55 to 74 with low formal education,Croatia,2018,6.68
more than a year ago,Individuals aged 55 to 74 with medium formal education,Croatia,2018,6.7
Internet use: never,Individuals aged 16-24 with low education,Croatia,2018,0.0
Internet use: never,Individuals aged 16-24 with medium formal education,Croatia,2018,0.28
Internet use: never,Individuals aged 25 to 54 with high formal education,Croatia,2018,0.59
Internet use: never,Individuals aged 25 to 54 with low formal education,Croatia,2018,48.49
Internet use: never,Individuals aged 25 to 54 with medium formal education,Croatia,2018,3.33
Internet use: never,Individuals aged 55 to 74 with high formal education,Croatia,2018,17.52
Internet use: never,Individuals aged 55 to 74 with low formal education,Croatia,2018,74.76
Internet use: never,Individuals aged 55 to 74 with medium formal education,Croatia,2018,35.4
between 3 and 12 months ago,Individuals aged 16-24 with high formal education,Cyprus,2018,0.0
between 3 and 12 months ago,Individuals aged 16-24 with low education,Cyprus,2018,0.0
between 3 and 12 months ago,Individuals aged 16-24 with medium formal education,Cyprus,2018,0.0
between 3 and 12 months ago,Individuals aged 25 to 54 with high formal education,Cyprus,2018,0.09
between 3 and 12 months ago,Individuals aged 25 to 54 with low formal education,Cyprus,2018,0.86
between 3 and 12 months ago,Individuals aged 25 to 54 with medium formal education,Cyprus,2018,0.22
between 3 and 12 months ago,Individuals aged 55 to 74 with high formal education,Cyprus,2018,0.0
between 3 and 12 months ago,Individuals aged 55 to 74 with low formal education,Cyprus,2018,0.0
between 3 and 12 months ago,Individuals aged 55 to 74 with medium formal education,Cyprus,2018,1.33
in last 3 months,Individuals aged 16-24 with high formal education,Cyprus,2018,100.0
in last 3 months,Individuals aged 16-24 with low education,Cyprus,2018,99.15
in last 3 months,Individuals aged 16-24 with medium formal education,Cyprus,2018,99.15
in last 3 months,Individuals aged 25 to 54 with high formal education,Cyprus,2018,99.26
in last 3 months,Individuals aged 25 to 54 with low formal education,Cyprus,2018,74.35
in last 3 months,Individuals aged 25 to 54 with medium formal education,Cyprus,2018,94.4
in last 3 months,Individuals aged 55 to 74 with high formal education,Cyprus,2018,87.36
in last 3 months,Individuals aged 55 to 74 with low formal education,Cyprus,2018,27.51
in last 3 months,Individuals aged 55 to 74 with medium formal education,Cyprus,2018,66.76
more than a year ago,Individuals aged 16-24 with high formal education,Cyprus,2018,0.0
more than a year ago,Individuals aged 16-24 with low education,Cyprus,2018,0.0
more than a year ago,Individuals aged 16-24 with medium formal education,Cyprus,2018,0.0
more than a year ago,Individuals aged 25 to 54 with high formal education,Cyprus,2018,0.28
more than a year ago,Individuals aged 25 to 54 with low formal education,Cyprus,2018,0.87
more than a year ago,Individuals aged 25 to 54 with medium formal education,Cyprus,2018,0.19
more than a year ago,Individuals aged 55 to 74 with high formal education,Cyprus,2018,2.26
more than a year ago,Individuals aged 55 to 74 with low formal education,Cyprus,2018,1.13
more than a year ago,Individuals aged 55 to 74 with medium formal education,Cyprus,2018,1.58
Internet use: never,Individuals aged 16-24 with high formal education,Cyprus,2018,0.0
Internet use: never,Individuals aged 16-24 with low education,Cyprus,2018,0.85
Internet use: never,Individuals aged 16-24 with medium formal education,Cyprus,2018,0.85
Internet use: never,Individuals aged 25 to 54 with high formal education,Cyprus,2018,0.37
Internet use: never,Individuals aged 25 to 54 with low formal education,Cyprus,2018,23.92
Internet use: never,Individuals aged 25 to 54 with medium formal education,Cyprus,2018,5.19
Internet use: never,Individuals aged 55 to 74 with high formal education,Cyprus,2018,10.39
Internet use: never,Individuals aged 55 to 74 with low formal education,Cyprus,2018,71.36
