time_period,geo,indic_is,ind_type,obs_value
2015,Latvia,Individuals with basic overall digital skills,"Individuals, 55 to 64 years old",19.13
2015,Latvia,Individuals with basic overall digital skills,"Individuals, 55 to 74 years old",14.65
2015,Latvia,Individuals with basic overall digital skills,"Individuals, 65 to 74 years old",9.03
2015,Latvia,Individuals with basic or above basic overall digital skills,All individuals,49.2
2015,Latvia,Individuals with basic or above basic overall digital skills,"Individuals, 15 years old or less",89.67
2015,Latvia,Individuals with basic or above basic overall digital skills,"Individuals, 16 to 19 years old",93.33
2015,Latvia,Individuals with basic or above basic overall digital skills,"Individuals, 16 to 24 years old",83.94
2015,Latvia,Individuals with basic or above basic overall digital skills,"Individuals, 16 to 29 years old",80.77
2015,Latvia,Individuals with basic or above basic overall digital skills,"Individuals, 20 to 24 years old",78.95
2015,Latvia,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 29 years old",76.57
2015,Latvia,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 34 years old",74.01
2015,Latvia,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 54 years old",58.68
2015,Latvia,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 64 years old",51.12
2015,Latvia,Individuals with basic or above basic overall digital skills,"Individuals, 35 to 44 years old",58.27
2015,Latvia,Individuals with basic or above basic overall digital skills,"Individuals, 45 to 54 years old",44.8
2015,Latvia,Individuals with basic or above basic overall digital skills,"Individuals, 55 to 64 years old",28.12
2015,Latvia,Individuals with basic or above basic overall digital skills,"Individuals, 55 to 74 years old",20.84
2015,Latvia,Individuals with basic or above basic overall digital skills,"Individuals, 65 to 74 years old",11.71
2015,Latvia,Individuals with low overall digital skills,All individuals,29.48
2015,Latvia,Individuals with low overall digital skills,"Individuals, 15 years old or less",7.28
2015,Latvia,Individuals with low overall digital skills,"Individuals, 16 to 19 years old",4.33
2015,Latvia,Individuals with low overall digital skills,"Individuals, 16 to 24 years old",14.14
2015,Latvia,Individuals with low overall digital skills,"Individuals, 16 to 29 years old",17.32
2015,Latvia,Individuals with low overall digital skills,"Individuals, 20 to 24 years old",19.36
2015,Latvia,Individuals with low overall digital skills,"Individuals, 25 to 29 years old",21.52
2015,Latvia,Individuals with low overall digital skills,"Individuals, 25 to 34 years old",24.14
2015,Latvia,Individuals with low overall digital skills,"Individuals, 25 to 54 years old",31.8
2015,Latvia,Individuals with low overall digital skills,"Individuals, 25 to 64 years old",33.02
2015,Latvia,Individuals with low overall digital skills,"Individuals, 35 to 44 years old",33.45
2015,Latvia,Individuals with low overall digital skills,"Individuals, 45 to 54 years old",37.39
2015,Latvia,Individuals with low overall digital skills,"Individuals, 55 to 64 years old",36.72
2015,Latvia,Individuals with low overall digital skills,"Individuals, 55 to 74 years old",30.96
2015,Latvia,Individuals with low overall digital skills,"Individuals, 65 to 74 years old",23.72
2015,Latvia,Individuals with no overall digital skills,All individuals,0.53
2015,Latvia,Individuals with no overall digital skills,"Individuals, 15 years old or less",0.0
2015,Latvia,Individuals with no overall digital skills,"Individuals, 16 to 19 years old",0.0
2015,Latvia,Individuals with no overall digital skills,"Individuals, 16 to 24 years old",0.0
2015,Latvia,Individuals with no overall digital skills,"Individuals, 16 to 29 years old",0.0
2015,Latvia,Individuals with no overall digital skills,"Individuals, 20 to 24 years old",0.0
2015,Latvia,Individuals with no overall digital skills,"Individuals, 25 to 29 years old",0.0
2015,Latvia,Individuals with no overall digital skills,"Individuals, 25 to 34 years old",0.0
2015,Latvia,Individuals with no overall digital skills,"Individuals, 25 to 54 years old",0.48
2015,Latvia,Individuals with no overall digital skills,"Individuals, 25 to 64 years old",0.53
2015,Latvia,Individuals with no overall digital skills,"Individuals, 35 to 44 years old",0.47
2015,Latvia,Individuals with no overall digital skills,"Individuals, 45 to 54 years old",0.95
2015,Latvia,Individuals with no overall digital skills,"Individuals, 55 to 64 years old",0.67
2015,Latvia,Individuals with no overall digital skills,"Individuals, 55 to 74 years old",0.79
2015,Latvia,Individuals with no overall digital skills,"Individuals, 65 to 74 years old",0.93
2015,Lithuania,Individuals with above basic overall digital skills,All individuals,30.29
2015,Lithuania,Individuals with above basic overall digital skills,"Individuals, 16 to 19 years old",70.93
2015,Lithuania,Individuals with above basic overall digital skills,"Individuals, 16 to 24 years old",65.92
2015,Lithuania,Individuals with above basic overall digital skills,"Individuals, 16 to 29 years old",60.36
2015,Lithuania,Individuals with above basic overall digital skills,"Individuals, 20 to 24 years old",62.57
2015,Lithuania,Individuals with above basic overall digital skills,"Individuals, 25 to 29 years old",50.54
2015,Lithuania,Individuals with above basic overall digital skills,"Individuals, 25 to 34 years old",49.35
2015,Lithuania,Individuals with above basic overall digital skills,"Individuals, 25 to 54 years old",32.94
2015,Lithuania,Individuals with above basic overall digital skills,"Individuals, 25 to 64 years old",27.9
2015,Lithuania,Individuals with above basic overall digital skills,"Individuals, 35 to 44 years old",31.89
2015,Lithuania,Individuals with above basic overall digital skills,"Individuals, 45 to 54 years old",19.89
2015,Lithuania,Individuals with above basic overall digital skills,"Individuals, 55 to 64 years old",10.79
2015,Lithuania,Individuals with above basic overall digital skills,"Individuals, 55 to 74 years old",6.75
2015,Lithuania,Individuals with above basic overall digital skills,"Individuals, 65 to 74 years old",2.11
2015,Lithuania,Individuals with basic overall digital skills,All individuals,20.95
2015,Lithuania,Individuals with basic overall digital skills,"Individuals, 16 to 19 years old",22.65
2015,Lithuania,Individuals with basic overall digital skills,"Individuals, 16 to 24 years old",22.02
2015,Lithuania,Individuals with basic overall digital skills,"Individuals, 16 to 29 years old",25.0
2015,Lithuania,Individuals with basic overall digital skills,"Individuals, 20 to 24 years old",21.59
2015,Lithuania,Individuals with basic overall digital skills,"Individuals, 25 to 29 years old",30.27
2015,Lithuania,Individuals with basic overall digital skills,"Individuals, 25 to 34 years old",30.05
2015,Lithuania,Individuals with basic overall digital skills,"Individuals, 25 to 54 years old",25.75
2015,Lithuania,Individuals with basic overall digital skills,"Individuals, 25 to 64 years old",23.78
2015,Lithuania,Individuals with basic overall digital skills,"Individuals, 35 to 44 years old",26.83
2015,Lithuania,Individuals with basic overall digital skills,"Individuals, 45 to 54 years old",21.15
2015,Lithuania,Individuals with basic overall digital skills,"Individuals, 55 to 64 years old",17.08
2015,Lithuania,Individuals with basic overall digital skills,"Individuals, 55 to 74 years old",11.68
2015,Lithuania,Individuals with basic overall digital skills,"Individuals, 65 to 74 years old",5.48
2015,Lithuania,Individuals with basic or above basic overall digital skills,All individuals,51.24
2015,Lithuania,Individuals with basic or above basic overall digital skills,"Individuals, 16 to 19 years old",93.59
2015,Lithuania,Individuals with basic or above basic overall digital skills,"Individuals, 16 to 24 years old",87.93
2015,Lithuania,Individuals with basic or above basic overall digital skills,"Individuals, 16 to 29 years old",85.36
2015,Lithuania,Individuals with basic or above basic overall digital skills,"Individuals, 20 to 24 years old",84.16
2015,Lithuania,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 29 years old",80.81
2015,Lithuania,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 34 years old",79.4
2015,Lithuania,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 54 years old",58.69
2015,Lithuania,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 64 years old",51.68
2015,Lithuania,Individuals with basic or above basic overall digital skills,"Individuals, 35 to 44 years old",58.72
2015,Lithuania,Individuals with basic or above basic overall digital skills,"Individuals, 45 to 54 years old",41.04
2015,Lithuania,Individuals with basic or above basic overall digital skills,"Individuals, 55 to 64 years old",27.87
2015,Lithuania,Individuals with basic or above basic overall digital skills,"Individuals, 55 to 74 years old",18.43
2015,Lithuania,Individuals with basic or above basic overall digital skills,"Individuals, 65 to 74 years old",7.59
2015,Lithuania,Individuals with low overall digital skills,All individuals,19.5
2015,Lithuania,Individuals with low overall digital skills,"Individuals, 16 to 19 years old",5.32
2015,Lithuania,Individuals with low overall digital skills,"Individuals, 16 to 24 years old",8.99
2015,Lithuania,Individuals with low overall digital skills,"Individuals, 16 to 29 years old",10.56
2015,Lithuania,Individuals with low overall digital skills,"Individuals, 20 to 24 years old",11.44
2015,Lithuania,Individuals with low overall digital skills,"Individuals, 25 to 29 years old",13.33
2015,Lithuania,Individuals with low overall digital skills,"Individuals, 25 to 34 years old",14.74
2015,Lithuania,Individuals with low overall digital skills,"Individuals, 25 to 54 years old",22.67
2015,Lithuania,Individuals with low overall digital skills,"Individuals, 25 to 64 years old",22.99
2015,Lithuania,Individuals with low overall digital skills,"Individuals, 35 to 44 years old",24.27
2015,Lithuania,Individuals with low overall digital skills,"Individuals, 45 to 54 years old",28.03
2015,Lithuania,Individuals with low overall digital skills,"Individuals, 55 to 64 years old",24.08
2015,Lithuania,Individuals with low overall digital skills,"Individuals, 55 to 74 years old",19.29
2015,Lithuania,Individuals with low overall digital skills,"Individuals, 65 to 74 years old",13.79
2015,Lithuania,Individuals with no overall digital skills,All individuals,0.64
2015,Lithuania,Individuals with no overall digital skills,"Individuals, 16 to 19 years old",0.0
2015,Lithuania,Individuals with no overall digital skills,"Individuals, 16 to 24 years old",0.12
2015,Lithuania,Individuals with no overall digital skills,"Individuals, 16 to 29 years old",0.07
2015,Lithuania,Individuals with no overall digital skills,"Individuals, 20 to 24 years old",0.19
2015,Lithuania,Individuals with no overall digital skills,"Individuals, 25 to 29 years old",0.0
2015,Lithuania,Individuals with no overall digital skills,"Individuals, 25 to 34 years old",0.36
2015,Lithuania,Individuals with no overall digital skills,"Individuals, 25 to 54 years old",0.75
2015,Lithuania,Individuals with no overall digital skills,"Individuals, 25 to 64 years old",0.77
2015,Lithuania,Individuals with no overall digital skills,"Individuals, 35 to 44 years old",0.39
2015,Lithuania,Individuals with no overall digital skills,"Individuals, 45 to 54 years old",1.4
2015,Lithuania,Individuals with no overall digital skills,"Individuals, 55 to 64 years old",0.86
2015,Lithuania,Individuals with no overall digital skills,"Individuals, 55 to 74 years old",0.71
2015,Lithuania,Individuals with no overall digital skills,"Individuals, 65 to 74 years old",0.54
2015,Luxembourg,Individuals with above basic overall digital skills,All individuals,55.89
2015,Luxembourg,Individuals with above basic overall digital skills,"Individuals, 16 to 19 years old",71.41
2015,Luxembourg,Individuals with above basic overall digital skills,"Individuals, 16 to 24 years old",68.85
2015,Luxembourg,Individuals with above basic overall digital skills,"Individuals, 16 to 29 years old",69.49
2015,Luxembourg,Individuals with above basic overall digital skills,"Individuals, 20 to 24 years old",65.63
2015,Luxembourg,Individuals with above basic overall digital skills,"Individuals, 25 to 29 years old",71.52
2015,Luxembourg,Individuals with above basic overall digital skills,"Individuals, 25 to 34 years old",66.55
2015,Luxembourg,Individuals with above basic overall digital skills,"Individuals, 25 to 54 years old",57.96
2015,Luxembourg,Individuals with above basic overall digital skills,"Individuals, 25 to 64 years old",54.27
2015,Luxembourg,Individuals with above basic overall digital skills,"Individuals, 35 to 44 years old",56.72
2015,Luxembourg,Individuals with above basic overall digital skills,"Individuals, 45 to 54 years old",48.17
2015,Luxembourg,Individuals with above basic overall digital skills,"Individuals, 55 to 64 years old",30.08
2015,Luxembourg,Individuals with above basic overall digital skills,"Individuals, 55 to 74 years old",24.66
2015,Luxembourg,Individuals with above basic overall digital skills,"Individuals, 65 to 74 years old",20.59
2015,Luxembourg,Individuals with basic overall digital skills,All individuals,30.32
2015,Luxembourg,Individuals with basic overall digital skills,"Individuals, 16 to 19 years old",24.49
2015,Luxembourg,Individuals with basic overall digital skills,"Individuals, 16 to 24 years old",25.08
2015,Luxembourg,Individuals with basic overall digital skills,"Individuals, 16 to 29 years old",24.74
2015,Luxembourg,Individuals with basic overall digital skills,"Individuals, 20 to 24 years old",25.81
2015,Luxembourg,Individuals with basic overall digital skills,"Individuals, 25 to 29 years old",23.67
2015,Luxembourg,Individuals with basic overall digital skills,"Individuals, 25 to 34 years old",28.34
2015,Luxembourg,Individuals with basic overall digital skills,"Individuals, 25 to 54 years old",29.16
2015,Luxembourg,Individuals with basic overall digital skills,"Individuals, 25 to 64 years old",31.88
2015,Luxembourg,Individuals with basic overall digital skills,"Individuals, 35 to 44 years old",24.17
2015,Luxembourg,Individuals with basic overall digital skills,"Individuals, 45 to 54 years old",33.82
2015,Luxembourg,Individuals with basic overall digital skills,"Individuals, 55 to 64 years old",49.74
2015,Luxembourg,Individuals with basic overall digital skills,"Individuals, 55 to 74 years old",43.86
2015,Luxembourg,Individuals with basic overall digital skills,"Individuals, 65 to 74 years old",39.46
2015,Luxembourg,Individuals with basic or above basic overall digital skills,All individuals,86.21
2015,Luxembourg,Individuals with basic or above basic overall digital skills,"Individuals, 16 to 19 years old",95.9
2015,Luxembourg,Individuals with basic or above basic overall digital skills,"Individuals, 16 to 24 years old",93.92
2015,Luxembourg,Individuals with basic or above basic overall digital skills,"Individuals, 16 to 29 years old",94.23
2015,Luxembourg,Individuals with basic or above basic overall digital skills,"Individuals, 20 to 24 years old",91.44
2015,Luxembourg,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 29 years old",95.19
2015,Luxembourg,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 34 years old",94.88
2015,Luxembourg,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 54 years old",87.12
2015,Luxembourg,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 64 years old",86.16
2015,Luxembourg,Individuals with basic or above basic overall digital skills,"Individuals, 35 to 44 years old",80.89
2015,Luxembourg,Individuals with basic or above basic overall digital skills,"Individuals, 45 to 54 years old",81.98
2015,Luxembourg,Individuals with basic or above basic overall digital skills,"Individuals, 55 to 64 years old",79.83
2015,Luxembourg,Individuals with basic or above basic overall digital skills,"Individuals, 55 to 74 years old",68.52
2015,Luxembourg,Individuals with basic or above basic overall digital skills,"Individuals, 65 to 74 years old",60.05
2015,Luxembourg,Individuals with low overall digital skills,All individuals,10.85
2015,Luxembourg,Individuals with low overall digital skills,"Individuals, 16 to 19 years old",4.1
2015,Luxembourg,Individuals with low overall digital skills,"Individuals, 16 to 24 years old",6.08
2015,Luxembourg,Individuals with low overall digital skills,"Individuals, 16 to 29 years old",5.77
2015,Luxembourg,Individuals with low overall digital skills,"Individuals, 20 to 24 years old",8.56
2015,Luxembourg,Individuals with low overall digital skills,"Individuals, 25 to 29 years old",4.81
2015,Luxembourg,Individuals with low overall digital skills,"Individuals, 25 to 34 years old",5.12
2015,Luxembourg,Individuals with low overall digital skills,"Individuals, 25 to 54 years old",10.86
2015,Luxembourg,Individuals with low overall digital skills,"Individuals, 25 to 64 years old",11.9
2015,Luxembourg,Individuals with low overall digital skills,"Individuals, 35 to 44 years old",18.73
2015,Luxembourg,Individuals with low overall digital skills,"Individuals, 45 to 54 years old",12.31
2015,Luxembourg,Individuals with low overall digital skills,"Individuals, 55 to 64 years old",18.68
2015,Luxembourg,Individuals with low overall digital skills,"Individuals, 55 to 74 years old",20.2
2015,Luxembourg,Individuals with low overall digital skills,"Individuals, 65 to 74 years old",21.33
2015,Luxembourg,Individuals with no overall digital skills,All individuals,0.27
2015,Luxembourg,Individuals with no overall digital skills,"Individuals, 16 to 19 years old",0.0
2015,Luxembourg,Individuals with no overall digital skills,"Individuals, 16 to 24 years old",0.0
2015,Luxembourg,Individuals with no overall digital skills,"Individuals, 16 to 29 years old",0.0
2015,Luxembourg,Individuals with no overall digital skills,"Individuals, 20 to 24 years old",0.0
2015,Luxembourg,Individuals with no overall digital skills,"Individuals, 25 to 29 years old",0.0
2015,Luxembourg,Individuals with no overall digital skills,"Individuals, 25 to 34 years old",0.0
2015,Luxembourg,Individuals with no overall digital skills,"Individuals, 25 to 54 years old",0.19
2015,Luxembourg,Individuals with no overall digital skills,"Individuals, 25 to 64 years old",0.22
2015,Luxembourg,Individuals with no overall digital skills,"Individuals, 35 to 44 years old",0.0
2015,Luxembourg,Individuals with no overall digital skills,"Individuals, 45 to 54 years old",0.57
2015,Luxembourg,Individuals with no overall digital skills,"Individuals, 55 to 64 years old",0.39
2015,Luxembourg,Individuals with no overall digital skills,"Individuals, 55 to 74 years old",1.02
2015,Luxembourg,Individuals with no overall digital skills,"Individuals, 65 to 74 years old",1.48
2015,Malta,Individuals with above basic overall digital skills,All individuals,34.54
2015,Malta,Individuals with above basic overall digital skills,"Individuals, 16 to 19 years old",70.82
2015,Malta,Individuals with above basic overall digital skills,"Individuals, 16 to 24 years old",69.92
2015,Malta,Individuals with above basic overall digital skills,"Individuals, 16 to 29 years old",63.43
2015,Malta,Individuals with above basic overall digital skills,"Individuals, 20 to 24 years old",69.44
2015,Malta,Individuals with above basic overall digital skills,"Individuals, 25 to 29 years old",52.63
2015,Malta,Individuals with above basic overall digital skills,"Individuals, 25 to 34 years old",53.58
2015,Malta,Individuals with above basic overall digital skills,"Individuals, 25 to 54 years old",39.53
2015,Malta,Individuals with above basic overall digital skills,"Individuals, 25 to 64 years old",33.23
2015,Malta,Individuals with above basic overall digital skills,"Individuals, 35 to 44 years old",37.59
2015,Malta,Individuals with above basic overall digital skills,"Individuals, 45 to 54 years old",23.92
2015,Malta,Individuals with above basic overall digital skills,"Individuals, 55 to 64 years old",13.51
2015,Malta,Individuals with above basic overall digital skills,"Individuals, 55 to 74 years old",9.87
2015,Malta,Individuals with above basic overall digital skills,"Individuals, 65 to 74 years old",5.52
2015,Malta,Individuals with basic overall digital skills,All individuals,18.14
2015,Malta,Individuals with basic overall digital skills,"Individuals, 16 to 19 years old",19.12
2015,Malta,Individuals with basic overall digital skills,"Individuals, 16 to 24 years old",17.58
2015,Malta,Individuals with basic overall digital skills,"Individuals, 16 to 29 years old",17.48
2015,Malta,Individuals with basic overall digital skills,"Individuals, 20 to 24 years old",16.74
2015,Malta,Individuals with basic overall digital skills,"Individuals, 25 to 29 years old",17.31
2015,Malta,Individuals with basic overall digital skills,"Individuals, 25 to 34 years old",15.31
2015,Malta,Individuals with basic overall digital skills,"Individuals, 25 to 54 years old",21.4
2015,Malta,Individuals with basic overall digital skills,"Individuals, 25 to 64 years old",20.01
2015,Malta,Individuals with basic overall digital skills,"Individuals, 35 to 44 years old",25.24
2015,Malta,Individuals with basic overall digital skills,"Individuals, 45 to 54 years old",24.71
2015,Malta,Individuals with basic overall digital skills,"Individuals, 55 to 64 years old",15.65
2015,Malta,Individuals with basic overall digital skills,"Individuals, 55 to 74 years old",12.83
2015,Malta,Individuals with basic overall digital skills,"Individuals, 65 to 74 years old",9.45
2015,Malta,Individuals with basic or above basic overall digital skills,All individuals,52.68
2015,Malta,Individuals with basic or above basic overall digital skills,"Individuals, 16 to 19 years old",89.94
2015,Malta,Individuals with basic or above basic overall digital skills,"Individuals, 16 to 24 years old",87.5
2015,Malta,Individuals with basic or above basic overall digital skills,"Individuals, 16 to 29 years old",80.91
2015,Malta,Individuals with basic or above basic overall digital skills,"Individuals, 20 to 24 years old",86.18
2015,Malta,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 29 years old",69.95
2015,Malta,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 34 years old",68.89
2015,Malta,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 54 years old",60.92
2015,Malta,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 64 years old",53.24
2015,Malta,Individuals with basic or above basic overall digital skills,"Individuals, 35 to 44 years old",62.83
2015,Malta,Individuals with basic or above basic overall digital skills,"Individuals, 45 to 54 years old",48.63
2015,Malta,Individuals with basic or above basic overall digital skills,"Individuals, 55 to 64 years old",29.16
2015,Malta,Individuals with basic or above basic overall digital skills,"Individuals, 55 to 74 years old",22.7
2015,Malta,Individuals with basic or above basic overall digital skills,"Individuals, 65 to 74 years old",14.96
2015,Malta,Individuals with low overall digital skills,All individuals,23.27
2015,Malta,Individuals with low overall digital skills,"Individuals, 16 to 19 years old",7.82
2015,Malta,Individuals with low overall digital skills,"Individuals, 16 to 24 years old",10.37
2015,Malta,Individuals with low overall digital skills,"Individuals, 16 to 29 years old",15.61
2015,Malta,Individuals with low overall digital skills,"Individuals, 20 to 24 years old",11.75
2015,Malta,Individuals with low overall digital skills,"Individuals, 25 to 29 years old",24.33
2015,Malta,Individuals with low overall digital skills,"Individuals, 25 to 34 years old",25.46
2015,Malta,Individuals with low overall digital skills,"Individuals, 25 to 54 years old",24.98
2015,Malta,Individuals with low overall digital skills,"Individuals, 25 to 64 years old",26.8
2015,Malta,Individuals with low overall digital skills,"Individuals, 35 to 44 years old",25.76
2015,Malta,Individuals with low overall digital skills,"Individuals, 45 to 54 years old",23.46
2015,Malta,Individuals with low overall digital skills,"Individuals, 55 to 64 years old",32.51
2015,Malta,Individuals with low overall digital skills,"Individuals, 55 to 74 years old",26.23
2015,Malta,Individuals with low overall digital skills,"Individuals, 65 to 74 years old",18.69
2015,Malta,Individuals with no overall digital skills,All individuals,0.82
2015,Malta,Individuals with no overall digital skills,"Individuals, 16 to 19 years old",0.0
2015,Malta,Individuals with no overall digital skills,"Individuals, 16 to 24 years old",0.0
2015,Malta,Individuals with no overall digital skills,"Individuals, 16 to 29 years old",0.0
2015,Malta,Individuals with no overall digital skills,"Individuals, 20 to 24 years old",0.0
2015,Malta,Individuals with no overall digital skills,"Individuals, 25 to 29 years old",0.0
2015,Malta,Individuals with no overall digital skills,"Individuals, 25 to 34 years old",0.85
2015,Malta,Individuals with no overall digital skills,"Individuals, 25 to 54 years old",0.98
2015,Malta,Individuals with no overall digital skills,"Individuals, 25 to 64 years old",0.85
2015,Malta,Individuals with no overall digital skills,"Individuals, 35 to 44 years old",0.88
2015,Malta,Individuals with no overall digital skills,"Individuals, 45 to 54 years old",1.25
2015,Malta,Individuals with no overall digital skills,"Individuals, 55 to 64 years old",0.47
2015,Malta,Individuals with no overall digital skills,"Individuals, 55 to 74 years old",0.93
2015,Malta,Individuals with no overall digital skills,"Individuals, 65 to 74 years old",1.49
2015,Netherlands,Individuals with above basic overall digital skills,All individuals,42.52
2015,Netherlands,Individuals with above basic overall digital skills,"Individuals, 16 to 19 years old",70.47
2015,Netherlands,Individuals with above basic overall digital skills,"Individuals, 16 to 24 years old",71.06
2015,Netherlands,Individuals with above basic overall digital skills,"Individuals, 16 to 29 years old",66.99
2015,Netherlands,Individuals with above basic overall digital skills,"Individuals, 20 to 24 years old",71.51
2015,Netherlands,Individuals with above basic overall digital skills,"Individuals, 25 to 29 years old",59.79
2015,Netherlands,Individuals with above basic overall digital skills,"Individuals, 25 to 34 years old",56.79
2015,Netherlands,Individuals with above basic overall digital skills,"Individuals, 25 to 54 years old",47.17
2015,Netherlands,Individuals with above basic overall digital skills,"Individuals, 25 to 64 years old",42.41
2015,Netherlands,Individuals with above basic overall digital skills,"Individuals, 35 to 44 years old",50.13
2015,Netherlands,Individuals with above basic overall digital skills,"Individuals, 45 to 54 years old",36.89
2015,Netherlands,Individuals with above basic overall digital skills,"Individuals, 55 to 64 years old",27.75
2015,Netherlands,Individuals with above basic overall digital skills,"Individuals, 55 to 74 years old",21.0
2015,Netherlands,Individuals with above basic overall digital skills,"Individuals, 65 to 74 years old",12.47
2015,Netherlands,Individuals with basic overall digital skills,All individuals,29.91
2015,Netherlands,Individuals with basic overall digital skills,"Individuals, 16 to 19 years old",18.23
2015,Netherlands,Individuals with basic overall digital skills,"Individuals, 16 to 24 years old",17.32
2015,Netherlands,Individuals with basic overall digital skills,"Individuals, 16 to 29 years old",21.22
2015,Netherlands,Individuals with basic overall digital skills,"Individuals, 20 to 24 years old",16.64
2015,Netherlands,Individuals with basic overall digital skills,"Individuals, 25 to 29 years old",28.11
2015,Netherlands,Individuals with basic overall digital skills,"Individuals, 25 to 34 years old",28.27
2015,Netherlands,Individuals with basic overall digital skills,"Individuals, 25 to 54 years old",30.2
2015,Netherlands,Individuals with basic overall digital skills,"Individuals, 25 to 64 years old",31.57
2015,Netherlands,Individuals with basic overall digital skills,"Individuals, 35 to 44 years old",27.02
2015,Netherlands,Individuals with basic overall digital skills,"Individuals, 45 to 54 years old",34.45
2015,Netherlands,Individuals with basic overall digital skills,"Individuals, 55 to 64 years old",35.78
2015,Netherlands,Individuals with basic overall digital skills,"Individuals, 55 to 74 years old",35.37
2015,Netherlands,Individuals with basic overall digital skills,"Individuals, 65 to 74 years old",34.84
2015,Netherlands,Individuals with basic or above basic overall digital skills,All individuals,72.43
2015,Netherlands,Individuals with basic or above basic overall digital skills,"Individuals, 16 to 19 years old",88.7
2015,Netherlands,Individuals with basic or above basic overall digital skills,"Individuals, 16 to 24 years old",88.39
2015,Netherlands,Individuals with basic or above basic overall digital skills,"Individuals, 16 to 29 years old",88.21
2015,Netherlands,Individuals with basic or above basic overall digital skills,"Individuals, 20 to 24 years old",88.16
2015,Netherlands,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 29 years old",87.9
2015,Netherlands,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 34 years old",85.06
2015,Netherlands,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 54 years old",77.37
2015,Netherlands,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 64 years old",73.98
2015,Netherlands,Individuals with basic or above basic overall digital skills,"Individuals, 35 to 44 years old",77.15
2015,Netherlands,Individuals with basic or above basic overall digital skills,"Individuals, 45 to 54 years old",71.34
2015,Netherlands,Individuals with basic or above basic overall digital skills,"Individuals, 55 to 64 years old",63.53
2015,Netherlands,Individuals with basic or above basic overall digital skills,"Individuals, 55 to 74 years old",56.37
2015,Netherlands,Individuals with basic or above basic overall digital skills,"Individuals, 65 to 74 years old",47.31
2015,Netherlands,Individuals with low overall digital skills,All individuals,20.24
2015,Netherlands,Individuals with low overall digital skills,"Individuals, 16 to 19 years old",8.67
2015,Netherlands,Individuals with low overall digital skills,"Individuals, 16 to 24 years old",8.4
2015,Netherlands,Individuals with low overall digital skills,"Individuals, 16 to 29 years old",9.54
2015,Netherlands,Individuals with low overall digital skills,"Individuals, 20 to 24 years old",8.2
2015,Netherlands,Individuals with low overall digital skills,"Individuals, 25 to 29 years old",11.54
2015,Netherlands,Individuals with low overall digital skills,"Individuals, 25 to 34 years old",13.14
2015,Netherlands,Individuals with low overall digital skills,"Individuals, 25 to 54 years old",18.42
2015,Netherlands,Individuals with low overall digital skills,"Individuals, 25 to 64 years old",20.7
2015,Netherlands,Individuals with low overall digital skills,"Individuals, 35 to 44 years old",17.45
2015,Netherlands,Individuals with low overall digital skills,"Individuals, 45 to 54 years old",23.5
2015,Netherlands,Individuals with low overall digital skills,"Individuals, 55 to 64 years old",27.75
2015,Netherlands,Individuals with low overall digital skills,"Individuals, 55 to 74 years old",28.97
2015,Netherlands,Individuals with low overall digital skills,"Individuals, 65 to 74 years old",30.52
2015,Netherlands,Individuals with no overall digital skills,All individuals,0.43
2015,Netherlands,Individuals with no overall digital skills,"Individuals, 16 to 19 years old",0.0
2015,Netherlands,Individuals with no overall digital skills,"Individuals, 16 to 24 years old",0.0
2015,Netherlands,Individuals with no overall digital skills,"Individuals, 16 to 29 years old",0.0
2015,Netherlands,Individuals with no overall digital skills,"Individuals, 20 to 24 years old",0.0
2015,Netherlands,Individuals with no overall digital skills,"Individuals, 25 to 29 years old",0.0
2015,Netherlands,Individuals with no overall digital skills,"Individuals, 25 to 34 years old",0.0
2015,Netherlands,Individuals with no overall digital skills,"Individuals, 25 to 54 years old",0.28
2015,Netherlands,Individuals with no overall digital skills,"Individuals, 25 to 64 years old",0.38
2015,Netherlands,Individuals with no overall digital skills,"Individuals, 35 to 44 years old",0.33
2015,Netherlands,Individuals with no overall digital skills,"Individuals, 45 to 54 years old",0.46
2015,Netherlands,Individuals with no overall digital skills,"Individuals, 55 to 64 years old",0.69
2015,Netherlands,Individuals with no overall digital skills,"Individuals, 55 to 74 years old",0.89
2015,Netherlands,Individuals with no overall digital skills,"Individuals, 65 to 74 years old",1.14
2015,North Macedonia,Individuals with above basic overall digital skills,All individuals,13.84
