DATAFLOW,LAST UPDATE,freq,unit,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Italy,2013,103.3,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Italy,2014,110.1,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Italy,2015,106.8,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Italy,2016,97.6,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Italy,2017,99.3,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Italy,2018,107.1,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Italy,2019,114.5,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Italy,2020,111.2,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Italy,2021,123.5,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Italy,2022,119.9,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Italy,2023,138.2,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Lithuania,2004,7.5,u,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Lithuania,2005,7.3,bu,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Lithuania,2006,8.0,u,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Lithuania,2007,7.3,u,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Lithuania,2008,8.9,u,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Lithuania,2009,8.8,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Lithuania,2010,10.5,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Lithuania,2011,10.9,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Lithuania,2012,8.2,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Lithuania,2013,10.2,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Lithuania,2014,13.7,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Lithuania,2015,14.4,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Lithuania,2016,13.1,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Lithuania,2017,14.3,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Lithuania,2018,14.4,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Lithuania,2019,17.8,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Lithuania,2020,18.6,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Lithuania,2021,22.9,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Lithuania,2022,20.2,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Lithuania,2023,18.1,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Luxembourg,2004,1.4,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Luxembourg,2005,1.3,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Luxembourg,2006,1.1,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Luxembourg,2007,1.3,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Luxembourg,2008,1.3,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Luxembourg,2009,2.3,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Luxembourg,2010,2.1,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Luxembourg,2011,1.8,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Luxembourg,2012,2.2,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Luxembourg,2013,2.1,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Luxembourg,2014,1.8,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Luxembourg,2015,2.4,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Luxembourg,2016,2.2,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Luxembourg,2017,3.7,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Luxembourg,2018,3.4,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Luxembourg,2019,5.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Luxembourg,2020,4.5,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Luxembourg,2021,4.4,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Luxembourg,2022,5.6,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Luxembourg,2023,5.7,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Latvia,2004,,u,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Latvia,2005,4.1,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Latvia,2006,5.4,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Latvia,2007,6.2,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Latvia,2008,6.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Latvia,2009,3.5,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Latvia,2010,4.8,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Latvia,2011,5.8,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Latvia,2012,4.1,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Latvia,2013,4.5,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Latvia,2014,5.6,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Latvia,2015,4.8,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Latvia,2016,8.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Latvia,2017,10.1,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Latvia,2018,7.9,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Latvia,2019,10.6,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Latvia,2020,8.6,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Latvia,2021,9.6,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Latvia,2022,10.8,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Latvia,2023,9.9,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Montenegro,2011,1.7,u,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Montenegro,2012,2.2,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Montenegro,2013,1.6,u,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Montenegro,2014,2.1,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Montenegro,2015,2.8,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Montenegro,2016,1.8,u,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Montenegro,2017,2.3,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Montenegro,2018,2.7,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Montenegro,2019,2.3,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Montenegro,2020,2.3,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,North Macedonia,2006,1.8,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,North Macedonia,2007,1.4,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,North Macedonia,2008,1.7,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,North Macedonia,2009,1.9,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,North Macedonia,2010,2.5,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,North Macedonia,2011,1.9,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,North Macedonia,2012,2.4,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,North Macedonia,2013,3.4,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,North Macedonia,2014,4.9,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,North Macedonia,2015,3.9,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,North Macedonia,2016,8.1,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,North Macedonia,2017,7.8,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,North Macedonia,2018,9.4,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,North Macedonia,2019,12.2,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,North Macedonia,2020,14.9,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Malta,2004,1.8,bu,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Malta,2005,1.7,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Malta,2006,1.5,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Malta,2007,2.3,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Malta,2008,2.3,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Malta,2009,1.7,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Malta,2010,2.3,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Malta,2011,3.2,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Malta,2012,3.6,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Malta,2013,3.9,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Malta,2014,3.8,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Malta,2015,4.4,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Malta,2016,5.9,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Malta,2017,6.9,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Malta,2018,7.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Malta,2019,6.1,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Malta,2020,6.7,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Malta,2021,6.1,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Malta,2022,6.6,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Malta,2023,8.8,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Netherlands,2004,47.9,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Netherlands,2005,51.7,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Netherlands,2006,46.1,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Netherlands,2007,45.9,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Netherlands,2008,60.7,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Netherlands,2009,58.9,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Netherlands,2010,59.6,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Netherlands,2011,62.7,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Netherlands,2012,64.6,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Netherlands,2013,69.7,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Netherlands,2014,83.3,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Netherlands,2015,77.5,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Netherlands,2016,67.1,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Netherlands,2017,64.7,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Netherlands,2018,72.3,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Netherlands,2019,80.5,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Netherlands,2020,83.3,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Netherlands,2021,101.7,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Netherlands,2022,107.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Netherlands,2023,100.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Norway,2004,,u,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Norway,2005,,bu,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Norway,2006,,bu,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Norway,2007,,u,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Norway,2008,,u,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Norway,2009,,u,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Norway,2010,,u,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Norway,2011,,u,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Norway,2012,,u,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Norway,2013,,u,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Norway,2014,15.7,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Norway,2015,11.3,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Norway,2016,15.3,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Norway,2017,14.5,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Norway,2018,17.6,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Norway,2019,19.3,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Norway,2020,20.4,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Norway,2021,20.6,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Norway,2022,26.3,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Norway,2023,31.1,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Poland,2004,5.2,bu,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Poland,2005,116.4,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Poland,2006,141.4,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Poland,2007,161.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Poland,2008,183.3,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Poland,2009,205.7,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Poland,2010,190.4,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Poland,2011,190.8,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Poland,2012,205.1,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Poland,2013,210.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Poland,2014,221.9,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Poland,2015,225.8,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Poland,2016,244.4,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Poland,2017,230.9,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Poland,2018,219.3,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Poland,2019,235.9,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Poland,2020,230.6,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Poland,2021,258.7,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Poland,2022,284.7,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Poland,2023,269.3,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Portugal,2004,40.4,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Portugal,2005,44.1,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Portugal,2006,39.9,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Portugal,2007,48.1,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Portugal,2008,41.4,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Portugal,2009,45.8,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Portugal,2010,43.7,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Portugal,2011,28.7,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Portugal,2012,30.7,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Portugal,2013,30.7,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Portugal,2014,34.2,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Portugal,2015,38.4,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Portugal,2016,34.5,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Portugal,2017,35.7,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Portugal,2018,44.2,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Portugal,2019,42.7,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Portugal,2020,51.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Portugal,2021,46.6,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Portugal,2022,45.4,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Portugal,2023,54.5,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 15 to 34 years,Romania,2004,53.6,,
