STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,sex,Sex,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,IE,Ireland,2006,,4.4,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,IE,Ireland,2007,,15.0,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,IE,Ireland,2008,,14.7,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,IE,Ireland,2009,,12.3,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,IE,Ireland,2010,,11.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,IE,Ireland,2011,,10.4,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,IE,Ireland,2012,,11.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,IE,Ireland,2013,,9.9,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,IE,Ireland,2014,,11.1,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,IE,Ireland,2015,,8.3,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,IE,Ireland,2016,,5.8,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,IE,Ireland,2017,,9.3,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,IE,Ireland,2018,,13.9,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,IE,Ireland,2019,,12.6,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,IE,Ireland,2020,,15.9,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,IE,Ireland,2021,,13.3,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,IE,Ireland,2022,,17.6,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,IE,Ireland,2023,,19.2,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,IS,Iceland,2004,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,IS,Iceland,2005,,,,bu,"break in time series, low reliability",,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,IS,Iceland,2006,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,IS,Iceland,2007,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,IS,Iceland,2008,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,IS,Iceland,2009,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,IS,Iceland,2010,,0.6,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,IS,Iceland,2011,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,IS,Iceland,2012,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,IS,Iceland,2013,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,IS,Iceland,2014,,,,bu,"break in time series, low reliability",,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,IS,Iceland,2015,,0.6,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,IS,Iceland,2016,,0.6,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,IS,Iceland,2017,,0.8,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,IS,Iceland,2018,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,IS,Iceland,2019,,0.6,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,IS,Iceland,2020,,0.6,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,IS,Iceland,2022,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,IS,Iceland,2023,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,IT,Italy,2004,,64.1,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,IT,Italy,2005,,58.2,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,IT,Italy,2006,,54.1,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,IT,Italy,2007,,53.3,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,IT,Italy,2008,,52.3,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,IT,Italy,2009,,39.9,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,IT,Italy,2010,,36.6,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,IT,Italy,2011,,41.8,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,IT,Italy,2012,,38.8,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,IT,Italy,2013,,31.2,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,IT,Italy,2014,,31.6,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,IT,Italy,2015,,27.1,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,IT,Italy,2016,,23.5,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,IT,Italy,2017,,30.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,IT,Italy,2018,,28.4,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,IT,Italy,2019,,23.6,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,IT,Italy,2020,,24.4,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,IT,Italy,2021,,30.9,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,IT,Italy,2022,,23.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,IT,Italy,2023,,20.2,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LT,Lithuania,2004,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LT,Lithuania,2005,,,,bu,"break in time series, low reliability",,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LT,Lithuania,2006,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LT,Lithuania,2007,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LT,Lithuania,2008,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LT,Lithuania,2009,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LT,Lithuania,2010,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LT,Lithuania,2011,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LT,Lithuania,2012,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LT,Lithuania,2013,,2.1,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LT,Lithuania,2014,,1.8,,bu,"break in time series, low reliability",,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LT,Lithuania,2015,,1.6,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LT,Lithuania,2016,,3.2,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LT,Lithuania,2017,,3.2,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LT,Lithuania,2018,,2.8,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LT,Lithuania,2019,,3.7,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LT,Lithuania,2020,,5.8,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LT,Lithuania,2021,,5.3,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LT,Lithuania,2022,,4.2,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LT,Lithuania,2023,,4.5,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LU,Luxembourg,2004,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LU,Luxembourg,2005,,,,bu,"break in time series, low reliability",,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LU,Luxembourg,2006,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LU,Luxembourg,2007,,,,bu,"break in time series, low reliability",,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LU,Luxembourg,2008,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LU,Luxembourg,2009,,,,bu,"break in time series, low reliability",,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LU,Luxembourg,2010,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LU,Luxembourg,2011,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LU,Luxembourg,2012,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LU,Luxembourg,2013,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LU,Luxembourg,2014,,,,bu,"break in time series, low reliability",,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LU,Luxembourg,2015,,,,bu,"break in time series, low reliability",,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LU,Luxembourg,2016,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LU,Luxembourg,2017,,0.8,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LU,Luxembourg,2018,,0.7,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LU,Luxembourg,2019,,1.7,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LU,Luxembourg,2020,,1.0,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LU,Luxembourg,2021,,1.8,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LU,Luxembourg,2022,,1.6,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LU,Luxembourg,2023,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LV,Latvia,2004,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LV,Latvia,2005,,,,bu,"break in time series, low reliability",,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LV,Latvia,2006,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LV,Latvia,2007,,1.6,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LV,Latvia,2008,,2.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LV,Latvia,2009,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LV,Latvia,2010,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LV,Latvia,2011,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LV,Latvia,2012,,1.9,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LV,Latvia,2013,,2.1,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LV,Latvia,2014,,1.5,,bu,"break in time series, low reliability",,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LV,Latvia,2015,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LV,Latvia,2016,,2.0,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LV,Latvia,2017,,2.5,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LV,Latvia,2018,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LV,Latvia,2019,,3.6,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LV,Latvia,2020,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LV,Latvia,2021,,,,bu,"break in time series, low reliability",,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LV,Latvia,2022,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,LV,Latvia,2023,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,ME,Montenegro,2011,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,ME,Montenegro,2012,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,ME,Montenegro,2013,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,ME,Montenegro,2014,,,,bu,"break in time series, low reliability",,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,ME,Montenegro,2015,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,ME,Montenegro,2016,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,ME,Montenegro,2017,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,ME,Montenegro,2018,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,ME,Montenegro,2019,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,ME,Montenegro,2020,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,MK,North Macedonia,2006,,0.6,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,MK,North Macedonia,2007,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,MK,North Macedonia,2008,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,MK,North Macedonia,2009,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,MK,North Macedonia,2010,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,MK,North Macedonia,2011,,0.7,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,MK,North Macedonia,2012,,0.7,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,MK,North Macedonia,2013,,1.3,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,MK,North Macedonia,2014,,1.7,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,MK,North Macedonia,2015,,0.8,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,MK,North Macedonia,2016,,2.5,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,MK,North Macedonia,2017,,1.9,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,MK,North Macedonia,2018,,1.9,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,MK,North Macedonia,2019,,2.9,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,MK,North Macedonia,2020,,3.5,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,MT,Malta,2004,,,,bu,"break in time series, low reliability",,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,MT,Malta,2005,,,,bu,"break in time series, low reliability",,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,MT,Malta,2006,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,MT,Malta,2007,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,MT,Malta,2008,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,MT,Malta,2009,,0.4,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,MT,Malta,2010,,0.6,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,MT,Malta,2011,,0.8,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,MT,Malta,2012,,0.6,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,MT,Malta,2013,,0.6,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,MT,Malta,2014,,0.8,,bu,"break in time series, low reliability",,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,MT,Malta,2015,,1.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,MT,Malta,2016,,1.1,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,MT,Malta,2017,,1.8,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,MT,Malta,2018,,1.9,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,MT,Malta,2019,,1.3,,,,,
dataflow,ESTAT:ISOC_SKI_ITSEX(1.0),Employed persons with ICT education by sex,A,Annual,THS,Thousand,F,Females,MT,Malta,2020,,1.2,,,,,
