DATAFLOW,LAST UPDATE,freq,indic_is,unit,ind_type,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,MK:North Macedonia,2020,70.77,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,MK:North Macedonia,2021,80.48,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,MK:North Macedonia,2024,88.02,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,MT:Malta,2013,59.25,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,MT:Malta,2014,63.29,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,MT:Malta,2015,69.93,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,MT:Malta,2016,71.12,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,MT:Malta,2017,75.95,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,MT:Malta,2018,77.08,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,MT:Malta,2019,82.20,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,MT:Malta,2020,83.22,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,MT:Malta,2021,84.35,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,MT:Malta,2022,89.51,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,MT:Malta,2023,89.59,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,MT:Malta,2024,91.65,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,NL:Netherlands,2013,82.98,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,NL:Netherlands,2014,83.99,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,NL:Netherlands,2015,85.14,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,NL:Netherlands,2016,86.49,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,NL:Netherlands,2017,89.72,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,NL:Netherlands,2018,90.23,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,NL:Netherlands,2019,91.86,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,NL:Netherlands,2020,90.71,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,NL:Netherlands,2021,91.49,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,NL:Netherlands,2022,92.63,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,NL:Netherlands,2023,97.67,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,NL:Netherlands,2024,98.30,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,NO:Norway,2013,85.09,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,NO:Norway,2014,89.23,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,NO:Norway,2015,88.66,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,NO:Norway,2016,92.27,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,NO:Norway,2017,91.60,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,NO:Norway,2018,93.43,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,NO:Norway,2019,94.81,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,NO:Norway,2020,94.14,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,NO:Norway,2021,95.36,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,NO:Norway,2022,96.30,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,NO:Norway,2023,95.48,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,NO:Norway,2024,95.41,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,PL:Poland,2013,47.23,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,PL:Poland,2014,50.73,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,PL:Poland,2015,52.31,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,PL:Poland,2016,57.16,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,PL:Poland,2017,61.13,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,PL:Poland,2018,63.91,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,PL:Poland,2019,68.18,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,PL:Poland,2020,72.34,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,PL:Poland,2021,73.67,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,PL:Poland,2022,80.32,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,PL:Poland,2023,79.51,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,PL:Poland,2024,83.91,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,PT:Portugal,2013,47.59,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,PT:Portugal,2014,50.99,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,PT:Portugal,2015,55.47,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,PT:Portugal,2016,59.53,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,PT:Portugal,2017,62.62,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,PT:Portugal,2018,63.91,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,PT:Portugal,2019,65.42,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,PT:Portugal,2020,70.44,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,PT:Portugal,2021,74.56,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,PT:Portugal,2022,79.61,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,PT:Portugal,2023,81.11,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,PT:Portugal,2024,84.22,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,RO:Romania,2013,32.20,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,RO:Romania,2014,32.46,b,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,RO:Romania,2015,36.63,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,RO:Romania,2016,42.41,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,RO:Romania,2017,46.73,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,RO:Romania,2018,53.38,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,RO:Romania,2019,56.70,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,RO:Romania,2020,62.09,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,RO:Romania,2021,68.81,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,RO:Romania,2022,77.17,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,RO:Romania,2023,82.07,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,RO:Romania,2024,85.31,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,RS:Serbia,2015,54.56,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,RS:Serbia,2017,62.02,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,RS:Serbia,2018,67.67,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,RS:Serbia,2019,72.19,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,RS:Serbia,2020,72.71,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,RS:Serbia,2021,74.95,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,RS:Serbia,2022,81.51,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,RS:Serbia,2023,82.78,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,RS:Serbia,2024,84.47,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SE:Sweden,2013,81.03,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SE:Sweden,2014,82.58,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SE:Sweden,2015,81.98,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SE:Sweden,2016,85.06,b,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SE:Sweden,2017,90.07,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SE:Sweden,2018,87.84,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SE:Sweden,2019,91.42,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SE:Sweden,2020,92.23,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SE:Sweden,2021,92.03,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SE:Sweden,2022,94.56,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SE:Sweden,2023,95.21,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SE:Sweden,2024,95.92,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SI:Slovenia,2013,57.98,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SI:Slovenia,2014,57.83,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SI:Slovenia,2015,60.79,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SI:Slovenia,2016,64.42,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SI:Slovenia,2017,68.25,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SI:Slovenia,2018,71.08,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SI:Slovenia,2019,74.17,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SI:Slovenia,2020,76.32,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SI:Slovenia,2021,84.75,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SI:Slovenia,2022,85.64,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SI:Slovenia,2023,86.70,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SI:Slovenia,2024,87.34,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SK:Slovakia,2013,61.17,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SK:Slovakia,2014,62.44,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SK:Slovakia,2015,60.42,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SK:Slovakia,2016,67.52,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SK:Slovakia,2017,69.37,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SK:Slovakia,2018,67.85,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SK:Slovakia,2019,75.76,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SK:Slovakia,2020,79.88,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SK:Slovakia,2021,80.01,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SK:Slovakia,2022,82.82,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SK:Slovakia,2023,82.15,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,SK:Slovakia,2024,84.98,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,TR:Türkiye,2013,29.74,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,TR:Türkiye,2014,34.54,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,TR:Türkiye,2015,40.06,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,TR:Türkiye,2016,48.69,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,TR:Türkiye,2017,56.85,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,TR:Türkiye,2018,62.97,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,TR:Türkiye,2019,67.18,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,TR:Türkiye,2020,70.84,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,TR:Türkiye,2021,76.51,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,TR:Türkiye,2022,80.02,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,TR:Türkiye,2023,82.31,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,TR:Türkiye,2024,84.24,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,UK:United Kingdom,2013,77.96,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,UK:United Kingdom,2014,81.47,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,UK:United Kingdom,2015,82.53,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,UK:United Kingdom,2016,87.73,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,UK:United Kingdom,2017,85.12,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,UK:United Kingdom,2018,90.54,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,UK:United Kingdom,2019,91.46,,
ESTAT:TIN00092(1.0),17/12/24 11:00:00,A:Annual,I_IDAY:Frequency of internet access: daily,PC_IND:Percentage of individuals,IND_TOTAL:All individuals,UK:United Kingdom,2020,93.53,,
