DATAFLOW,LAST UPDATE,freq,unit,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,Slovakia,2014,456604,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,Slovakia,2015,459315,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,Slovakia,2016,457773,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,Slovakia,2017,453287,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,Slovakia,2018,448320,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,Slovakia,2019,442733,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,Slovakia,2020,436101,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,Slovakia,2021,433922,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,Slovakia,2022,428085,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,Slovakia,2023,421697,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,Türkiye,2005,4910000.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,Türkiye,2006,5011000.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,Türkiye,2007,5115000.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,Türkiye,2008,5072441.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,Türkiye,2009,5330484.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,Türkiye,2010,5505313.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,Türkiye,2011,5566117,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,Türkiye,2012,5632742,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,Türkiye,2013,5731177,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,Türkiye,2014,5826149,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,Türkiye,2015,5918336,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,Türkiye,2016,6203323,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,Türkiye,2017,6494333,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,Türkiye,2018,6560696,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,Türkiye,2019,6576072,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,Türkiye,2020,6584843,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,Türkiye,2021,6473583,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,Türkiye,2022,6386208,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,Türkiye,2023,6366741,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,Ukraine,2006,3122974.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,Ukraine,2007,3140431.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,Ukraine,2008,3183351.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,Ukraine,2009,3198823.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,Ukraine,2010,3245340.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,Ukraine,2011,3260621,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,Ukraine,2012,3284411,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,Ukraine,2013,3270101,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,Ukraine,2014,3296606,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,Ukraine,2015,3142152,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,Ukraine,2016,3177464,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,Ukraine,2017,3186012,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,Ukraine,2018,3249517,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,Ukraine,2019,3358614,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,Ukraine,2020,3455039,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,Ukraine,2021,3497932,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,Ukraine,2022,3577192,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,United Kingdom,2005,4666967.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,United Kingdom,2006,4629831.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,United Kingdom,2007,4591641.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,United Kingdom,2008,4532355.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,United Kingdom,2009,4443465.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,United Kingdom,2010,4341796.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,United Kingdom,2011,4226580,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,United Kingdom,2012,4098377,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,United Kingdom,2013,4001575,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,United Kingdom,2014,3980498,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,United Kingdom,2015,4036562,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,United Kingdom,2016,4129239,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,United Kingdom,2017,4230872,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,United Kingdom,2018,4328081,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,United Kingdom,2019,4387779,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,Kosovo*,2016,120900,p,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,Kosovo*,2017,123390,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,Kosovo*,2018,124428,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,Kosovo*,2019,123967,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,Kosovo*,2020,122738,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,Kosovo*,2021,124647,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 35 to 39 years,Kosovo*,2022,123179,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Andorra,2005,7231.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Andorra,2006,7385.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Andorra,2007,7706.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Andorra,2008,7889.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Andorra,2009,8057.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Andorra,2010,7948.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Andorra,2011,7302,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Andorra,2012,7302,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Andorra,2013,7260,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Andorra,2019,7035,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Albania,2005,217565.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Albania,2006,209058.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Albania,2007,200614.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Albania,2008,196907.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Albania,2009,195237.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Albania,2010,191157.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Albania,2011,190384,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Albania,2012,188433,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Albania,2013,182400,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Albania,2014,178164,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Albania,2015,173296,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Albania,2016,169800,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Albania,2017,166499,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Albania,2018,165031,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Albania,2019,162381,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Albania,2020,160519,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Albania,2021,159414,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Albania,2023,159616,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Austria,2005,697623.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Austria,2006,710080.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Austria,2007,714962.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Austria,2008,714785.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Austria,2009,712011.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Austria,2010,703584.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Austria,2011,688686,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Austria,2012,672785,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Austria,2013,653499,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Austria,2014,629373,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Austria,2015,610222,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Austria,2016,598003,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Austria,2017,582792,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Austria,2018,571243,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Austria,2019,566656,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Austria,2020,564441,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Austria,2021,571135,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Austria,2022,585126,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Austria,2023,607639,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Belgium,2005,814992.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Belgium,2006,818710.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Belgium,2007,816756.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Belgium,2008,811766.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Belgium,2009,801519.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Belgium,2010,789754.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Belgium,2011,789891,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Belgium,2012,786663,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Belgium,2013,783980,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Belgium,2014,775999,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Belgium,2015,765155,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Belgium,2016,750305,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Belgium,2017,737199,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Belgium,2018,730309,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Belgium,2019,731374,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Belgium,2020,738624,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Belgium,2021,751615,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Belgium,2022,760809,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Belgium,2023,772228,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Bulgaria,2005,523051.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Bulgaria,2006,511001.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Bulgaria,2007,497221.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Bulgaria,2008,488699.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Bulgaria,2009,494170.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Bulgaria,2010,502843.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Bulgaria,2011,512947,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Bulgaria,2012,522726,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Bulgaria,2013,508741,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Bulgaria,2014,509740,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Bulgaria,2015,509502,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Bulgaria,2016,510030,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Bulgaria,2017,512514,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Bulgaria,2018,516477,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Bulgaria,2019,512759,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Bulgaria,2020,496336,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Bulgaria,2021,487740,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Bulgaria,2022,470768,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Bulgaria,2023,458811,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Belarus,2006,768922.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Belarus,2007,737333.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Belarus,2008,707841.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Belarus,2009,684955.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Belarus,2011,651083,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Belarus,2012,648913,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Belarus,2013,650438,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Belarus,2014,649993,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Belarus,2015,653139,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Belarus,2016,654888,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Belarus,2017,654338,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Belarus,2018,654091,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Belarus,2019,658931,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Switzerland,2005,621215.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Switzerland,2006,632880.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Switzerland,2007,641685.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Switzerland,2008,647192.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Switzerland,2009,649072.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Switzerland,2010,642499.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Switzerland,2011,634072,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Switzerland,2012,624940,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Switzerland,2013,615491,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Switzerland,2014,605311,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Switzerland,2015,597760,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Switzerland,2016,590167,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Switzerland,2017,584230,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Switzerland,2018,582171,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Switzerland,2019,583783,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Switzerland,2020,588156,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Switzerland,2021,599618,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Switzerland,2022,610154,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Switzerland,2023,622962,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Cyprus,2005,54544.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Cyprus,2006,54389.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Cyprus,2007,54316.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Cyprus,2008,54519.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Cyprus,2009,54884.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Cyprus,2010,55455.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Cyprus,2011,56227,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Cyprus,2012,58096,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Cyprus,2013,59395,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Cyprus,2014,59586,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Cyprus,2015,57232,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Cyprus,2016,55292,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Cyprus,2017,55288,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Cyprus,2018,55215,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 40 to 44 years,Cyprus,2019,56158,,
