time_period,geo,ind_type,indic_is,obs_value
2023,Switzerland,"Individuals, 16 to 29 years old",Individuals with basic or above basic overall digital skills,8.03
2023,Switzerland,"Individuals, 16 to 29 years old",Individuals with no overall digital skills,0.43
2023,Switzerland,"Individuals, 20 to 24 years old",Individuals with above basic overall digital skills,45.31
2023,Switzerland,"Individuals, 20 to 24 years old",Individuals with basic overall digital skills,38.11
2023,Switzerland,"Individuals, 20 to 24 years old",Individuals with low overall digital skills,83.43
2023,Switzerland,"Individuals, 20 to 24 years old",Individuals with basic or above basic overall digital skills,11.68
2023,Switzerland,"Individuals, 20 to 24 years old",Individuals with no overall digital skills,0.21
2023,Switzerland,"Individuals, 25 to 29 years old",Individuals with above basic overall digital skills,58.58
2023,Switzerland,"Individuals, 25 to 29 years old",Individuals with basic overall digital skills,28.92
2023,Switzerland,"Individuals, 25 to 29 years old",Individuals with low overall digital skills,87.5
2023,Switzerland,"Individuals, 25 to 29 years old",Individuals with basic or above basic overall digital skills,7.17
2023,Switzerland,"Individuals, 25 to 29 years old",Individuals with no overall digital skills,0.89
2023,Switzerland,"Individuals, 25 to 34 years old",Individuals with above basic overall digital skills,52.03
2023,Switzerland,"Individuals, 25 to 34 years old",Individuals with basic overall digital skills,32.39
2023,Switzerland,"Individuals, 25 to 34 years old",Individuals with low overall digital skills,84.42
2023,Switzerland,"Individuals, 25 to 34 years old",Individuals with basic or above basic overall digital skills,9.52
2023,Switzerland,"Individuals, 25 to 34 years old",Individuals with no overall digital skills,0.95
2023,Switzerland,"Individuals, 25 to 54 years old",Individuals with above basic overall digital skills,48.84
2023,Switzerland,"Individuals, 25 to 54 years old",Individuals with basic overall digital skills,33.59
2023,Switzerland,"Individuals, 25 to 54 years old",Individuals with low overall digital skills,82.43
2023,Switzerland,"Individuals, 25 to 54 years old",Individuals with basic or above basic overall digital skills,11.76
2023,Switzerland,"Individuals, 25 to 54 years old",Individuals with no overall digital skills,0.73
2023,Switzerland,"Individuals, 25 to 64 years old",Individuals with above basic overall digital skills,45.4
2023,Switzerland,"Individuals, 25 to 64 years old",Individuals with basic overall digital skills,34.33
2023,Switzerland,"Individuals, 25 to 64 years old",Individuals with low overall digital skills,79.73
2023,Switzerland,"Individuals, 25 to 64 years old",Individuals with basic or above basic overall digital skills,13.17
2023,Switzerland,"Individuals, 25 to 64 years old",Individuals with no overall digital skills,0.81
2023,Switzerland,"Individuals, 35 to 44 years old",Individuals with above basic overall digital skills,49.01
2023,Switzerland,"Individuals, 35 to 44 years old",Individuals with basic overall digital skills,34.79
2023,Switzerland,"Individuals, 35 to 44 years old",Individuals with low overall digital skills,83.8
2023,Switzerland,"Individuals, 35 to 44 years old",Individuals with basic or above basic overall digital skills,10.92
2023,Switzerland,"Individuals, 35 to 44 years old",Individuals with no overall digital skills,0.27
2023,Switzerland,"Individuals, 45 to 54 years old",Individuals with above basic overall digital skills,45.65
2023,Switzerland,"Individuals, 45 to 54 years old",Individuals with basic overall digital skills,33.52
2023,Switzerland,"Individuals, 45 to 54 years old",Individuals with low overall digital skills,79.16
2023,Switzerland,"Individuals, 45 to 54 years old",Individuals with basic or above basic overall digital skills,14.74
2023,Switzerland,"Individuals, 45 to 54 years old",Individuals with no overall digital skills,0.97
2023,Switzerland,"Individuals, 55 to 64 years old",Individuals with above basic overall digital skills,35.1
2023,Switzerland,"Individuals, 55 to 64 years old",Individuals with basic overall digital skills,36.53
2023,Switzerland,"Individuals, 55 to 64 years old",Individuals with low overall digital skills,71.63
2023,Switzerland,"Individuals, 55 to 64 years old",Individuals with basic or above basic overall digital skills,17.37
2023,Switzerland,"Individuals, 55 to 64 years old",Individuals with no overall digital skills,1.04
2023,Switzerland,"Individuals, 55 to 74 years old",Individuals with above basic overall digital skills,29.78
2023,Switzerland,"Individuals, 55 to 74 years old",Individuals with basic overall digital skills,35.21
2023,Switzerland,"Individuals, 55 to 74 years old",Individuals with low overall digital skills,64.99
2023,Switzerland,"Individuals, 55 to 74 years old",Individuals with basic or above basic overall digital skills,17.44
2023,Switzerland,"Individuals, 55 to 74 years old",Individuals with no overall digital skills,2.73
2023,Switzerland,"Individuals, 65 to 74 years old",Individuals with above basic overall digital skills,22.22
2023,Switzerland,"Individuals, 65 to 74 years old",Individuals with basic overall digital skills,33.35
2023,Switzerland,"Individuals, 65 to 74 years old",Individuals with low overall digital skills,55.57
2023,Switzerland,"Individuals, 65 to 74 years old",Individuals with basic or above basic overall digital skills,17.53
2023,Switzerland,"Individuals, 65 to 74 years old",Individuals with no overall digital skills,5.12
2023,Türkiye,All individuals,Individuals with above basic overall digital skills,10.61
2023,Türkiye,All individuals,Individuals with basic overall digital skills,22.51
2023,Türkiye,All individuals,Individuals with low overall digital skills,33.11
2023,Türkiye,All individuals,Individuals with basic or above basic overall digital skills,20.91
2023,Türkiye,All individuals,Individuals with no overall digital skills,6.29
2023,Türkiye,"Individuals, 16 to 19 years old",Individuals with above basic overall digital skills,13.8
2023,Türkiye,"Individuals, 16 to 19 years old",Individuals with basic overall digital skills,38.05
2023,Türkiye,"Individuals, 16 to 19 years old",Individuals with low overall digital skills,51.85
2023,Türkiye,"Individuals, 16 to 19 years old",Individuals with basic or above basic overall digital skills,21.63
2023,Türkiye,"Individuals, 16 to 19 years old",Individuals with no overall digital skills,2.34
2023,Türkiye,"Individuals, 16 to 24 years old",Individuals with above basic overall digital skills,17.43
2023,Türkiye,"Individuals, 16 to 24 years old",Individuals with basic overall digital skills,35.61
2023,Türkiye,"Individuals, 16 to 24 years old",Individuals with low overall digital skills,53.04
2023,Türkiye,"Individuals, 16 to 24 years old",Individuals with basic or above basic overall digital skills,21.69
2023,Türkiye,"Individuals, 16 to 24 years old",Individuals with no overall digital skills,1.87
2023,Türkiye,"Individuals, 16 to 29 years old",Individuals with above basic overall digital skills,18.38
2023,Türkiye,"Individuals, 16 to 29 years old",Individuals with basic overall digital skills,34.2
2023,Türkiye,"Individuals, 16 to 29 years old",Individuals with low overall digital skills,52.58
2023,Türkiye,"Individuals, 16 to 29 years old",Individuals with basic or above basic overall digital skills,22.25
2023,Türkiye,"Individuals, 16 to 29 years old",Individuals with no overall digital skills,1.98
2023,Türkiye,"Individuals, 20 to 24 years old",Individuals with above basic overall digital skills,20.63
2023,Türkiye,"Individuals, 20 to 24 years old",Individuals with basic overall digital skills,33.46
2023,Türkiye,"Individuals, 20 to 24 years old",Individuals with low overall digital skills,54.09
2023,Türkiye,"Individuals, 20 to 24 years old",Individuals with basic or above basic overall digital skills,21.75
2023,Türkiye,"Individuals, 20 to 24 years old",Individuals with no overall digital skills,1.45
2023,Türkiye,"Individuals, 25 to 29 years old",Individuals with above basic overall digital skills,19.94
2023,Türkiye,"Individuals, 25 to 29 years old",Individuals with basic overall digital skills,31.89
2023,Türkiye,"Individuals, 25 to 29 years old",Individuals with low overall digital skills,51.83
2023,Türkiye,"Individuals, 25 to 29 years old",Individuals with basic or above basic overall digital skills,23.18
2023,Türkiye,"Individuals, 25 to 29 years old",Individuals with no overall digital skills,2.17
2023,Türkiye,"Individuals, 25 to 34 years old",Individuals with above basic overall digital skills,18.82
2023,Türkiye,"Individuals, 25 to 34 years old",Individuals with basic overall digital skills,31.51
2023,Türkiye,"Individuals, 25 to 34 years old",Individuals with low overall digital skills,50.34
2023,Türkiye,"Individuals, 25 to 34 years old",Individuals with basic or above basic overall digital skills,24.03
2023,Türkiye,"Individuals, 25 to 34 years old",Individuals with no overall digital skills,2.69
2023,Türkiye,"Individuals, 25 to 54 years old",Individuals with above basic overall digital skills,12.22
2023,Türkiye,"Individuals, 25 to 54 years old",Individuals with basic overall digital skills,24.95
2023,Türkiye,"Individuals, 25 to 54 years old",Individuals with low overall digital skills,37.17
2023,Türkiye,"Individuals, 25 to 54 years old",Individuals with basic or above basic overall digital skills,24.29
2023,Türkiye,"Individuals, 25 to 54 years old",Individuals with no overall digital skills,5.09
2023,Türkiye,"Individuals, 25 to 64 years old",Individuals with above basic overall digital skills,10.25
2023,Türkiye,"Individuals, 25 to 64 years old",Individuals with basic overall digital skills,21.79
2023,Türkiye,"Individuals, 25 to 64 years old",Individuals with low overall digital skills,32.04
2023,Türkiye,"Individuals, 25 to 64 years old",Individuals with basic or above basic overall digital skills,22.39
2023,Türkiye,"Individuals, 25 to 64 years old",Individuals with no overall digital skills,6.7
2023,Türkiye,"Individuals, 35 to 44 years old",Individuals with above basic overall digital skills,10.75
2023,Türkiye,"Individuals, 35 to 44 years old",Individuals with basic overall digital skills,24.93
2023,Türkiye,"Individuals, 35 to 44 years old",Individuals with low overall digital skills,35.68
2023,Türkiye,"Individuals, 35 to 44 years old",Individuals with basic or above basic overall digital skills,25.37
2023,Türkiye,"Individuals, 35 to 44 years old",Individuals with no overall digital skills,4.56
2023,Türkiye,"Individuals, 45 to 54 years old",Individuals with above basic overall digital skills,6.3
2023,Türkiye,"Individuals, 45 to 54 years old",Individuals with basic overall digital skills,17.37
2023,Türkiye,"Individuals, 45 to 54 years old",Individuals with low overall digital skills,23.67
2023,Türkiye,"Individuals, 45 to 54 years old",Individuals with basic or above basic overall digital skills,23.31
2023,Türkiye,"Individuals, 45 to 54 years old",Individuals with no overall digital skills,8.5
2023,Türkiye,"Individuals, 55 to 64 years old",Individuals with above basic overall digital skills,1.84
2023,Türkiye,"Individuals, 55 to 64 years old",Individuals with basic overall digital skills,8.32
2023,Türkiye,"Individuals, 55 to 64 years old",Individuals with low overall digital skills,10.16
2023,Türkiye,"Individuals, 55 to 64 years old",Individuals with basic or above basic overall digital skills,14.31
2023,Türkiye,"Individuals, 55 to 64 years old",Individuals with no overall digital skills,13.58
2023,Türkiye,"Individuals, 55 to 74 years old",Individuals with above basic overall digital skills,1.28
2023,Türkiye,"Individuals, 55 to 74 years old",Individuals with basic overall digital skills,6.32
2023,Türkiye,"Individuals, 55 to 74 years old",Individuals with low overall digital skills,7.6
2023,Türkiye,"Individuals, 55 to 74 years old",Individuals with basic or above basic overall digital skills,11.54
2023,Türkiye,"Individuals, 55 to 74 years old",Individuals with no overall digital skills,12.74
2023,Türkiye,"Individuals, 65 to 74 years old",Individuals with above basic overall digital skills,0.42
2023,Türkiye,"Individuals, 65 to 74 years old",Individuals with basic overall digital skills,3.2
2023,Türkiye,"Individuals, 65 to 74 years old",Individuals with low overall digital skills,3.62
2023,Türkiye,"Individuals, 65 to 74 years old",Individuals with basic or above basic overall digital skills,7.23
2023,Türkiye,"Individuals, 65 to 74 years old",Individuals with no overall digital skills,11.44
2021,Albania,All individuals,Individuals with above basic overall digital skills,4.01
2021,Albania,All individuals,Individuals with basic overall digital skills,19.79
2021,Albania,All individuals,Individuals with low overall digital skills,23.8
2021,Albania,All individuals,Individuals with basic or above basic overall digital skills,16.8
2021,Albania,All individuals,Individuals with no overall digital skills,6.96
2021,Albania,"Individuals, 16 to 19 years old",Individuals with above basic overall digital skills,6.73
2021,Albania,"Individuals, 16 to 19 years old",Individuals with basic overall digital skills,42.6
2021,Albania,"Individuals, 16 to 19 years old",Individuals with low overall digital skills,49.33
2021,Albania,"Individuals, 16 to 19 years old",Individuals with basic or above basic overall digital skills,27.34
2021,Albania,"Individuals, 16 to 19 years old",Individuals with no overall digital skills,0.0
2021,Albania,"Individuals, 16 to 24 years old",Individuals with above basic overall digital skills,10.16
2021,Albania,"Individuals, 16 to 24 years old",Individuals with basic overall digital skills,41.14
2021,Albania,"Individuals, 16 to 24 years old",Individuals with low overall digital skills,51.3
2021,Albania,"Individuals, 16 to 24 years old",Individuals with basic or above basic overall digital skills,26.97
2021,Albania,"Individuals, 16 to 24 years old",Individuals with no overall digital skills,0.0
2021,Albania,"Individuals, 16 to 29 years old",Individuals with above basic overall digital skills,10.36
2021,Albania,"Individuals, 16 to 29 years old",Individuals with basic overall digital skills,40.5
2021,Albania,"Individuals, 16 to 29 years old",Individuals with low overall digital skills,50.86
2021,Albania,"Individuals, 16 to 29 years old",Individuals with basic or above basic overall digital skills,27.67
2021,Albania,"Individuals, 16 to 29 years old",Individuals with no overall digital skills,0.07
2021,Albania,"Individuals, 20 to 24 years old",Individuals with above basic overall digital skills,12.58
2021,Albania,"Individuals, 20 to 24 years old",Individuals with basic overall digital skills,40.11
2021,Albania,"Individuals, 20 to 24 years old",Individuals with low overall digital skills,52.69
2021,Albania,"Individuals, 20 to 24 years old",Individuals with basic or above basic overall digital skills,26.7
2021,Albania,"Individuals, 20 to 24 years old",Individuals with no overall digital skills,0.0
2021,Albania,"Individuals, 25 to 29 years old",Individuals with above basic overall digital skills,10.71
2021,Albania,"Individuals, 25 to 29 years old",Individuals with basic overall digital skills,39.39
2021,Albania,"Individuals, 25 to 29 years old",Individuals with low overall digital skills,50.1
2021,Albania,"Individuals, 25 to 29 years old",Individuals with basic or above basic overall digital skills,28.9
2021,Albania,"Individuals, 25 to 29 years old",Individuals with no overall digital skills,0.2
2021,Albania,"Individuals, 25 to 34 years old",Individuals with above basic overall digital skills,7.79
2021,Albania,"Individuals, 25 to 34 years old",Individuals with basic overall digital skills,33.9
2021,Albania,"Individuals, 25 to 34 years old",Individuals with low overall digital skills,41.69
2021,Albania,"Individuals, 25 to 34 years old",Individuals with basic or above basic overall digital skills,29.16
2021,Albania,"Individuals, 25 to 34 years old",Individuals with no overall digital skills,1.04
2021,Albania,"Individuals, 25 to 54 years old",Individuals with above basic overall digital skills,4.18
2021,Albania,"Individuals, 25 to 54 years old",Individuals with basic overall digital skills,22.14
2021,Albania,"Individuals, 25 to 54 years old",Individuals with low overall digital skills,26.32
2021,Albania,"Individuals, 25 to 54 years old",Individuals with basic or above basic overall digital skills,20.05
2021,Albania,"Individuals, 25 to 54 years old",Individuals with no overall digital skills,4.29
2021,Albania,"Individuals, 25 to 64 years old",Individuals with above basic overall digital skills,3.16
2021,Albania,"Individuals, 25 to 64 years old",Individuals with basic overall digital skills,17.62
2021,Albania,"Individuals, 25 to 64 years old",Individuals with low overall digital skills,20.78
2021,Albania,"Individuals, 25 to 64 years old",Individuals with basic or above basic overall digital skills,16.7
2021,Albania,"Individuals, 25 to 64 years old",Individuals with no overall digital skills,7.38
2021,Albania,"Individuals, 35 to 44 years old",Individuals with above basic overall digital skills,3.01
2021,Albania,"Individuals, 35 to 44 years old",Individuals with basic overall digital skills,21.17
2021,Albania,"Individuals, 35 to 44 years old",Individuals with low overall digital skills,24.18
2021,Albania,"Individuals, 35 to 44 years old",Individuals with basic or above basic overall digital skills,16.09
2021,Albania,"Individuals, 35 to 44 years old",Individuals with no overall digital skills,4.3
2021,Albania,"Individuals, 45 to 54 years old",Individuals with above basic overall digital skills,0.9
2021,Albania,"Individuals, 45 to 54 years old",Individuals with basic overall digital skills,8.83
2021,Albania,"Individuals, 45 to 54 years old",Individuals with low overall digital skills,9.73
2021,Albania,"Individuals, 45 to 54 years old",Individuals with basic or above basic overall digital skills,12.67
2021,Albania,"Individuals, 45 to 54 years old",Individuals with no overall digital skills,8.2
2021,Albania,"Individuals, 55 to 64 years old",Individuals with above basic overall digital skills,0.2
2021,Albania,"Individuals, 55 to 64 years old",Individuals with basic overall digital skills,4.47
2021,Albania,"Individuals, 55 to 64 years old",Individuals with low overall digital skills,4.66
2021,Albania,"Individuals, 55 to 64 years old",Individuals with basic or above basic overall digital skills,6.97
2021,Albania,"Individuals, 55 to 64 years old",Individuals with no overall digital skills,16.38
2021,Albania,"Individuals, 55 to 74 years old",Individuals with above basic overall digital skills,0.12
2021,Albania,"Individuals, 55 to 74 years old",Individuals with basic overall digital skills,3.2
2021,Albania,"Individuals, 55 to 74 years old",Individuals with low overall digital skills,3.32
2021,Albania,"Individuals, 55 to 74 years old",Individuals with basic or above basic overall digital skills,5.12
2021,Albania,"Individuals, 55 to 74 years old",Individuals with no overall digital skills,15.79
2021,Albania,"Individuals, 65 to 74 years old",Individuals with above basic overall digital skills,0.0
2021,Albania,"Individuals, 65 to 74 years old",Individuals with basic overall digital skills,1.18
2021,Albania,"Individuals, 65 to 74 years old",Individuals with low overall digital skills,1.18
2021,Albania,"Individuals, 65 to 74 years old",Individuals with basic or above basic overall digital skills,2.16
2021,Albania,"Individuals, 65 to 74 years old",Individuals with no overall digital skills,14.83
2021,Albania,"Individuals, 75 years old or more",Individuals with above basic overall digital skills,0.0
2021,Albania,"Individuals, 75 years old or more",Individuals with basic overall digital skills,0.0
2021,Albania,"Individuals, 75 years old or more",Individuals with low overall digital skills,0.0
2021,Albania,"Individuals, 75 years old or more",Individuals with basic or above basic overall digital skills,0.0
2021,Albania,"Individuals, 75 years old or more",Individuals with no overall digital skills,7.0
2021,Austria,All individuals,Individuals with above basic overall digital skills,33.28
2021,Austria,All individuals,Individuals with basic overall digital skills,30.05
2021,Austria,All individuals,Individuals with low overall digital skills,63.33
2021,Austria,All individuals,Individuals with basic or above basic overall digital skills,16.95
2021,Austria,All individuals,Individuals with no overall digital skills,2.05
2021,Austria,"Individuals, 16 to 19 years old",Individuals with above basic overall digital skills,37.29
2021,Austria,"Individuals, 16 to 19 years old",Individuals with basic overall digital skills,38.0
2021,Austria,"Individuals, 16 to 19 years old",Individuals with low overall digital skills,75.28
2021,Austria,"Individuals, 16 to 19 years old",Individuals with basic or above basic overall digital skills,17.73
2021,Austria,"Individuals, 16 to 19 years old",Individuals with no overall digital skills,0.0
2021,Austria,"Individuals, 16 to 24 years old",Individuals with above basic overall digital skills,42.83
2021,Austria,"Individuals, 16 to 24 years old",Individuals with basic overall digital skills,36.31
2021,Austria,"Individuals, 16 to 24 years old",Individuals with low overall digital skills,79.14
2021,Austria,"Individuals, 16 to 24 years old",Individuals with basic or above basic overall digital skills,14.51
2021,Austria,"Individuals, 16 to 24 years old",Individuals with no overall digital skills,0.0
2021,Austria,"Individuals, 16 to 29 years old",Individuals with above basic overall digital skills,44.66
2021,Austria,"Individuals, 16 to 29 years old",Individuals with basic overall digital skills,34.2
2021,Austria,"Individuals, 16 to 29 years old",Individuals with low overall digital skills,78.86
2021,Austria,"Individuals, 16 to 29 years old",Individuals with basic or above basic overall digital skills,13.04
2021,Austria,"Individuals, 16 to 29 years old",Individuals with no overall digital skills,0.55
2021,Austria,"Individuals, 20 to 24 years old",Individuals with above basic overall digital skills,45.63
2021,Austria,"Individuals, 20 to 24 years old",Individuals with basic overall digital skills,35.46
2021,Austria,"Individuals, 20 to 24 years old",Individuals with low overall digital skills,81.09
2021,Austria,"Individuals, 20 to 24 years old",Individuals with basic or above basic overall digital skills,12.88
2021,Austria,"Individuals, 20 to 24 years old",Individuals with no overall digital skills,0.0
2021,Austria,"Individuals, 25 to 29 years old",Individuals with above basic overall digital skills,47.45
2021,Austria,"Individuals, 25 to 29 years old",Individuals with basic overall digital skills,30.97
2021,Austria,"Individuals, 25 to 29 years old",Individuals with low overall digital skills,78.43
2021,Austria,"Individuals, 25 to 29 years old",Individuals with basic or above basic overall digital skills,10.81
2021,Austria,"Individuals, 25 to 29 years old",Individuals with no overall digital skills,1.4
2021,Austria,"Individuals, 25 to 34 years old",Individuals with above basic overall digital skills,44.28
2021,Austria,"Individuals, 25 to 34 years old",Individuals with basic overall digital skills,28.88
2021,Austria,"Individuals, 25 to 34 years old",Individuals with low overall digital skills,73.16
2021,Austria,"Individuals, 25 to 34 years old",Individuals with basic or above basic overall digital skills,16.17
2021,Austria,"Individuals, 25 to 34 years old",Individuals with no overall digital skills,0.78
2021,Austria,"Individuals, 25 to 54 years old",Individuals with above basic overall digital skills,39.36
2021,Austria,"Individuals, 25 to 54 years old",Individuals with basic overall digital skills,31.02
2021,Austria,"Individuals, 25 to 54 years old",Individuals with low overall digital skills,70.38
2021,Austria,"Individuals, 25 to 54 years old",Individuals with basic or above basic overall digital skills,17.8
2021,Austria,"Individuals, 25 to 54 years old",Individuals with no overall digital skills,1.53
2021,Austria,"Individuals, 25 to 64 years old",Individuals with above basic overall digital skills,35.36
2021,Austria,"Individuals, 25 to 64 years old",Individuals with basic overall digital skills,30.48
2021,Austria,"Individuals, 25 to 64 years old",Individuals with low overall digital skills,65.84
2021,Austria,"Individuals, 25 to 64 years old",Individuals with basic or above basic overall digital skills,18.11
2021,Austria,"Individuals, 25 to 64 years old",Individuals with no overall digital skills,1.78
2021,Austria,"Individuals, 35 to 44 years old",Individuals with above basic overall digital skills,39.31
2021,Austria,"Individuals, 35 to 44 years old",Individuals with basic overall digital skills,30.87
2021,Austria,"Individuals, 35 to 44 years old",Individuals with low overall digital skills,70.18
2021,Austria,"Individuals, 35 to 44 years old",Individuals with basic or above basic overall digital skills,19.81
2021,Austria,"Individuals, 35 to 44 years old",Individuals with no overall digital skills,1.53
2021,Austria,"Individuals, 45 to 54 years old",Individuals with above basic overall digital skills,34.88
2021,Austria,"Individuals, 45 to 54 years old",Individuals with basic overall digital skills,33.12
2021,Austria,"Individuals, 45 to 54 years old",Individuals with low overall digital skills,68.0
2021,Austria,"Individuals, 45 to 54 years old",Individuals with basic or above basic overall digital skills,17.47
2021,Austria,"Individuals, 45 to 54 years old",Individuals with no overall digital skills,2.21
2021,Austria,"Individuals, 55 to 64 years old",Individuals with above basic overall digital skills,23.86
2021,Austria,"Individuals, 55 to 64 years old",Individuals with basic overall digital skills,28.93
2021,Austria,"Individuals, 55 to 64 years old",Individuals with low overall digital skills,52.79
2021,Austria,"Individuals, 55 to 64 years old",Individuals with basic or above basic overall digital skills,18.99
2021,Austria,"Individuals, 55 to 64 years old",Individuals with no overall digital skills,2.49
2021,Austria,"Individuals, 55 to 74 years old",Individuals with above basic overall digital skills,19.31
2021,Austria,"Individuals, 55 to 74 years old",Individuals with basic overall digital skills,26.01
2021,Austria,"Individuals, 55 to 74 years old",Individuals with low overall digital skills,45.33
2021,Austria,"Individuals, 55 to 74 years old",Individuals with basic or above basic overall digital skills,16.42
2021,Austria,"Individuals, 55 to 74 years old",Individuals with no overall digital skills,3.72
2021,Austria,"Individuals, 65 to 74 years old",Individuals with above basic overall digital skills,12.73
2021,Austria,"Individuals, 65 to 74 years old",Individuals with basic overall digital skills,21.79
2021,Austria,"Individuals, 65 to 74 years old",Individuals with low overall digital skills,34.52
2021,Austria,"Individuals, 65 to 74 years old",Individuals with basic or above basic overall digital skills,12.69
2021,Austria,"Individuals, 65 to 74 years old",Individuals with no overall digital skills,5.51
2021,Belgium,All individuals,Individuals with above basic overall digital skills,26.34
2021,Belgium,All individuals,Individuals with basic overall digital skills,27.89
2021,Belgium,All individuals,Individuals with low overall digital skills,54.23
2021,Belgium,All individuals,Individuals with basic or above basic overall digital skills,18.59
2021,Belgium,All individuals,Individuals with no overall digital skills,3.01
2021,Belgium,"Individuals, 16 to 19 years old",Individuals with above basic overall digital skills,21.74
2021,Belgium,"Individuals, 16 to 19 years old",Individuals with basic overall digital skills,44.3
2021,Belgium,"Individuals, 16 to 19 years old",Individuals with low overall digital skills,66.03
2021,Belgium,"Individuals, 16 to 19 years old",Individuals with basic or above basic overall digital skills,20.75
2021,Belgium,"Individuals, 16 to 19 years old",Individuals with no overall digital skills,1.29
2021,Belgium,"Individuals, 16 to 24 years old",Individuals with above basic overall digital skills,32.03
2021,Belgium,"Individuals, 16 to 24 years old",Individuals with basic overall digital skills,35.05
2021,Belgium,"Individuals, 16 to 24 years old",Individuals with low overall digital skills,67.08
2021,Belgium,"Individuals, 16 to 24 years old",Individuals with basic or above basic overall digital skills,18.65
2021,Belgium,"Individuals, 16 to 24 years old",Individuals with no overall digital skills,1.27
2021,Belgium,"Individuals, 16 to 29 years old",Individuals with above basic overall digital skills,39.6
2021,Belgium,"Individuals, 16 to 29 years old",Individuals with basic overall digital skills,32.16
2021,Belgium,"Individuals, 16 to 29 years old",Individuals with low overall digital skills,71.77
2021,Belgium,"Individuals, 16 to 29 years old",Individuals with basic or above basic overall digital skills,15.83
2021,Belgium,"Individuals, 16 to 29 years old",Individuals with no overall digital skills,1.45
2021,Belgium,"Individuals, 20 to 24 years old",Individuals with above basic overall digital skills,38.33
2021,Belgium,"Individuals, 20 to 24 years old",Individuals with basic overall digital skills,29.39
2021,Belgium,"Individuals, 20 to 24 years old",Individuals with low overall digital skills,67.71
2021,Belgium,"Individuals, 20 to 24 years old",Individuals with basic or above basic overall digital skills,17.36
2021,Belgium,"Individuals, 20 to 24 years old",Individuals with no overall digital skills,1.26
2021,Belgium,"Individuals, 25 to 29 years old",Individuals with above basic overall digital skills,51.9
2021,Belgium,"Individuals, 25 to 29 years old",Individuals with basic overall digital skills,27.48
2021,Belgium,"Individuals, 25 to 29 years old",Individuals with low overall digital skills,79.38
2021,Belgium,"Individuals, 25 to 29 years old",Individuals with basic or above basic overall digital skills,11.26
2021,Belgium,"Individuals, 25 to 29 years old",Individuals with no overall digital skills,1.75
2021,Belgium,"Individuals, 25 to 34 years old",Individuals with above basic overall digital skills,44.14
2021,Belgium,"Individuals, 25 to 34 years old",Individuals with basic overall digital skills,30.1
2021,Belgium,"Individuals, 25 to 34 years old",Individuals with low overall digital skills,74.24
2021,Belgium,"Individuals, 25 to 34 years old",Individuals with basic or above basic overall digital skills,13.84
2021,Belgium,"Individuals, 25 to 34 years old",Individuals with no overall digital skills,1.33
2021,Belgium,"Individuals, 25 to 54 years old",Individuals with above basic overall digital skills,33.43
2021,Belgium,"Individuals, 25 to 54 years old",Individuals with basic overall digital skills,29.52
2021,Belgium,"Individuals, 25 to 54 years old",Individuals with low overall digital skills,62.95
2021,Belgium,"Individuals, 25 to 54 years old",Individuals with basic or above basic overall digital skills,17.56
2021,Belgium,"Individuals, 25 to 54 years old",Individuals with no overall digital skills,2.2
2021,Belgium,"Individuals, 25 to 64 years old",Individuals with above basic overall digital skills,28.53
2021,Belgium,"Individuals, 25 to 64 years old",Individuals with basic overall digital skills,28.13
2021,Belgium,"Individuals, 25 to 64 years old",Individuals with low overall digital skills,56.67
2021,Belgium,"Individuals, 25 to 64 years old",Individuals with basic or above basic overall digital skills,18.62
2021,Belgium,"Individuals, 25 to 64 years old",Individuals with no overall digital skills,2.99
2021,Belgium,"Individuals, 35 to 44 years old",Individuals with above basic overall digital skills,31.82
2021,Belgium,"Individuals, 35 to 44 years old",Individuals with basic overall digital skills,31.43
2021,Belgium,"Individuals, 35 to 44 years old",Individuals with low overall digital skills,63.24
2021,Belgium,"Individuals, 35 to 44 years old",Individuals with basic or above basic overall digital skills,19.11
2021,Belgium,"Individuals, 35 to 44 years old",Individuals with no overall digital skills,3.17
2021,Belgium,"Individuals, 45 to 54 years old",Individuals with above basic overall digital skills,24.62
2021,Belgium,"Individuals, 45 to 54 years old",Individuals with basic overall digital skills,27.09
2021,Belgium,"Individuals, 45 to 54 years old",Individuals with low overall digital skills,51.71
2021,Belgium,"Individuals, 45 to 54 years old",Individuals with basic or above basic overall digital skills,19.65
2021,Belgium,"Individuals, 45 to 54 years old",Individuals with no overall digital skills,2.12
2021,Belgium,"Individuals, 55 to 64 years old",Individuals with above basic overall digital skills,14.06
2021,Belgium,"Individuals, 55 to 64 years old",Individuals with basic overall digital skills,24.04
2021,Belgium,"Individuals, 55 to 64 years old",Individuals with low overall digital skills,38.1
2021,Belgium,"Individuals, 55 to 64 years old",Individuals with basic or above basic overall digital skills,21.77
2021,Belgium,"Individuals, 55 to 64 years old",Individuals with no overall digital skills,5.3
2021,Belgium,"Individuals, 55 to 74 years old",Individuals with above basic overall digital skills,12.03
2021,Belgium,"Individuals, 55 to 74 years old",Individuals with basic overall digital skills,22.07
2021,Belgium,"Individuals, 55 to 74 years old",Individuals with low overall digital skills,34.1
2021,Belgium,"Individuals, 55 to 74 years old",Individuals with basic or above basic overall digital skills,20.29
2021,Belgium,"Individuals, 55 to 74 years old",Individuals with no overall digital skills,5.11
2021,Belgium,"Individuals, 65 to 74 years old",Individuals with above basic overall digital skills,9.4
2021,Belgium,"Individuals, 65 to 74 years old",Individuals with basic overall digital skills,19.53
