Entity,Code,Year,Annual CO₂ emissions (per capita)
Luxembourg,LUX,1974,41.047718
Luxembourg,LUX,1973,40.59391
Luxembourg,LUX,1970,40.475006
Luxembourg,LUX,1972,38.988323
Luxembourg,LUX,1969,38.96762
Luxembourg,LUX,1971,38.581238
Luxembourg,LUX,1964,37.673428
Luxembourg,LUX,1965,36.971375
Luxembourg,LUX,1960,36.629093
Luxembourg,LUX,1961,36.580036
Luxembourg,LUX,1968,36.37062
Luxembourg,LUX,1962,36.08063
Luxembourg,LUX,1963,35.410664
Luxembourg,LUX,1957,35.089443
Luxembourg,LUX,1966,34.851803
Luxembourg,LUX,1967,33.82433
Luxembourg,LUX,1956,33.744488
Luxembourg,LUX,1975,33.544598
Luxembourg,LUX,1979,33.510323
Luxembourg,LUX,1959,33.341896
Luxembourg,LUX,1976,33.32911
Luxembourg,LUX,1978,32.90406
Luxembourg,LUX,1958,32.474606
Luxembourg,LUX,1955,32.35407
Luxembourg,LUX,1991,32.181065
Luxembourg,LUX,1952,31.331244
Luxembourg,LUX,1992,31.166605
Luxembourg,LUX,1993,31.136255
Luxembourg,LUX,1990,30.98945
Luxembourg,LUX,1977,30.574385
Luxembourg,LUX,1980,30.443203
Luxembourg,LUX,1951,30.210049
Luxembourg,LUX,1954,28.934362
Luxembourg,LUX,1994,28.71006
Luxembourg,LUX,1953,28.67729
Luxembourg,LUX,1989,26.120216
Luxembourg,LUX,1981,26.025719
Luxembourg,LUX,2005,25.984957
Luxembourg,LUX,2004,25.822998
Estonia,EST,1985,25.533901
Luxembourg,LUX,2006,25.213663
Estonia,EST,1986,25.21297
Luxembourg,LUX,1985,25.204838
Estonia,EST,1989,25.105328
Luxembourg,LUX,1950,25.014633
Estonia,EST,1987,24.893635
Luxembourg,LUX,1986,24.746542
Estonia,EST,1988,24.72691
Luxembourg,LUX,1984,24.616035
Luxembourg,LUX,1982,24.447992
Luxembourg,LUX,1988,24.367577
Estonia,EST,1980,23.909357
Estonia,EST,1984,23.822989
Luxembourg,LUX,1987,23.782467
Estonia,EST,1983,23.774874
Estonia,EST,1982,23.601559
Luxembourg,LUX,2007,23.562086
Estonia,EST,1990,23.50555
Estonia,EST,1981,23.3139
Luxembourg,LUX,2003,23.15829
Estonia,EST,1979,23.13259
Estonia,EST,1978,23.098408
Luxembourg,LUX,1983,22.887058
Luxembourg,LUX,2008,22.86432
Estonia,EST,1977,22.515785
Luxembourg,LUX,1995,22.460876
Luxembourg,LUX,2002,22.382103
Luxembourg,LUX,1996,22.283075
Luxembourg,LUX,2010,22.082712
Estonia,EST,1976,21.954182
Estonia,EST,1991,21.81062
Luxembourg,LUX,2011,21.424578
Luxembourg,LUX,2009,21.3514
Estonia,EST,1975,21.309103
Luxembourg,LUX,2001,20.862108
Luxembourg,LUX,2012,20.490171
Luxembourg,LUX,1997,20.467562
Estonia,EST,1974,20.4378
Luxembourg,LUX,2000,19.9792
Estonia,EST,1973,19.855669
Estonia,EST,1972,19.214262
Luxembourg,LUX,2013,19.037624
Luxembourg,LUX,1999,18.90661
Estonia,EST,1971,18.427761
Luxembourg,LUX,1998,18.091682
Luxembourg,LUX,2014,17.665773
Estonia,EST,1970,17.526083
Estonia,EST,1969,16.823967
Luxembourg,LUX,2015,16.42211
Estonia,EST,1968,16.331999
Estonia,EST,1967,16.062656
Estonia,EST,1992,15.853843
Luxembourg,LUX,2019,15.757939
Luxembourg,LUX,2018,15.748627
Luxembourg,LUX,2016,15.58947
Luxembourg,LUX,2017,15.542759
Estonia,EST,1966,15.527423
Estonia,EST,2013,14.917028
Estonia,EST,2007,14.875755
Estonia,EST,1965,14.860375
Germany,DEU,1979,14.347402
Estonia,EST,2014,14.323191
Estonia,EST,2011,14.280438
Belgium,BEL,1973,14.251578
Estonia,EST,2010,14.250807
Denmark,DNK,1996,14.250308
Belgium,BEL,1979,14.243389
Estonia,EST,2017,14.222141
Estonia,EST,1964,14.169675
Germany,DEU,1980,14.142085
Finland,FIN,2003,13.937104
Germany,DEU,1976,13.920135
Belgium,BEL,1974,13.842366
Germany,DEU,1978,13.822353
Belgium,BEL,1978,13.821169
Germany,DEU,1973,13.801618
Belgium,BEL,1980,13.718175
Estonia,EST,1994,13.583166
Estonia,EST,2018,13.527124
Germany,DEU,1974,13.517167
Germany,DEU,1981,13.497203
Germany,DEU,1969,13.485031
Estonia,EST,1963,13.481816
Belgium,BEL,1972,13.467393
Germany,DEU,1986,13.46307
Germany,DEU,1977,13.456805
Germany,DEU,1985,13.448401
Estonia,EST,2012,13.4361725
Estonia,EST,2008,13.329997
Germany,DEU,1984,13.320402
Netherlands,NLD,1979,13.31932
Estonia,EST,2016,13.290373
Germany,DEU,1990,13.288876
Estonia,EST,1996,13.273492
Belgium,BEL,1976,13.268232
Germany,DEU,1972,13.243054
Germany,DEU,1987,13.221041
Germany,DEU,1971,13.2112875
Finland,FIN,2004,13.186135
Luxembourg,LUX,2021,13.18523
Estonia,EST,1997,13.143159
Germany,DEU,1988,13.112342
Germany,DEU,1970,13.104639
Germany,DEU,1982,13.087596
Poland,POL,1980,13.043648
Germany,DEU,1983,13.041849
Belgium,BEL,1970,13.032044
Finland,FIN,2006,12.982865
Estonia,EST,1993,12.920868
Belgium,BEL,1977,12.895415
Belgium,BEL,1969,12.874312
Germany,DEU,1964,12.846404
Luxembourg,LUX,2020,12.797711
Belgium,BEL,1996,12.79026
Germany,DEU,1989,12.783045
Belgium,BEL,1998,12.781368
Germany,DEU,1975,12.767827
Germany,DEU,1991,12.742418
Estonia,EST,1962,12.718101
Estonia,EST,2004,12.717503
Germany,DEU,1968,12.683064
Germany,DEU,1963,12.640986
Germany,DEU,1965,12.626699
Finland,FIN,2007,12.623155
Estonia,EST,2005,12.620692
Denmark,DNK,1970,12.6020155
Estonia,EST,2003,12.595059
Belgium,BEL,1971,12.555921
Belgium,BEL,1981,12.55371
Poland,POL,1979,12.541323
Finland,FIN,2002,12.506471
Netherlands,NLD,1980,12.500141
Finland,FIN,1996,12.494933
Belgium,BEL,1975,12.477481
Belgium,BEL,1995,12.474864
Ireland,IRL,2001,12.4333725
Estonia,EST,1995,12.432273
Denmark,DNK,1991,12.427407
Germany,DEU,1966,12.417618
Denmark,DNK,1994,12.404246
Denmark,DNK,1997,12.399668
Belgium,BEL,1994,12.39393
Belgium,BEL,1968,12.393719
Poland,POL,1978,12.356221
Belgium,BEL,1991,12.352231
Belgium,BEL,2000,12.345792
Belgium,BEL,2003,12.3285475
Poland,POL,1987,12.315493
Belgium,BEL,2004,12.315304
Slovakia,SVK,1977,12.292017
Netherlands,NLD,1976,12.291382
Netherlands,NLD,1973,12.289192
Denmark,DNK,1979,12.288085
Slovakia,SVK,1978,12.281128
Estonia,EST,1961,12.2648535
Belgium,BEL,2002,12.250705
Belgium,BEL,1992,12.228726
Belgium,BEL,2001,12.228443
Estonia,EST,2006,12.211169
Belgium,BEL,1997,12.209959
Finland,FIN,1997,12.197799
Belgium,BEL,1999,12.194681
Netherlands,NLD,1978,12.172054
Finland,FIN,1980,12.164499
Belgium,BEL,1929,12.139221
Finland,FIN,1994,12.131691
Germany,DEU,1967,12.13148
Denmark,DNK,1977,12.123688
Denmark,DNK,1969,12.12024
Poland,POL,1977,12.093051
Belgium,BEL,1993,12.08951
Germany,DEU,1992,12.087449
Belgium,BEL,1990,12.078118
Poland,POL,1986,12.069638
Slovakia,SVK,1976,12.054658
Finland,FIN,2001,12.049714
Estonia,EST,1960,12.041001
Estonia,EST,2015,12.036589
Ireland,IRL,2000,12.005748
Estonia,EST,1998,12.004913
Denmark,DNK,1972,11.960335
Poland,POL,1985,11.9558325
Finland,FIN,2010,11.948101
Denmark,DNK,1978,11.945417
Belgium,BEL,2005,11.945248
Germany,DEU,1993,11.9067335
Germany,DEU,1962,11.903436
Slovakia,SVK,1980,11.882176
Belgium,BEL,1982,11.879669
Slovakia,SVK,1979,11.845528
Ireland,IRL,2002,11.833219
Denmark,DNK,1976,11.82509
Netherlands,NLD,1972,11.820265
Denmark,DNK,1973,11.818503
Netherlands,NLD,1977,11.807942
Germany,DEU,1996,11.803728
Netherlands,NLD,1974,11.797851
Denmark,DNK,1995,11.776691
Denmark,DNK,1980,11.762251
Poland,POL,1988,11.748361
Netherlands,NLD,1996,11.731838
Poland,POL,1984,11.727433
Slovakia,SVK,1975,11.721362
Slovakia,SVK,1984,11.720672
Denmark,DNK,1985,11.716203
Belgium,BEL,2006,11.704935
Ireland,IRL,2005,11.684938
Slovakia,SVK,1990,11.683941
Estonia,EST,1959,11.668515
Belgium,BEL,1930,11.665941
Finland,FIN,1987,11.664912
Slovakia,SVK,1981,11.663581
Denmark,DNK,1993,11.662751
Germany,DEU,1994,11.661228
Poland,POL,1982,11.632667
Poland,POL,1976,11.630795
Luxembourg,LUX,2022,11.618432
Germany,DEU,1995,11.586038
Denmark,DNK,1998,11.556596
Netherlands,NLD,1981,11.542947
Ireland,IRL,2003,11.540162
Poland,POL,1983,11.523488
Finland,FIN,1998,11.516726
Denmark,DNK,1971,11.511823
Slovakia,SVK,1986,11.508681
Sweden,SWE,1970,11.496072
Slovakia,SVK,1985,11.492163
Denmark,DNK,1986,11.486153
Belgium,BEL,1927,11.473022
Slovakia,SVK,1982,11.468814
Ireland,IRL,2004,11.450207
Estonia,EST,2001,11.442431
Germany,DEU,1997,11.438256
Finland,FIN,1990,11.4137
Ireland,IRL,1999,11.408902
Poland,POL,1981,11.408211
Slovakia,SVK,1983,11.407454
Finland,FIN,1999,11.395992
Finland,FIN,1979,11.383408
Finland,FIN,1995,11.377576
Belgium,BEL,1963,11.3774605
Denmark,DNK,1987,11.372085
Netherlands,NLD,1991,11.372063
Slovakia,SVK,1972,11.364834
Slovakia,SVK,1971,11.357971
Estonia,EST,1999,11.355936
Germany,DEU,1961,11.342258
Germany,DEU,1998,11.327495
Slovakia,SVK,1987,11.317324
Slovakia,SVK,1974,11.316637
Belgium,BEL,2007,11.307179
Slovakia,SVK,1973,11.302332
Belgium,BEL,1967,11.2830715
Netherlands,NLD,1992,11.281211
Denmark,DNK,1992,11.269815
Ireland,IRL,2006,11.241227
Denmark,DNK,2003,11.238224
Germany,DEU,2001,11.227958
Netherlands,NLD,2004,11.223762
Netherlands,NLD,1997,11.214738
Netherlands,NLD,1995,11.212846
Netherlands,NLD,1998,11.2091875
Netherlands,NLD,1993,11.203348
Belgium,BEL,2008,11.202869
Belgium,BEL,1965,11.191009
Netherlands,NLD,1994,11.18267
Estonia,EST,1958,11.163336
Netherlands,NLD,1975,11.1626005
Netherlands,NLD,2003,11.154617
Estonia,EST,2002,11.144102
Germany,DEU,1960,11.140283
Poland,POL,1989,11.127728
Belgium,BEL,1928,11.115544
Finland,FIN,1993,11.114732
Belgium,BEL,1966,11.102418
Netherlands,NLD,2001,11.084364
Estonia,EST,2000,11.083067
Slovakia,SVK,1988,11.08028
Belgium,BEL,1964,11.074733
Ireland,IRL,1998,11.066219
Germany,DEU,2003,11.061999
Poland,POL,1975,11.055535
Germany,DEU,2002,11.036306
Finland,FIN,2008,11.03276
Denmark,DNK,1999,11.025262
Germany,DEU,2000,11.022925
Finland,FIN,2000,11.013854
Denmark,DNK,1975,11.013526
Finland,FIN,1991,11.007097
Netherlands,NLD,2002,10.989949
Germany,DEU,1999,10.978855
Netherlands,NLD,2010,10.974161
Lithuania,LTU,1985,10.972649
Belgium,BEL,1937,10.967416
Denmark,DNK,1968,10.944017
Netherlands,NLD,2005,10.937212
Ireland,IRL,2007,10.9325285
Denmark,DNK,1974,10.928508
Slovakia,SVK,1970,10.910142
Finland,FIN,1978,10.905018
Denmark,DNK,2006,10.901747
Germany,DEU,2004,10.897857
Belgium,BEL,1956,10.896852
Netherlands,NLD,1989,10.886312
Netherlands,NLD,1990,10.884578
Netherlands,NLD,1970,10.876416
Finland,FIN,2005,10.874235
Germany,DEU,1957,10.838651
Finland,FIN,1976,10.834455
Finland,FIN,1986,10.819944
Sweden,SWE,1969,10.819906
Netherlands,NLD,2000,10.819221
Germany,DEU,2006,10.809575
Netherlands,NLD,1999,10.805018
Estonia,EST,2009,10.802874
Belgium,BEL,1957,10.802443
Finland,FIN,1992,10.762338
Belgium,BEL,1989,10.746732
Denmark,DNK,1988,10.732117
Germany,DEU,1956,10.719962
Finland,FIN,1981,10.709312
Sweden,SWE,1973,10.7012615
Sweden,SWE,1976,10.699762
Netherlands,NLD,2008,10.674526
Netherlands,NLD,1971,10.667261
Ireland,IRL,1997,10.66025
Germany,DEU,2005,10.656909
Ireland,IRL,2008,10.637611
Belgium,BEL,1984,10.63103
Belgium,BEL,1962,10.619147
Netherlands,NLD,2006,10.5962715
Finland,FIN,1977,10.580239
Finland,FIN,1973,10.569736
Finland,FIN,1989,10.564632
Netherlands,NLD,2007,10.538973
Estonia,EST,1957,10.537551
Belgium,BEL,2010,10.535453
Slovakia,SVK,1989,10.533553
Belgium,BEL,1985,10.526196
Finland,FIN,1988,10.524092
Finland,FIN,2011,10.51154
Germany,DEU,2008,10.500914
Germany,DEU,1958,10.48539
Germany,DEU,2007,10.472896
Finland,FIN,2009,10.471616
Sweden,SWE,1971,10.46702
Denmark,DNK,1982,10.458692
Denmark,DNK,1966,10.440811
Sweden,SWE,1972,10.434364
Belgium,BEL,1931,10.428055
Denmark,DNK,2001,10.427032
Belgium,BEL,1955,10.415618
Germany,DEU,1959,10.413412
France,FRA,1973,10.395913
Denmark,DNK,1990,10.394725
Ireland,IRL,1996,10.388723
Sweden,SWE,1977,10.373606
Belgium,BEL,1987,10.36226
Belgium,BEL,1986,10.352812
Lithuania,LTU,1980,10.343681
Belgium,BEL,1951,10.334558
Denmark,DNK,2002,10.328589
Greece,GRC,2007,10.327349
Netherlands,NLD,1987,10.322129
Poland,POL,1974,10.311203
Netherlands,NLD,2009,10.300809
Bulgaria,BGR,1987,10.295022
Lithuania,LTU,1984,10.265725
Belgium,BEL,1983,10.257088
Lithuania,LTU,1983,10.255771
Bulgaria,BGR,1986,10.253178
Greece,GRC,2005,10.247849
Sweden,SWE,1979,10.230014
Germany,DEU,2010,10.219843
Germany,DEU,2013,10.208109
Lithuania,LTU,1982,10.190604
Denmark,DNK,2004,10.174345
Denmark,DNK,2000,10.16851
Germany,DEU,1955,10.158266
Denmark,DNK,1967,10.14046
Netherlands,NLD,2011,10.126284
Netherlands,NLD,1985,10.125585
Greece,GRC,2006,10.122328
Belgium,BEL,1961,10.110542
Finland,FIN,1985,10.107561
Slovakia,SVK,1991,10.091689
Denmark,DNK,1981,10.086999
Poland,POL,1973,10.08686
Lithuania,LTU,1981,10.084314
Belgium,BEL,1988,10.056759
Bulgaria,BGR,1983,10.055479
Lithuania,LTU,1978,10.037705
Lithuania,LTU,1979,10.034745
Greece,GRC,2008,10.03108
Belgium,BEL,1925,10.029748
Ireland,IRL,1995,10.016238
Bulgaria,BGR,1982,10.015531
Bulgaria,BGR,1985,10.005668
France,FRA,1972,9.997275
Poland,POL,1972,9.991279
Denmark,DNK,2007,9.983965
France,FRA,1974,9.981285
Belgium,BEL,1960,9.980326
Belgium,BEL,2009,9.976996
Netherlands,NLD,1984,9.976012
Lithuania,LTU,1991,9.969968
Germany,DEU,2012,9.967624
France,FRA,1979,9.959295
Belgium,BEL,1948,9.950596
France,FRA,1978,9.943627
Finland,FIN,1974,9.936586
France,FRA,1976,9.935365
Germany,DEU,2011,9.918698
Belgium,BEL,1926,9.917318
Denmark,DNK,1984,9.915555
Poland,POL,1990,9.894882
Netherlands,NLD,1986,9.869051
Belgium,BEL,1924,9.866386
Netherlands,NLD,1988,9.863133
Netherlands,NLD,2012,9.858733
Greece,GRC,2004,9.850148
Bulgaria,BGR,1988,9.836473
Poland,POL,1996,9.82478
Bulgaria,BGR,1989,9.822574
Sweden,SWE,1975,9.819567
Greece,GRC,2003,9.816556
Lithuania,LTU,1986,9.805923
Lithuania,LTU,1988,9.796106
Poland,POL,1991,9.789059
Ireland,IRL,1994,9.787742
Lithuania,LTU,1977,9.779369
Lithuania,LTU,1989,9.779037
Sweden,SWE,1968,9.776798
Denmark,DNK,1983,9.776507
Netherlands,NLD,2013,9.774754
Finland,FIN,1975,9.769035
Belgium,BEL,1959,9.758676
Belgium,BEL,1954,9.756723
Belgium,BEL,1958,9.756159
Sweden,SWE,1974,9.742623
Germany,DEU,2016,9.738013
Bulgaria,BGR,1984,9.737123
Germany,DEU,2015,9.724056
Estonia,EST,1956,9.717144
Germany,DEU,2014,9.708648
Germany,DEU,2009,9.700711
France,FRA,1971,9.679972
Lithuania,LTU,1987,9.664935
Latvia,LVA,1985,9.64199
Belgium,BEL,1947,9.629662
Netherlands,NLD,2016,9.617285
Austria,AUT,2005,9.614327
Netherlands,NLD,2015,9.612182
Ireland,IRL,1991,9.608038
Belgium,BEL,1952,9.598426
Sweden,SWE,1978,9.597098
Belgium,BEL,2011,9.590273
Slovakia,SVK,1969,9.578629
France,FRA,1977,9.578538
Belgium,BEL,1938,9.578083
Poland,POL,1971,9.565078
Poland,POL,1997,9.564396
Netherlands,NLD,1983,9.558849
Lithuania,LTU,1976,9.535991
Austria,AUT,2003,9.53213
Poland,POL,1993,9.52979
Poland,POL,1992,9.5291195
Greece,GRC,2001,9.515908
France,FRA,1980,9.514247
Germany,DEU,2017,9.512761
Ireland,IRL,1993,9.509086
Austria,AUT,2004,9.508893
Finland,FIN,2013,9.508404
Finland,FIN,1972,9.505961
Ireland,IRL,1992,9.493141
Denmark,DNK,1989,9.483003
Denmark,DNK,2005,9.479754
Germany,DEU,1943,9.478794
Greece,GRC,2002,9.462387
Ireland,IRL,1990,9.452202
Finland,FIN,2012,9.447225
Poland,POL,1995,9.4426
Lithuania,LTU,1990,9.4398
Greece,GRC,2009,9.43601
Netherlands,NLD,2017,9.4264345
Belgium,BEL,1953,9.424456
Belgium,BEL,1949,9.413
Poland,POL,1994,9.386685
Ireland,IRL,2009,9.373554
Belgium,BEL,1923,9.363421
Poland,POL,1970,9.363172
Romania,ROU,1989,9.34551
Netherlands,NLD,1982,9.337028
Greece,GRC,2000,9.328876
Romania,ROU,1987,9.315022
Denmark,DNK,2008,9.3146715
Denmark,DNK,1965,9.312498
Romania,ROU,1988,9.312336
Germany,DEU,1942,9.298256
Austria,AUT,2006,9.291188
Germany,DEU,1954,9.289286
Netherlands,NLD,2014,9.287887
Estonia,EST,2019,9.286828
Belgium,BEL,2012,9.283222
Austria,AUT,1913,9.276998
Slovakia,SVK,1964,9.274923
Sweden,SWE,1966,9.273348
Lithuania,LTU,1975,9.260751
Austria,AUT,1908,9.252338
Belgium,BEL,2013,9.250864
Ireland,IRL,2010,9.236927
Slovakia,SVK,1992,9.220632
Germany,DEU,1941,9.196745
Belgium,BEL,1934,9.194473
France,FRA,1975,9.192845
Netherlands,NLD,2018,9.148068
Denmark,DNK,1964,9.145133
Belgium,BEL,1936,9.139779
Germany,DEU,1940,9.120772
France,FRA,1970,9.113062
Germany,DEU,2018,9.105443
Poland,POL,1969,9.093198
Belgium,BEL,1913,9.083431
Slovakia,SVK,1968,9.078307
Germany,DEU,1939,9.071787
Bulgaria,BGR,1978,9.065042
Latvia,LVA,1986,9.0268
Latvia,LVA,1980,9.018636
Greece,GRC,1998,9.015223
Slovakia,SVK,1963,9.005245
Latvia,LVA,1984,8.993766
Belgium,BEL,2015,8.992077
Netherlands,NLD,1969,8.98997
Slovenia,SVN,2008,8.986297
Latvia,LVA,1983,8.97223
Estonia,EST,1955,8.951494
Slovakia,SVK,1965,8.948913
Austria,AUT,1910,8.945361
Belgium,BEL,1933,8.94156
Austria,AUT,2007,8.935539
Bulgaria,BGR,1981,8.919927
Netherlands,NLD,1968,8.9136305
Romania,ROU,1983,8.91189
Austria,AUT,2002,8.908898
Greece,GRC,1999,8.908136
Latvia,LVA,1982,8.905415
Finland,FIN,1982,8.903609
Romania,ROU,1986,8.901878
Belgium,BEL,1939,8.893595
Romania,ROU,1979,8.88097
Lithuania,LTU,1974,8.876538
Romania,ROU,1981,8.873425
Denmark,DNK,2010,8.86165
France,FRA,1969,8.852065
Romania,ROU,1980,8.849926
Romania,ROU,1978,8.846533
Belgium,BEL,1950,8.842692
Denmark,DNK,2009,8.839558
Poland,POL,1998,8.834719
Austria,AUT,2008,8.832387
Greece,GRC,2010,8.823278
Slovakia,SVK,1966,8.820693
Belgium,BEL,2016,8.803081
Latvia,LVA,1981,8.798043
Germany,DEU,1953,8.796514
Bulgaria,BGR,1979,8.79475
Finland,FIN,1971,8.788585
Netherlands,NLD,2019,8.783454
Finland,FIN,1970,8.760226
Belgium,BEL,1935,8.758736
Sweden,SWE,1967,8.744494
Bulgaria,BGR,1990,8.740868
Poland,POL,2017,8.739704
Slovakia,SVK,1967,8.7336855
Belgium,BEL,2018,8.731839
Poland,POL,2006,8.731447
Latvia,LVA,1979,8.731158
Austria,AUT,2001,8.728174
Romania,ROU,1982,8.72672
Poland,POL,2018,8.72451
Poland,POL,2007,8.720246
Finland,FIN,2014,8.719135
Latvia,LVA,1978,8.713126
Slovakia,SVK,1993,8.709576
Belgium,BEL,2017,8.700875
Denmark,DNK,1963,8.688213
Belgium,BEL,2014,8.681364
Italy,ITA,2004,8.669648
Poland,POL,2010,8.659261
Belgium,BEL,1912,8.6565895
Poland,POL,2021,8.64257
Belgium,BEL,2019,8.641646
Slovakia,SVK,1962,8.639835
Poland,POL,2011,8.63779
Italy,ITA,2003,8.637428
Finland,FIN,1984,8.633616
Italy,ITA,2005,8.631403
Ireland,IRL,1989,8.630023
Germany,DEU,1952,8.628649
Sweden,SWE,1980,8.627977
Greece,GRC,1997,8.625214
Poland,POL,1968,8.61424
Lithuania,LTU,1973,8.611977
Austria,AUT,2010,8.611599
Ireland,IRL,1987,8.602419
Bulgaria,BGR,1980,8.601937
Finland,FIN,2016,8.598022
Romania,ROU,1985,8.587897
Greece,GRC,2011,8.587692
Poland,POL,1999,8.584712
Slovenia,SVN,2007,8.571869
Ireland,IRL,2016,8.560532
Hungary,HUN,1984,8.558931
Poland,POL,2008,8.555099
Ireland,IRL,1988,8.542985
Finland,FIN,1983,8.539046
Slovenia,SVN,2006,8.531263
Germany,DEU,2019,8.508805
Italy,ITA,2006,8.504796
France,FRA,1981,8.502962
Bulgaria,BGR,1977,8.482604
Netherlands,NLD,1967,8.482341
Austria,AUT,1991,8.47972
Latvia,LVA,1977,8.47465
Austria,AUT,1996,8.467981
Germany,DEU,1938,8.4533
Slovenia,SVN,2005,8.446007
Austria,AUT,1997,8.445388
Poland,POL,2012,8.43873
Spain,ESP,2005,8.431613
France,FRA,1968,8.423953
Poland,POL,2016,8.396815
Germany,DEU,1944,8.392185
Austria,AUT,1998,8.390326
Poland,POL,2004,8.38931
Romania,ROU,1984,8.382953
Slovenia,SVN,1988,8.379142
Ireland,IRL,2012,8.374802
Ireland,IRL,2011,8.374151
Italy,ITA,2002,8.370203
Poland,POL,2005,8.36701
Hungary,HUN,1983,8.366138
Slovenia,SVN,2004,8.365965
Belgium,BEL,1932,8.360649
Slovenia,SVN,1986,8.353382
Slovenia,SVN,2002,8.350112
Italy,ITA,2007,8.3475
Poland,POL,2013,8.3384905
Greece,GRC,2012,8.335977
Germany,DEU,1913,8.3334255
Netherlands,NLD,1966,8.333408
Sweden,SWE,1981,8.333264
Austria,AUT,2011,8.331258
Lithuania,LTU,1972,8.32364
Slovenia,SVN,1989,8.310166
Ireland,IRL,2015,8.298437
Slovenia,SVN,1997,8.295691
Finland,FIN,2018,8.291232
Belgium,BEL,1911,8.266107
Austria,AUT,2000,8.260701
Germany,DEU,1917,8.25984
Italy,ITA,2000,8.259678
Poland,POL,2003,8.258339
Italy,ITA,2001,8.25647
Poland,POL,2019,8.252866
Belgium,BEL,1910,8.251553
Slovakia,SVK,1995,8.251394
Greece,GRC,1996,8.248475
Hungary,HUN,1978,8.248037
Latvia,LVA,1976,8.246922
Poland,POL,2000,8.244563
Belgium,BEL,2021,8.23914
Bulgaria,BGR,1975,8.229594
France,FRA,1967,8.227588
Slovenia,SVN,2001,8.223379
Slovakia,SVK,1997,8.218341
Austria,AUT,1999,8.217767
Spain,ESP,2004,8.217263
Slovakia,SVK,1996,8.2164545
Slovakia,SVK,1961,8.204988
Romania,ROU,1977,8.203098
Poland,POL,2009,8.196572
Bulgaria,BGR,1976,8.196014
Slovakia,SVK,1994,8.196012
Finland,FIN,1969,8.194972
Italy,ITA,1999,8.190235
Ireland,IRL,2017,8.189318
Slovenia,SVN,2003,8.17907
Netherlands,NLD,1965,8.178987
Ireland,IRL,1979,8.175281
Slovakia,SVK,1998,8.159849
Poland,POL,1967,8.154182
Germany,DEU,1951,8.145513
Hungary,HUN,1985,8.140981
Germany,DEU,2021,8.138241
Hungary,HUN,1982,8.127242
Romania,ROU,1976,8.124824
Austria,AUT,1979,8.12474
Ireland,IRL,2013,8.124482
Ireland,IRL,1986,8.120866
Spain,ESP,2007,8.120073
Greece,GRC,1994,8.117483
Slovenia,SVN,1987,8.113861
Poland,POL,2015,8.111281
Greece,GRC,1992,8.109611
Poland,POL,2001,8.108571
Italy,ITA,1998,8.1077795
France,FRA,1982,8.106902
Finland,FIN,2017,8.106902
Poland,POL,2022,8.106886
Greece,GRC,1995,8.106244
Greece,GRC,1990,8.099008
Spain,ESP,2006,8.09614
Austria,AUT,1990,8.096019
Hungary,HUN,1980,8.095273
Italy,ITA,2008,8.089209
Hungary,HUN,1981,8.084928
Bulgaria,BGR,1974,8.073896
Germany,DEU,1929,8.073647
Ireland,IRL,2018,8.069606
Austria,AUT,2009,8.068539
Slovenia,SVN,1998,8.066764
Sweden,SWE,1965,8.06655
Finland,FIN,2015,8.063938
Belgium,BEL,1907,8.06343
Austria,AUT,1995,8.0586
Hungary,HUN,1979,8.041704
Slovakia,SVK,2001,8.039532
Slovenia,SVN,1996,8.037195
Hungary,HUN,1987,8.036573
Belgium,BEL,1906,8.036175
Slovenia,SVN,1985,8.027463
Greece,GRC,1991,8.026472
Poland,POL,2014,8.024037
Poland,POL,1966,8.012453
Slovakia,SVK,1999,8.007657
Spain,ESP,2002,8.003099
Slovenia,SVN,2010,8.0006695
Netherlands,NLD,2021,7.993908
Latvia,LVA,1975,7.9929476
Austria,AUT,2013,7.9928894
Netherlands,NLD,1964,7.9862967
Germany,DEU,2022,7.9837584
Austria,AUT,2012,7.9817066
Estonia,EST,1954,7.9789376
Greece,GRC,1993,7.9789295
Cyprus,CYP,2008,7.9785
Germany,DEU,1937,7.9784474
Lithuania,LTU,1971,7.9752707
Ireland,IRL,2014,7.9731493
Spain,ESP,2003,7.964245
Slovakia,SVK,2004,7.96147
Slovakia,SVK,2005,7.9606605
Germany,DEU,1918,7.9522567
Denmark,DNK,1962,7.9401436
Denmark,DNK,2011,7.933418
Hungary,HUN,1986,7.923338
Slovenia,SVN,2009,7.92153
Poland,POL,2002,7.9209
Slovenia,SVN,2011,7.9201775
Cyprus,CYP,2007,7.9185147
Slovakia,SVK,2006,7.9155583
Austria,AUT,1973,7.9134145
Austria,AUT,2017,7.912326
Belgium,BEL,1908,7.910767
Poland,POL,1965,7.909947
Italy,ITA,1995,7.9006634
Slovenia,SVN,1984,7.899202
Italy,ITA,1997,7.8950295
Belgium,BEL,2020,7.879573
Slovakia,SVK,2003,7.8711815
Poland,POL,2020,7.870152
Germany,DEU,1916,7.8622327
Poland,POL,1964,7.853124
Bulgaria,BGR,1973,7.85027
Sweden,SWE,1964,7.8483453
Austria,AUT,1912,7.843966
Estonia,EST,2021,7.8421664
Netherlands,NLD,2020,7.8398657
Belgium,BEL,1909,7.829825
France,FRA,1966,7.8131056
Belgium,BEL,1941,7.812043
Hungary,HUN,1977,7.8101363
Slovakia,SVK,2002,7.809585
Italy,ITA,1996,7.797271
Bulgaria,BGR,1969,7.78907
